form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00821728,BE1,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-08-10,3875.00,2024-08-22,79886.67,PHONE CALLS & CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-09-20,
SE,C00821728,BE2,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-08-10,11093.36,2024-08-15,79886.67,PHONE CALLS & CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-09-20,
SE,C00821728,BE3,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-08-11,3225.00,2024-08-22,79886.67,PHONE CALLS & CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-09-20,
SE,C00821728,BE8,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-08-11,469.97,2024-08-11,79886.67,PHONE CALLS & CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-09-20,X
SE,C00821728,BE4,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-08-12,2000.00,2024-08-22,79886.67,PHONE CALLS,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-09-20,
SE,C00821728,BE9,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-08-12,213.62,2024-08-12,79886.67,PHONE CALLS,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-09-20,X
SE,C00821728,BE5,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-08-14,3550.00,2024-08-29,79886.67,PHONE CALLS AND CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-09-20,
SE,C00821728,BE10,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-08-14,469.97,2024-08-14,79886.67,PHONE CALLS & CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-09-20,X
SE,C00821728,BE6,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-08-15,3550.00,2024-08-29,79886.67,PHONE CALLS AND CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-09-20,
SE,C00821728,BE11,,,ORG,INLAND EMPIRE UNITED,,,,,,"515 S. FIGUEROA ST., STE. 1110",,LOS ANGELES,CA,90071,G2024,,2024-08-15,469.97,2024-08-15,79886.67,PHONE CALLS & CANVASSING,24E,,S,,ROLLINS,WILL,,,,H,41,CA,DAVIDSON,CARY,,,,2024-09-20,X
