form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00002766,19899092,,,COM,Malcolm for PA,,,,,,PO Box 3254,,Philadelphia,PA,19130,,,2023-12-01,2500.00,0.00,Non-Federal Contribution,011,,,,Kenyatta,Malcolm,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19899819,,,COM,Boulton for Senate,,,,,,5661 Fleur Drive,,Des Moines,IA,50321,,,2023-12-05,500.00,0.00,Non-Federal Contribution,011,,,,Boulton,Nate,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19900290,,,PTY,Maryland Democratic Party (non-fed),,,,,,275 West Street,Suite 70,Annapolis,MD,21401,,,2023-12-05,2500.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19906204,,,COM,Rusty Hicks for Assembly 2024,,,,,,"600 F Strees, #3",PMB 111,Arcata,CA,95521,,,2023-12-06,5500.00,0.00,Non-Federal Contribution,011,,,,Hicks,Rusty,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19906223,,,COM,Rusty Hicks for Assembly 2024,,,,,,"600 F Strees, #3",PMB 111,Arcata,CA,95521,,,2023-12-06,5500.00,0.00,Non-Federal Contribution,011,,,,Hicks,Rusty,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19906389,,,COM,Middle of the Road PAC,,,,,,PO Box 4504,,Overland Park,KS,66204,,,2023-12-06,20000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19906396,,,COM,Nithya Raman for City Council 2024,,,,,,16633 Ventura Blvd.,Suite 1008,Encino,CA,91436,,,2023-12-06,900.00,0.00,Non-Federal Contribution,011,,,,Raman,Nithya,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19906399,,,COM,Miguel Santiago for City Council 2024,,,,,,12501 Imperial Highway,Suite 200,Norwalk,CA,90650,,,2023-12-06,900.00,0.00,Non-Federal Contribution,011,,,,Santiago,Miguel,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19906400,,,COM,Councilmember Monica Rodriguez - '17 Officeholder Account,,,,,,777 S. Figueroa Street,Suite 4050,Los Angeles,CA,90017,,,2023-12-06,900.00,0.00,Non-Federal Contribution,011,,,,Rodriguez,Monica,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19906551,,,COM,Pilar Schiavo for Assembly 2024,,,,,,2436 E. 4th Street,Suite 256,Long Beach,CA,90814,,,2023-12-07,5500.00,0.00,Non-Federal Contribution,011,,,,Schiavo,Pilar,,.,,,,,,,,,,,,Non-Federal Contribution
