form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00486845,500457189,,,ORG,Blueprint Interactive,,,,,,2307 N Trenton St,,Arlington,VA,222074040,G2024,,2024-10-01,323850.00,,420581.62,Digital Ad Buy & Production,,,O,H2OR05209,CHAVEZ-DEREMER,LORI,,,,H,05,OR,Sonekan,Titi,,,,2024-10-24,
SE,C00486845,500457190,,,ORG,Blueprint Interactive,,,,,,2307 N Trenton St,,Arlington,VA,222074040,G2024,,2024-10-01,401993.00,,419935.19,Digital Ad Buy & Production,,,O,H4MT01041,ZINKE,RYAN,K,,,H,01,MT,Sonekan,Titi,,,,2024-10-24,
SE,C00486845,500459041,,,ORG,Blueprint Interactive,,,,,,2307 N Trenton St,,Arlington,VA,222074040,G2024,,2024-10-08,17916.00,2024-10-10,419935.19,Digital Ad Production,,,O,H4MT01041,ZINKE,RYAN,K,,,H,01,MT,Sonekan,Titi,,,,2024-10-24,
SE,C00486845,500460545,,,ORG,C Plus K LLC,,,,,,1640 Rhode Island Ave NW,Ste 600,Washington,DC,200363229,G2024,,2024-10-15,350000.00,2024-10-11,500312.72,Digital Ad Buy & Production,,,S,S6OH00163,BROWN,SHERROD,,,,S,00,OH,Sonekan,Titi,,,,2024-10-24,
SE,C00486845,500460546,,,ORG,C Plus K LLC,,,,,,1640 Rhode Island Ave NW,Ste 600,Washington,DC,200363229,G2024,,2024-10-15,150000.00,2024-10-11,500312.72,Digital Ad Buy & Production,,,O,S4OH00192,MORENO,BERNIE,,,,S,00,OH,Sonekan,Titi,,,,2024-10-24,
SE,C00486845,500459022,,,ORG,"Dixon/Davis Media Group, LLC",,,,,,1028 33rd St NW,Ste 300,Washington,DC,200073571,G2024,,2024-10-08,9456.00,2024-10-11,1029346.89,Broadcast Ad Production,,,O,H2AZ02360,CISCOMANI,JUAN,,,,H,06,AZ,Sonekan,Titi,,,,2024-10-24,
SE,C00486845,500458322,,,ORG,Gambit Strategies,,,,,,2939 Van Ness St NW,#1006,Washington,DC,200084605,G2024,,2024-10-02,2000000.00,2024-10-02,3849470.02,Digital Ad Buy & Production,,,O,S2PA00661,MCCORMICK,DAVE,,,,S,00,PA,Sonekan,Titi,,,,2024-10-24,
SE,C00486845,500459010,,,ORG,Gambit Strategies,,,,,,2939 Van Ness St NW,#1006,Washington,DC,200084605,G2024,,2024-10-08,95500.00,2024-10-03,392070.68,Digital Ad Buy,,,O,H8PA15195,MACKENZIE,RYAN,EDWARD,,,H,07,PA,Sonekan,Titi,,,,2024-10-24,
SE,C00486845,500459255,,,ORG,Gambit Strategies,,,,,,2939 Van Ness St NW,#1006,Washington,DC,200084605,G2024,,2024-10-08,95500.00,2024-10-03,392070.68,Digital Ad Buy,,,S,H8PA15229,WILD,SUSAN,,,,H,07,PA,Sonekan,Titi,,,,2024-10-24,
SE,C00486845,500459043,,,ORG,Gambit Strategies,,,,,,2939 Van Ness St NW,#1006,Washington,DC,200084605,G2024,,2024-10-08,31500.00,,662676.80,Digital Ad Buy,,,O,H4CO08034,EVANS,TIMOTHY,JOSEPH,,,H,08,CO,Sonekan,Titi,,,,2024-10-24,
SE,C00486845,500459025,,,ORG,Gambit Strategies,,,,,,2939 Van Ness St NW,#1006,Washington,DC,200084605,G2024,,2024-10-08,7087.50,2024-10-10,392070.68,Digital Ad Production,,,O,H8PA15195,MACKENZIE,RYAN,EDWARD,,,H,07,PA,Sonekan,Titi,,,,2024-10-24,
SE,C00486845,500459026,,,ORG,Gambit Strategies,,,,,,2939 Van Ness St NW,#1006,Washington,DC,200084605,G2024,,2024-10-08,7087.50,2024-10-10,392070.68,Digital Ad Production,,,S,H8PA15229,WILD,SUSAN,,,,H,07,PA,Sonekan,Titi,,,,2024-10-24,
