form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00486845,500462928,,,ORG,50+1 Strategies LLC,,,,,,PO Box 358,,San Francisco,CA,941040358,,,2024-10-11,350000.00,0.00,Digital Ad Buy & Production,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462160,,,ORG,Amalgamated Investment Services,,,,,,10 E 14th St,Frnt 1,New York,NY,100033156,,,2024-10-02,2130.78,0.00,Brokerage Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462163,,,ORG,Amalgamated Investment Services,,,,,,10 E 14th St,Frnt 1,New York,NY,100033156,,,2024-10-15,81.77,0.00,Brokerage Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462065,,,ORG,Bill.com,,,,,,1810 Embarcadero Rd,,Palo Alto,CA,943033308,,,2024-10-11,201.90,0.00,Payment Processing Subscription Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462067,,,ORG,"Blue Labs Analytics, Inc.",,,,,,700 14th St NW,Frnt 2,Washington,DC,200052016,,,2024-10-08,60000.00,0.00,Consulting - Research,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500457294,,,ORG,Blueprint Interactive,,,,,,2307 N Trenton St,,Arlington,VA,222074040,,,2024-10-01,-323850.00,0.00,Digital Ad Buy & Production (Disbursement Reported in Prior Period for Federal IE; Schedule E),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500457295,,,ORG,Blueprint Interactive,,,,,,2307 N Trenton St,,Arlington,VA,222074040,,,2024-10-01,-401993.00,0.00,Digital Ad Buy & Production (Disbursement Reported in Prior Period for Federal IE; Schedule E),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500459059,,,ORG,Gambit Strategies,,,,,,2939 Van Ness St NW,#1006,Washington,DC,200084605,G2024,,2024-10-08,-31500.00,0.00,Digital Ad Buy (Disbursement Reported in Prior Month for Federal IE; See Schedule E),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500457296,,,PAC,HOUSE MAJORITY PAC,,,,,,1032 15th St NW,Ste 247,Washington,DC,200051502,G2024,,2024-10-01,-10000.00,0.00,Research (Disbursement Reported in Prior Month for Federal IE; See Schedule E),,C00495028,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500459061,,,PAC,HOUSE MAJORITY PAC,,,,,,1032 15th St NW,Ste 247,Washington,DC,200051502,G2024,,2024-10-08,-10000.00,0.00,Research (Disbursement Reported in Prior Month for Federal IE; See Schedule E),,C00495028,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500459062,,,PAC,HOUSE MAJORITY PAC,,,,,,1032 15th St NW,Ste 247,Washington,DC,200051502,G2024,,2024-10-08,-10000.00,0.00,Research (Disbursement Reported in Prior Month for Federal IE; See Schedule E),,C00495028,,,,,,,,,,,,,,,,,,
SB21B,C00486845,24807926I,24807926,SA11C,PAC,HOUSE MAJORITY PAC,,,,,,1032 15th St NW,Ste 247,Washington,DC,200051502,,,2024-10-09,8250.00,0.00,Media Production,,C00495028,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00486845,500462350,,,PAC,HOUSE MAJORITY PAC,,,,,,1032 15th St NW,Ste 247,Washington,DC,200051502,G2024,,2024-10-09,-8250.00,0.00,"Conversion of In-Kind for Federal IE, See Schedule E",004,C00495028,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500461319,,,PAC,HOUSE MAJORITY PAC,,,,,,1032 15th St NW,Ste 247,Washington,DC,200051502,G2024,,2024-10-16,-10000.00,0.00,Research (Disbursement Reported in Prior Month for Federal IE; See Schedule E),,C00495028,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462069,,,ORG,L & E Meridian,,,,,,8000 Corporate Ct,,Springfield,VA,221533132,,,2024-10-10,2910.60,0.00,Postage - Fundraising Mailer,,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500457276,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-01,-16.99,0.00,Staff Time for Press Release (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500457277,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-01,-16.99,0.00,Staff Time for Press Release (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500457278,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-01,-16.99,0.00,Staff Time for Press Release (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500457290,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-01,-63.70,0.00,Staff Time for Memo (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500457291,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-01,-25.48,0.00,Staff Time for Press Release (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462070,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,,,2024-10-01,67.41,0.00,Staff Time for Video Production (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462071,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,,,2024-10-01,-67.41,0.00,Staff Time for Video Production (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462072,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,,,2024-10-01,33.71,0.00,Staff Time for Video Production (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462073,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,,,2024-10-01,-33.71,0.00,Staff Time for Video Production (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500459057,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-02,-1688.74,0.00,Staff Time and Text Messages (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500459058,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-02,-517.38,0.00,Staff Time and Emails for Online Message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500458328,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-03,-63.70,0.00,Staff Time for Press Release (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462074,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,,,2024-10-03,322.92,0.00,Staff Time for Video Production (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500462075,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,,,2024-10-03,-322.92,0.00,Staff Time for Video Production (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500463511,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,,,2024-10-04,50.96,0.00,Staff Time for Memo Writing (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00486845,500463512,,,ORG,"League of Conservation Voters, Inc.",,,,,,740 15th St NW,Fl 7,Washington,DC,200051048,,,2024-10-04,-50.96,0.00,Staff Time for Memo Writing (via drawdown),,,,,,,,,,,,,,,,,,,,
