form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00620971,500733510,,,ORG,Scale to Win,,,,,,13742 Harper St,,Santa Ana,CA,927031419,G2024,,2024-11-04,2166.67,2024-12-05,601932.55,Texting,,,S,S2WI00219,Baldwin,Tammy,,,,S,,WI,Unger,Ben,,,,2025-01-31,
SE,C00620971,500725430,,,ORG,The Outreach Team,,,,,,407 College Ave,Ste 349,Ithaca,NY,148506701,G2024,,2024-11-02,13429.89,2024-12-19,6071396.33,Field Canvassing,,,S,P00009423,Harris,Kamala,,,,P,,,Unger,Ben,,,,2025-01-31,
SE,C00620971,500725340,,,ORG,Scale to Win,,,,,,13742 Harper St,,Santa Ana,CA,927031419,G2024,,2024-11-01,1431.00,2024-12-05,6071396.33,Texting,,,S,P00009423,Harris,Kamala,,,,P,,,Unger,Ben,,,,2025-01-31,
SE,C00620971,500733511,,,ORG,Scale to Win,,,,,,13742 Harper St,,Santa Ana,CA,927031419,G2024,,2024-11-04,666.66,2024-12-05,28281.53,Texting,,,S,H4WI03169,Cooke,Rebecca,,,,H,03,WI,Unger,Ben,,,,2025-01-31,
SE,C00620971,500725221,,,ORG,The Outreach Team,,,,,,407 College Ave,Ste 349,Ithaca,NY,148506701,G2024,,2024-10-31,15868.20,2024-12-19,6071396.33,Field Canvassing,,,S,P00009423,Harris,Kamala,,,,P,,,Unger,Ben,,,,2025-01-31,
SE,C00620971,500725431,,,ORG,The Outreach Team,,,,,,407 College Ave,Ste 349,Ithaca,NY,148506701,G2024,,2024-11-02,12071.12,2024-12-19,333890.58,Field Canvassing,,,S,S8NV00156,Rosen,Jacky,,,,S,,NV,Unger,Ben,,,,2025-01-31,
SE,C00620971,500733451,,,ORG,Scale to Win,,,,,,13742 Harper St,,Santa Ana,CA,927031419,G2024,,2024-11-04,850.00,2024-12-05,6071396.33,Texting,,,S,P00009423,Harris,Kamala,,,,P,,,Unger,Ben,,,,2025-01-31,
SE,C00620971,500733512,,,ORG,Scale to Win,,,,,,13742 Harper St,,Santa Ana,CA,927031419,G2024,,2024-11-05,2365.00,2024-12-05,601932.55,Texting,,,S,S2WI00219,Baldwin,Tammy,,,,S,,WI,Unger,Ben,,,,2025-01-31,
SE,C00620971,500725432,,,ORG,The Outreach Team,,,,,,407 College Ave,Ste 349,Ithaca,NY,148506701,G2024,,2024-11-02,5347.45,2024-12-19,6071396.33,Field Canvassing,,,O,P80001571,Trump,Donald,J.,,,P,,,Unger,Ben,,,,2025-01-31,
SE,C00620971,500733542,,,ORG,The Outreach Team,,,,,,407 College Ave,Ste 349,Ithaca,NY,148506701,G2024,,2024-11-05,35677.39,2024-12-19,601932.55,Field Canvassing,,,S,S2WI00219,Baldwin,Tammy,,,,S,,WI,Unger,Ben,,,,2025-01-31,
