form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00252940,VVAG5ARSG26,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100018400,,,2023-01-26,84.86,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSG34,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100018400,,,2023-01-26,110.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSG42,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100018400,,,2023-01-26,28.36,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSG50,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100018400,,,2023-01-26,158.70,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,VVAG5ARSGC5,,,CCM,ANDY KIM FOR CONGRESS,,,,,,PO Box 211,,Marlton,NJ,080530211,O2023,Offset Refund,2023-01-30,919.50,0.00,Refund for fundraising mailer overpayment,,C00648220,,,KIM,ANDY,,,,H,NJ,03,,,,,,,,
SB21B,C00252940,VVAG5ARSGA0,,,CCM,BENNET FOR COLORADO,,,,,,PO Box 3078,,Denver,CO,802013078,O2023,Offset Refund,2023-01-30,1096.92,0.00,Refund for fundraising mailer overpayment,,C00458398,,,BENNET,MICHAEL F,,,,S,CO,00,,,,,,,,
SB21B,C00252940,VVAG5ARSG76,,,CCM,CATHERINE CORTEZ MASTO FOR SENATE,,,,,,8020 S Rainbow Blvd,# 100-112,Las Vegas,NV,891396483,O2023,Offset Refund,2023-01-30,2720.34,0.00,Refund for fundraising mailer overpayment,,C00575548,,,MASTO,CATHERINE CORTEZ,,,,S,NV,00,,,,,,,,
SB21B,C00252940,VVAG5ARSGJ3,,,CCM,CHERI BEASLEY FOR NORTH CAROLINA,,,,,,PO Box 28778,311 NEW BERN AVE,Raleigh,NC,276118778,O2023,Offset Refund,2023-01-31,860.28,0.00,Refund for fundraising mailer overpayment,,C00777904,,,BEASLEY,CHERI,,,,S,NC,00,,,,,,,,
SB21B,C00252940,VVAG5ARSGF9,,,CCM,FETTERMAN FOR PA,,,,,,PO Box 6061,,Pittsburgh,PA,152110061,O2023,Offset Refund,2023-01-30,1938.93,0.00,Refund for fundraising mailer overpayment,,C00765800,,,FETTERMAN,JOHN KARL,,,,S,PA,00,,,,,,,,
SB21B,C00252940,VVAG5ARSGM9,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,P2024,,2023-01-19,-50.00,0.00,Fundraising Services (via drawdown),,,,,,,,,,,,,,,,,,,,
