form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00768200,SB22-694,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2023-10-31,436150.00,0.00,Transfer ,,C00000935,DCCC ,,,,,,,,,,,,,,,,,TRANSFER TO GENERAL ACCOUNT
SB22,C00768200,SB22-695,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2023-10-31,7500.00,0.00,Transfer ,,C00000935,DCCC ,,,,,,,,,,,,,,,,,TRANSFER TO OPERATIONS ACCOUNT
SB22,C00768200,SB22-696,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2023-10-31,92200.00,0.00,Transfer ,,C00000935,DCCC ,,,,,,,,,,,,,,,,,TRANSFER TO BUILDING FUND/HEADQUARTERS ACCOUNT
SB22,C00768200,SB22-697,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2023-10-31,462350.00,0.00,Transfer ,,C00000935,DCCC ,,,,,,,,,,,,,,,,,TRANSFER TO RECOUNT/LEGAL FUND ACCOUNT
SB22,C00768200,SB22-698,,,PAC,"Jobs, Education, & Families First - JEFF PAC ",,,,,,PO Box 65322,,Washington,DC,20035,,,2023-10-31,48100.00,0.00,Transfer ,,C00617803,"Jobs, Education, & Families First - JEFF PAC ",,,,,,,,,,,,,,,,,
SB22,C00768200,SB22-699,,,CCM,Jeffries for Congress ,,,,,,PO Box 65322,,Washington,DC,20035,,,2023-10-31,119500.00,0.00,Transfer ,,C00503052,Jeffries for Congress ,H2NY10092,Jeffries,Hakeem,,,,H,NY,08,,,,,,,,
SB22,C00768200,SB22-725,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2023-11-30,163400.00,0.00,Transfer ,,C00000935,DCCC ,,,,,,,,,,,,,,,,,TRANSFER TO GENERAL ACCOUNT
SB22,C00768200,SB22-726,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2023-11-30,41300.00,0.00,Transfer ,,C00000935,DCCC ,,,,,,,,,,,,,,,,,TRANSFER TO OPERATIONS ACCOUNT
SB22,C00768200,SB22-727,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2023-11-30,247800.00,0.00,Transfer ,,C00000935,DCCC ,,,,,,,,,,,,,,,,,TRANSFER TO BUILDING FUND/HEADQUARTERS ACCOUNT
SB22,C00768200,SB22-728,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2023-11-30,382200.00,0.00,Transfer ,,C00000935,DCCC ,,,,,,,,,,,,,,,,,TRANSFER TO RECOUNT/LEGAL FUND ACCOUNT
