form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00435651,SB29.6085,,,CCM,CITIZENS FOR DESTIN HALL,,,,,,606 COLLEGE AVE SW,,LENOIR,NC,28645,P2024,,2024-02-01,6400.00,,CONTRIBUTION,011,,,,,,,,,H,NC,87,,,,,,,,
SB29,C00435651,SB29.6088,,,CCM,COMMITTEE TO ELECT JARVIS,,,,,,470 OLD NC HWY 75,,LEXINGTON,NC,27292,P2024,,2024-02-01,4000.00,,CONTRIBUTION,011,,,,,,,,,H,NC,,,,,,,,,
SB29,C00435651,SB29.6087,,,CCM,COMMITTEE TO ELECT JEFF ZENGER FOR NC HOUSE,,,,,,6614 SHALLOWFORD ROAD,,LEWISVILLE,NC,27023,P2024,,2024-02-01,2000.00,,CONTRIBUTION,011,,,,,,,,,H,NC,,,,,,,,,
SB29,C00435651,SB29.6090,,,CCM,COMMITTEE TO ELECT MICHAEL LEE,,,,,,P.O. BOX 809,,WILMINGTON,NC,28402,P2024,,2024-03-04,4000.00,,CONTRIBUTION,011,,,,,,,,,S,NC,,,,,,,,,
SB29,C00435651,SB29.6098,,,CCM,DANA CAUDILL JONES NC SENATE,,,,,,600 SUSANNA COURT,,KERNERSVILLE,NC,27284,P2024,,2024-03-04,2000.00,,CONTRIBUTION,011,,,,,,,,,S,NC,31,,,,,,,,
SB29,C00435651,SB29.6093,,,CCM,DAVE CRAVEN FOR NC,,,,,,PO BOX 487,,ASHEBORO,NC,27204,G2024,,2024-03-19,5000.00,,CONTRIBUTION,011,,,,,,,,,S,NC,,,,,,,,,
SB29,C00435651,SB29.6089,,,CCM,FRIENDS OF JIM O'NEILL,,,,,,PO BOX 21586,,WINSTON-SALEM,NC,27120,P2024,,2024-02-26,3000.00,,CONTRIBUTION,011,,,,,,,,,,,,,,,,,,,
SB29,C00435651,SB29.6084,,,CCM,JOHN BELL COMMITTEE,,,,,,501 HOLLAND HILL DRIVE,,GOLDSBORO,NC,27530,P2024,,2024-02-01,5000.00,,CONTRIBUTION,011,,,,,,,,,H,NC,,,,,,,,,
SB29,C00435651,SB29.6086,,,CCM,KYLE HALL COMMITTEE,,,,,,PO BOX 2024,,KING,NC,27021,P2024,,2024-02-01,6400.00,,CONTRIBUTION,011,,,,,,,,,H,NC,,,,,,,,,
SB29,C00435651,SB29.6083,,,CCM,LARRY W. POTTS FOR NC HOUSE OF REPRESENTATIVES,,,,,,373 WAITMAN ROAD,,LEXINGTON,NC,27295,P2024,,2024-02-01,6400.00,,CONTRIBUTION,011,,,,,,,,,H,NC,,,,,,,,,
SB29,C00435651,SB29.6092,,,CCM,PAUL LOWE NC SENATE,,,,,,PO BOX 20262,,WINSTON-SALEM,NC,271200262,P2024,,2024-03-04,5000.00,,CONTRIBUTION,011,,,,,,,,,S,NC,,,,,,,,,
SB29,C00435651,SB29.6099,,,CCM,STONEY GREENE FOR NC HOUSE,,,,,,235 WESTGATE DRIVE,,WILKESBORO,NC,28697,P2024,,2024-02-01,1000.00,,CONTRIBUTION,011,,,,,,,,,H,NC,94,,,,,,,,
