form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00805556,500517037,,,CCM,Moulton For Congress,,,,,,PO Box 2013,,Salem,MA,019706213,,,2024-04-19,18507.25,0.00,Joint Fundraising Transfer,,C00547240,,,Moulton,Seth,,,,H,MA,06,,,,,,,,
SB22,C00805556,500517043,,,PAC,Serve America PAC,,,,,,PO Box 2013,,Salem,MA,019706213,,,2024-04-19,32907.25,0.00,Joint Fundraising Transfer,,C00571174,,,,,,,,,,,,,,,,,,
SB22,C00805556,500511965,,,CCM,Chrissy Houlahan For Congress,,,,,,PO Box 222,,Devon,PA,193330222,,,2024-04-22,1730.27,0.00,Joint Fundraising Transfer,,C00637371,,,HOULAHAN,CHRISSY,,,,H,PA,06,,,,,,,,
SB22,C00805556,500511964,,,CCM,MIKE O'BRIEN FOR PA,,,,,,PO Box 60707,,Harrisburg,PA,171060707,,,2024-04-22,1730.25,0.00,Joint Fundraising Transfer,,C00849851,,,O'BRIEN,MICHAEL,,,,H,PA,10,,,,,,,,
SB22,C00805556,500511966,,,CCM,CHRIS DELUZIO FOR CONGRESS,,,,,,PO Box 16210,,Pittsburgh,PA,152420210,,,2024-04-23,7102.69,0.00,Joint Fundraising Transfer,,C00787648,,,DELUZIO,CHRISTOPHER,,,,H,PA,17,,,,,,,,
SB22,C00805556,500517039,,,CCM,Moulton For Congress,,,,,,PO Box 2013,,Salem,MA,019706213,,,2024-05-23,12776.29,0.00,Joint Fundraising Transfer,,C00547240,,,Moulton,Seth,,,,H,MA,06,,,,,,,,
SB22,C00805556,500517045,,,PAC,Serve America PAC,,,,,,PO Box 2013,,Salem,MA,019706213,,,2024-05-23,4576.29,0.00,Joint Fundraising Transfer,,C00571174,,,,,,,,,,,,,,,,,,
SB22,C00805556,500511983,,,CCM,ANDREI FOR ARIZONA,,,,,,PO Box 26058,,Phoenix,AZ,850686058,,,2024-05-28,8931.33,0.00,Joint Fundraising Transfer,,C00837062,,,CHERNY,ANDREI,,,,H,AZ,01,,,,,,,,
SB22,C00805556,500511985,,,CCM,BACCAM FOR IOWA,,,,,,2813 Virginia Pl,,Des Moines,IA,503211536,,,2024-05-28,8022.95,0.00,Joint Fundraising Transfer,,C00856021,,,BACCAM,LANON,,,,H,IA,03,,,,,,,,
SB22,C00805556,500511977,,,CCM,CHRIS DELUZIO FOR CONGRESS,,,,,,PO Box 16210,,Pittsburgh,PA,152420210,,,2024-05-28,3146.35,0.00,Joint Fundraising Transfer,,C00787648,,,DELUZIO,CHRISTOPHER,,,,H,PA,17,,,,,,,,
SB22,C00805556,500511987,,,CCM,Chrissy Houlahan For Congress,,,,,,PO Box 222,,Devon,PA,193330222,,,2024-05-28,3146.35,0.00,Joint Fundraising Transfer,,C00637371,,,HOULAHAN,CHRISSY,,,,H,PA,06,,,,,,,,
SB22,C00805556,500511992,,,CCM,COLIN ALLRED FOR SENATE,,,,,,PO Box 601631,,Dallas,TX,753601631,,,2024-05-28,2048.06,0.00,Joint Fundraising Transfer,,C00839597,,,ALLRED,COLIN,,,,S,TX,00,,,,,,,,
SB22,C00805556,500511975,,,CCM,COMMITTEE TO ELECT JARED GOLDEN,,,,,,PO Box 7108,,Lewiston,ME,042437108,,,2024-05-28,14303.80,0.00,Joint Fundraising Transfer,,C00653816,,,GOLDEN,JARED,,,,H,ME,02,,,,,,,,
SB22,C00805556,500511978,,,CCM,Don Davis For NC,,,,,,PO Box 511,,Snow Hill,NC,285800511,,,2024-05-28,11157.41,0.00,Joint Fundraising Transfer,,C00795211,,,Davis,Don,,,,H,NC,01,,,,,,,,
SB22,C00805556,500511976,,,CCM,FRIENDS OF JAHANA HAYES,,,,,,PO Box 1487,,Waterbury,CT,067211487,,,2024-05-28,12487.03,0.00,Joint Fundraising Transfer,,C00677898,,,HAYES,JAHANA,,,,H,CT,05,,,,,,,,
SB22,C00805556,500511993,,,CCM,Gallego For Arizona,,,,,,PO Box 1710,,Phoenix,AZ,850011710,,,2024-05-28,2048.07,0.00,Joint Fundraising Transfer,,C00558627,,,GALLEGO,RUBEN,,,,S,AZ,00,,,,,,,,
SB22,C00805556,500511990,,,CCM,Joe Neguse For Congress,,,,,,PO Box 7142,,Boulder,CO,803067142,,,2024-05-28,8022.95,0.00,Joint Fundraising Transfer,,C00648253,,,NEGUSE,JOSEPH,,,,,,,,,,,,,,
SB22,C00805556,500511986,,,CCM,Lauren Underwood For Congress,,,,,,13400 S Route 59,Unit 116,Plainfield,IL,605855830,,,2024-05-28,5654.24,0.00,Joint Fundraising Transfer,,C00652719,,,UNDERWOOD,LAUREN,,,,H,IL,14,,,,,,,,
SB22,C00805556,500511988,,,CCM,Magaziner For Congress,,,,,,1 Park Row,Ste 5,Providence,RI,029031235,,,2024-05-28,8022.95,0.00,Joint Fundraising Transfer,,C00802504,,,Magaziner,Seth,,,,H,RI,02,,,,,,,,
SB22,C00805556,500511989,,,CCM,Mikie Sherrill For Congress,,,,,,PO Box 43032,,Montclair,NJ,070430032,,,2024-05-28,8022.95,0.00,Joint Fundraising Transfer,,C00640003,,,SHERRILL,MIKIE,,,,H,NJ,11,,,,,,,,
SB22,C00805556,500511980,,,CCM,Pat Ryan For Congress,,,,,,PO Box 2113,,Kingston,NY,124022113,,,2024-05-28,14303.76,0.00,Joint Fundraising Transfer,,C00815290,,,Ryan,Patrick,,,,H,NY,18,,,,,,,,
SB22,C00805556,500511982,,,CCM,SARAH KLEE HOOD FOR NY,,,,,,PO Box 415,,Syracuse,NY,132140415,,,2024-05-28,1730.25,0.00,Joint Fundraising Transfer,,C00793950,,,KLEE HOOD,SARAH,,,,H,NY,22,,,,,,,,
SB22,C00805556,500511981,,,CCM,SCHOLTEN FOR CONGRESS,,,,,,PO Box 6233,,Grand Rapids,MI,495166233,,,2024-05-28,12486.99,0.00,Joint Fundraising Transfer,,C00711317,,,SCHOLTEN,HILLARY,,,,H,MI,03,,,,,,,,
SB22,C00805556,500511979,,,CCM,SUSIE LEE FOR CONGRESS,,,,,,5130 S Fort Apache Rd,Ste Pm 215,Las Vegas,NV,891481732,,,2024-05-28,14303.76,0.00,Joint Fundraising Transfer,,C00655613,,,LEE,SUSIE,,,,H,NV,03,,,,,,,,
SB22,C00805556,500511984,,,CCM,Will Rollins For Congress,,,,,,PO Box 6282,,Corona,CA,928786282,,,2024-05-28,4876.60,0.00,Joint Fundraising Transfer,,C00792507,,,Rollins,Will,,,,H,CA,41,,,,,,,,
SB22,C00805556,500511994,,,CCM,DEREK TRAN FOR CONGRESS,,,,,,10441 Stanford Ave,Unit 395,Garden Grove,CA,928425222,,,2024-05-29,1730.25,0.00,Joint Fundraising Transfer,,C00851790,,,TRAN,DEREK,,,,H,CA,45,,,,,,,,
SB22,C00805556,500511996,,,CCM,Andy Kim For New Jersey,,,,,,PO Box 211,,Marlton,NJ,080530211,,,2024-05-30,317.81,0.00,Joint Fundraising Transfer,,C00648220,,,Kim,Andy,,,,S,NJ,,,,,,,,,
SB22,C00805556,500511995,,,CCM,George Whitesides For Congress,,,,,,PO Box 221776,,Newhall,CA,913221776,,,2024-05-30,3146.35,0.00,Joint Fundraising Transfer,,C00834028,,,Whitesides,George,,,,H,CA,27,,,,,,,,
SB22,C00805556,500517038,,,CCM,Moulton For Congress,,,,,,PO Box 2013,,Salem,MA,019706213,,,2024-06-06,16978.21,0.00,Joint Fundraising Transfer,,C00547240,,,Moulton,Seth,,,,H,MA,06,,,,,,,,
SB22,C00805556,500517044,,,PAC,Serve America PAC,,,,,,PO Box 2013,,Salem,MA,019706213,,,2024-06-06,15364.58,0.00,Joint Fundraising Transfer,,C00571174,,,,,,,,,,,,,,,,,,
SB22,C00805556,500517035,,,CCM,COMMITTEE TO ELECT JARED GOLDEN,,,,,,PO Box 7108,,Lewiston,ME,042437108,,,2024-06-10,2275.13,0.00,Joint Fundraising Transfer,,C00653816,,,GOLDEN,JARED,,,,H,ME,02,,,,,,,,
SB22,C00805556,500517046,,,CCM,SUSIE LEE FOR CONGRESS,,,,,,5130 S Fort Apache Rd,Ste Pm 215,Las Vegas,NV,891481732,,,2024-06-10,2275.12,0.00,Joint Fundraising Transfer,,C00655613,,,LEE,SUSIE,,,,H,NV,03,,,,,,,,
SB22,C00805556,500517041,,,CCM,Pat Ryan For Congress,,,,,,PO Box 2113,,Kingston,NY,124022113,,,2024-06-21,2275.12,0.00,Joint Fundraising Transfer,,C00815290,,,Ryan,Patrick,,,,H,NY,18,,,,,,,,
