form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00461418,EB288695,,,COM,Battleground California,,,,,,"515 S. Figueroa Street, Suite 1110",,Los Angeles,CA,90071,,,2024-07-15,100000.00,,Political Contribution,011,C00872549,Battleground California,,,,,,,,,,,,,,,,,
SB23,C00461418,EB288699,,,CCM,Dr. Raul Ruiz for Congress,,,,,,P.O. Box 1566,,Indio,CA,92202,G2024,,2024-07-17,5000.00,,Political Contribution,011,C00502575,Dr. Raul Ruiz for Congress,,Ruiz,Raul,,,,H,CA,25,,,,,,,,
SB23,C00461418,EB288702,,,CCM,Greg Casar for Congress,,,,,,P.O. Box 301923,,Austin,TX,78703,G2024,,2024-07-17,5000.00,,Political Contribution,011,C00791897,Greg Casar for Congress,,Casar,Greg,,,,H,TX,35,,,,,,,,
SB23,C00461418,EB288700,,,CCM,Jeffries for Congress,,,,,,P.O. Box 65322,,Washington,DC,20035,G2024,,2024-07-17,5000.00,,Political Contribution,011,C00503052,Jeffries for Congress,,Jeffries,Hakeem,,,,H,NY,08,,,,,,,,
SB23,C00461418,EB288696,,,COM,Lavender Democrats,,,,,,"333 1st Street, #D-201",,Seal Beach,CA,90740,,,2024-07-17,1000.00,,Political Contribution,011,C00701961,Lavender Democrats,,,,,,,,,,,,,,,,,
SB23,C00461418,EB288701,,,CCM,Mike Thompson for Congress,,,,,,P.O. Box 10541,,Napa,CA,94581,G2024,,2024-07-17,1000.00,,Political Contribution,011,C00326363,Mike Thompson for Congress,,Thompson,Mike,,,,H,CA,04,,,,,,,,
SB23,C00461418,EB292383,,,COM,National Union of Healthcare Workers,,,,,,"1250 45th Street, Suite 200",,Emeryville,CA,94608,,,2024-07-29,500.00,,Political Contribution,011,,National Union of Healthcare Workers,,,,,,,,,,,,,,,,,
SB23,C00461418,XB41EB292383,EB292383,SB23,COM,One Voice PAC,,,,,,"1250 4th Street NW, Apt. W400",,Washington,DC,20024,,,2024-07-29,500.00,,Political Contribution,011,C00403071,One Voice PAC,,,,,,,,,,National Union of Healthcare Workers,"1250 45th Street, Suite 200",,Emeryville,CA,94608,X,
SB23,C00461418,EB288697,,,CCM,Norma Torres for Congress,,,,,,728 W. Edna Place,,Covina,CA,91722,G2024,,2024-07-17,1000.00,,Political Contribution,011,C00557652,Norma Torres for Congress,,Torres,Norma,,,,H,CA,35,,,,,,,,
SB23,C00461418,EB288703,,,CCM,Osborn for Senate,,,,,,18406 Pasadena Avenue,,Omaha,NE,68508,G2024,,2024-07-17,2500.00,,Political Contribution,011,C00850677,Osborn for Senate,,Osborn,Dan,,,,S,NE,,,,,,,,,
SB23,C00461418,EB288698,,,CCM,Vargas for Congress,,,,,,P.O. Box 746,,Boystown,NE,68010,G2024,,2024-07-17,5000.00,,Political Contribution,011,C00784371,Vargas for Congress,,Vargas,Anthony,,,,H,NE,02,,,,,,,,
