form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00347955,B893605,,,ORG,Tucson Hispanic Chamber of Commerce,,,,,,823 East Speedway Blvd,,Tucson,AZ,85719,O2024,Not Applicable,2024-12-18,3000.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00347955,B819486,,,CCM,Ross Fitzgerald for House,,,,,,451 1st Road NE,,Fairfield,MT,59436,G2022,,2024-12-31,-200.00,,G-2022 State House 17 MT,011,,,,Fitzgerald,Ross,,,,H,MT,17,,,,,,,,Voided: Original check dated 07/14/22
SB29,C00347955,B762545,,,CCM,Committee to Elect Mike Hopkins,,,,,,P.O. Box 848,,Missoula,MT,59806,G2020,,2024-12-31,-125.00,,G-2020 State House 92 MT,011,,,,Hopkins,Mike,,,,H,MT,92,,,,,,,,Voided: Original check dated 05/29/20
SB29,C00347955,B892922,,,ORG,Whole Truth Lunchroom,,,,,,515 Walnut Street South,,Wilson,NC,27893,O2024,Not Applicable,2024-12-09,1000.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00347955,B892923,,,ORG,OIC of Wilson,,,,,,PO Box 547,,Wilson,NC,27894,O2024,Not Applicable,2024-12-09,1000.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00347955,B892924,,,ORG,Church of Labourers,,,,,,123 Tarboro Street SW,,Wilson,NC,27893,O2024,Not Applicable,2024-12-09,1000.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00347955,B892925,,,ORG,Brown's Chapel,,,,,,1507 Hadley Street SE,,Wilson,NC,27893,O2024,Not Applicable,2024-12-09,1000.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00347955,B892926,,,ORG,Divine Destiny Ministries,,,,,,1102 Downing Street,,Wilson,NC,27893,O2024,Not Applicable,2024-12-09,1000.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00347955,B892927,,,ORG,Dee's House,,,,,,810 Reid Street,,Wilson,NC,27893,O2024,Not Applicable,2024-12-09,1000.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00347955,B892928,,,ORG,Wesley Shelter,,,,,,106 Vance Street E,,Wilson,NC,27893,O2024,Not Applicable,2024-12-09,1000.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00347955,B892929,,,ORG,East Carolina Elite Alpha Dawgs,,,,,,4317 Windfield Court,,Elm City,NC,27822,O2024,Not Applicable,2024-12-09,1000.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00347955,B892930,,,ORG,Wilson County Schools,,,,,,117 Tarboro Street SE,,Wilson,NC,27893,O2024,Not Applicable,2024-12-09,1000.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00347955,B892931,,,ORG,The Team Power Foundation of Wilson,,,,,,314 Tarboro Street,,Wilson,NC,27893,O2024,Not Applicable,2024-12-09,1000.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00347955,B893525,,,ORG,Boys and Girls Clubs of Elko,,,,,,782 Country Club Drive,,Elko,NV,89801,O2024,Not Applicable,2024-12-18,20000.00,,Non-Profit Organization,012,,,,,,,,,,, ,,,,,,,,
SB29,C00347955,B893430,,,PAC,OHA PAC,,,,,,4000 Lincoln Blvd.,,Oklahoma City,OK,73105,O2024,Not Applicable,2024-12-18,2360.00,,Non-Federal PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00347955,B851863,,,ORG,Republican Governors Association,,,,,,1747 Pennsylvania Ave. NW #250,,Washington,DC,20006,O2023,Not Applicable,2024-12-31,-5000.00,,Association,011,,,,,,,,,,, ,,,,,,,,Voided: Original check dated 07/31/23
SB29,C00347955,B718401,,,CCM,Kayla Kessinger for State Representative,,,,,,1736 Kess Springs Ct,,Mount Hope,WV,25880,G2018,,2024-12-31,-200.00,,G-2018 State House 32 WV,011,,,,Kessinger,Kayla,,,,H,WV,32,,,,,,,,Voided: Original check dated 07/18/18
