form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00001636,SB23.89371,,,CCM,Baccam for Iowa,,,,,,P.O. Box 930,,Des Moines,IA,50304,G2024,,2024-09-23,5000.00,,"House, IA, 3 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.89299,,,CCM,Callie Barr for Congress,,,,,,PO Box 6921,,Traverse City,MI,49696,G2024,,2024-09-19,500.00,,"House, MI, 1 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.89515,,,CCM,Chris Deluzio for Congress,,,,,,P.O. Box 16210,,Pittsburgh,PA,15242,G2022,,2024-09-27,-2500.00,,Write-off 10/13/22 contribution,,,Chris Deluzio for Congress,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.89295,,,CCM,Citizens for Peter Barca,,,,,,P.O. Box 1509,,Kenosha,WI,53141,G2024,,2024-09-19,5000.00,,"House, WI, 1 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.89498,,,CCM,Committee to Elect Marcus Jones,,,,,,P.O. Box 241898,,Little Rock,AR,72223,G2024,,2024-09-30,5000.00,,"House, AR, 2 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.89462,,,ORG,"CounterPoint Messaging, LLC",,,,,,946B Glendale Lane,,Nashville,TN,37204,G2024,,2024-09-26,6500.00,,TV & Social Media ad production costs - Sherrod Brown,,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.89496,,,CCM,Derek Tran for Congress,,,,,,P.O. Box 395,10441 Stanford Ave,Garden Grove,CA,92842,G2024,,2024-09-30,2500.00,,"House, CA, 45 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.89306,,,CCM,Hammer for Congress,,,,,,PO Box 631,,Minot,ND,58702,G2024,,2024-09-19,3500.00,,"House, ND, At-Large",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.89310,,,PAC,Harris Victory Fund,,,,,,PO BOX 96663,,Washington,DC,200777085,,,2024-09-19,10000.00,,Kamala Harris Victory Fund,,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.89254,,,CCM,Hertel for Michigan,,,,,,P.O. Box 16037,,Lansing,MI,48901,G2024,,2024-09-05,5000.00,,"House, MI, 7 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.89502,,,CCM,Jessica Morse for Congress,,,,,,"1079 Sunrise Ave, Suite B 275",,Roseville,CA,95661,G2024,,2024-09-30,5000.00,,"House, CA, 3 dst",,,,,,,,,,,,,,,,,,,,
