form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00033779,SB23.13336,,,CCM,ANN WAGNER FOR CONGRESS,,,,,,PO BOX 50,,BALLWIN,MO,63022,P2024,,2024-07-25,1500.00,,,,C00495846,,,,,,,,H,MO,02,,,,,,,,
SB23,C00033779,SB23.13321,,,CCM,BILL FOSTER FOR CONGRESS,,,,,,PO BOX 9104,,AURORA,IL,60598,G2024,,2024-07-03,1000.00,,,,C00435099,,,,,,,,H,IL,11,,,,,,,,
SB23,C00033779,SB23.13331,,,CCM,CASTEN FOR CONGRESS,,,,,,PO BOX 132,,DOWNERS GROVE,IL,60515,G2024,,2024-07-25,1000.00,,,,C00648493,,,,,,,,H,IL,06,,,,,,,,
SB23,C00033779,SB23.13320,,,CCM,COMMON GROUND PAC,,,,,,1490 QUARTERPATH ROAD,NUMBER 272,WILLIAMSBURG,VA,23185,,,2024-07-03,5000.00,,,,C00538835,,,,,,,,,,,,,,,,,,
SB23,C00033779,SB23.13328,,,CCM,ELISSA SLOTKIN FOR MICHIGAN,,,,,,P.O. BOX 4145,,EAST LANSING,MI,48826,P2024,,2024-07-03,2500.00,,,,C00834218,,,,,,,,S,MI,00,,,,,,,,
SB23,C00033779,SB23.13333,,,CCM,JEFFRIES FOR CONGRESS,,,,,,PO BOX 380320,,BROOKLYN,NY,11238,G2024,,2024-07-25,5000.00,,,,C00503052,,,,,,,,H,NY,08,,,,,,,,
SB23,C00033779,SB23.13323,,,CCM,KLOBUCHAR FOR MINNESOTA,,,,,,PO BOX 4146,PO BOX 4146,ST PAUL,MN,55104,G2024,,2024-07-03,5000.00,,,,C00410191,,,,,,,,S,MN,00,,,,,,,,
SB23,C00033779,SB23.13337,,,CCM,LOUDERMILK FOR CONGRESS,,,,,,PO BOX 447,,CASSVILLE,GA,30123,G2024,,2024-07-29,5000.00,,,,C00543892,,,,,,,,H,GA,11,,,,,,,,
SB23,C00033779,SB23.13334,,,CCM,MIKE JOHNSON FOR LOUISIANA,,,,,,C/O 228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,G2024,,2024-07-25,5000.00,,,,C00608695,,,,,,,,H,LA,04,,,,,,,,
SB23,C00033779,SB23.13330,,,CCM,National Republican Congressional Committee,,,,,,320 FIRST STREET,.,WASHINGTON,DC,20003,,,2024-07-23,30000.00,,,,C00075820,,,,,,,,,,,,,,,,,,
SB23,C00033779,SB23.13326,,,CCM,RICHARD E NEAL FOR CONGRESS COMMITTEE,,,,,,76 MAGNOLIA TERRACE,,SPRINGFIELD,MA,01108,P2024,,2024-07-03,5000.00,,,,C00226522,,,,,,,,H,MA,02,,,,,,,,
SB23,C00033779,SB23.13327,,,CCM,SCALISE FOR CONGRESS,,,,,,PO  BOX 23219,,JEFFERSON,LA,70183,G2024,,2024-07-03,2500.00,,,,C00394957,,,,,,,,H,LA,01,,,,,,,,
