form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00839738,SB.12,,,ORG,INTUIT,,,,,,2535 GARCIA AVE,,MOUNTAIN VIEW,CA,94113,,,2024-07-15,63.96,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00839738,SB.10,,,ORG,THE GOBER GROUP PLLC,,,,,,PO BOX 341016,,AUSTIN,TX,78734,,,2024-07-18,143.00,,LEGAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00839738,SB.1,,,ORG,CHAIN BRIDGE BANK,,,,,,1445A LAUGHLIN AVE,,MCLEAN,VA,22101,,,2024-07-31,7.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00839738,SB.13,,,ORG,INTUIT,,,,,,2535 GARCIA AVE,,MOUNTAIN VIEW,CA,94113,,,2024-08-13,69.29,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00839738,SB.5,,,ORG,ANEDOT INC,,,,,,PO BOX 84314,,BATON ROUGE,LA,70884,,,2024-08-21,132.30,,CREDIT CARD MERCHANT FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00839738,SB.2,,,ORG,CHAIN BRIDGE BANK,,,,,,1445A LAUGHLIN AVE,,MCLEAN,VA,22101,,,2024-08-27,25.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00839738,SB.3,,,ORG,CHAIN BRIDGE BANK,,,,,,1445A LAUGHLIN AVE,,MCLEAN,VA,22101,,,2024-08-30,7.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00839738,SB.14,,,ORG,INTUIT,,,,,,2535 GARCIA AVE,,MOUNTAIN VIEW,CA,94113,,,2024-09-16,69.29,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00839738,SB.6,,,ORG,ANEDOT INC,,,,,,PO BOX 84314,,BATON ROUGE,LA,70884,,,2024-09-17,372.90,,CREDIT CARD MERCHANT FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00839738,SB.15,,,IND,,HOLMES,BILL,,,,PO BOX 3728,,MIDLAND,TX,79702,,,2024-09-19,1148.72,,FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00839738,SBUV.4567,SB.15,SB21B,ORG,PETROLEUM CLUB OF MIDLAND,,,,,,501 W WALL ST,,MIDLAND,TX,79701,,,2024-09-19,1148.72,,FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00839738,SB.9,,,ORG,THE HEADLINERS CLUB,,,,,,221 WEST 6TH ST SUITE 2100,,AUSTIN,TX,78701,,,2024-09-19,782.11,,FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00839738,SB.7,,,ORG,ANEDOT INC,,,,,,PO BOX 84314,,BATON ROUGE,LA,70884,,,2024-09-24,132.30,,CREDIT CARD MERCHANT FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00839738,SB.11,,,ORG,THOMAS GRAPHICS INC,,,,,,PO BOX 142226,,AUSTIN,TX,78714,,,2024-09-26,3808.73,,PRINTING/POSTAGE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00839738,SB.4,,,ORG,COMPLIANCE CONSULTING COMPANY OF VIRGINIA LLC,,,,,,PO BOX 365,,MCLEAN,VA,22101,,,2024-09-27,1500.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00839738,SB.8,,,ORG,THE LAUDERBACK GROUP,,,,,,1810 WESTLAKE DRIVE,,AUSTIN,TX,78746,,,2024-09-27,2360.00,,FINANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
