form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00775601,500077833,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-09,1.59,0.00,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00775601,500077834,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-16,0.40,0.00,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00775601,500077835,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-30,1.31,0.00,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00775601,500077836,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-31,0.20,0.00,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00775601,500077837,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-08-07,0.99,0.00,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00775601,500077838,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-08-14,0.20,0.00,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00775601,500077840,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-08-28,2.78,0.00,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00775601,500077841,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-08-31,0.32,0.00,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00775601,500077842,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-09-07,0.99,0.00,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00775601,500077843,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-09-14,0.20,0.00,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00775601,500077844,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-09-28,1.79,0.00,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00775601,500077845,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-09-30,0.20,0.00,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00775601,500077846,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-10-08,0.99,0.00,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00775601,500077847,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-10-16,0.40,0.00,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00775601,500077848,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-10-30,1.19,0.00,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00775601,500077849,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-11-06,0.99,0.00,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00775601,500077850,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-11-13,0.20,0.00,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00775601,500077851,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-11-20,73.47,0.00,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
