form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00882233,B-20764,,,ORG,"ADP, Inc",,,,,,5451 East Williams Boulevard,,Tucson,AZ,85711,G2024,,2024-10-18,132.17,,PAYROLL FEES,001,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34322,,,ORG,"ADP, Inc",,,,,,5451 East Williams Boulevard,,Tucson,AZ,85711,G2024,,2024-10-28,5642.44,,PAYROLL,001,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34323,,,ORG,"ADP, Inc",,,,,,5451 East Williams Boulevard,,Tucson,AZ,85711,G2024,,2024-10-28,1393.06,,Payroll Taxes,001,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34324,,,ORG,"ADP, Inc",,,,,,5451 East Williams Boulevard,,Tucson,AZ,85711,G2024,,2024-10-28,14.83,,Payroll Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34297,,,ORG,"ADP, Inc",,,,,,5451 East Williams Boulevard,,Tucson,AZ,85711,G2024,,2024-11-07,5642.44,,PAYROLL,001,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34298,,,ORG,"ADP, Inc",,,,,,5451 East Williams Boulevard,,Tucson,AZ,85711,G2024,,2024-11-07,1340.56,,Payroll Taxes,001,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34299,,,ORG,"ADP, Inc",,,,,,5451 East Williams Boulevard,,Tucson,AZ,85711,G2024,,2024-11-08,147.00,,Payroll Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34300,,,ORG,"ADP, Inc",,,,,,5451 East Williams Boulevard,,Tucson,AZ,85711,G2024,,2024-11-15,132.17,,Payroll Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34301,,,ORG,"ADP, Inc",,,,,,5451 East Williams Boulevard,,Tucson,AZ,85711,G2024,,2024-11-21,8642.44,,PAYROLL,001,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34302,,,ORG,"ADP, Inc",,,,,,5451 East Williams Boulevard,,Tucson,AZ,85711,G2024,,2024-11-21,1280.56,,Payroll Taxes,001,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34303,,,ORG,"ADP, Inc",,,,,,5451 East Williams Boulevard,,Tucson,AZ,85711,G2024,,2024-11-22,14.83,,Payroll Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34315,,,ORG,Brevo (SendinBlue),,,,,,1402 3rd Avenue,#301,Seattle,WA,98101,G2024,,2024-11-14,165.00,,DIGITAL MARKETING,001,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34318,,,ORG,Compliance Alliance LLC,,,,,,1705 Shepard Street,,New Orleans,LA,70114,G2024,,2024-11-04,500.00,,DIGATAL ORGANIZING,003,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34307,,,ORG,EIG-Constant Contact,,,,,,1601 Trapelo Road,,Waltham,MA,02451,G2024,,2024-11-12,115.90,,ADMINISTRATIVE SOFTWARE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34328,,,ORG,GoDaddy,,,,,,2155 E GoDaddy Way,,Tempe,AZ,85284,G2024,,2024-10-25,16.99,,Subscription,001,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34309,,,ORG,GoDaddy,,,,,,2155 E GoDaddy Way,,Tempe,AZ,85284,G2024,,2024-11-05,13.98,,Subscription,001,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34306,,,ORG,GoDaddy,,,,,,2155 E GoDaddy Way,,Tempe,AZ,85284,G2024,,2024-11-25,16.99,,Subscription,001,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34320,,,ORG,HF3 Group,,,,,,325 Spalding Court,,Sandy Springs,GA,30328,G2024,,2024-11-01,4300.00,,DATA SERVICES,001,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34310,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,G2024,,2024-11-04,900.00,,ADMINISTRATIVE SOFTWARE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34325,,,ORG,L2 Inc,,,,,,18912 North Creek Parkway South,Ste 201,Bothell,WA,980118016,G2024,,2024-10-25,7081.36,,DIGITAL MARKETING,001,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34329,,,ORG,L2 Inc,,,,,,18912 North Creek Parkway South,Ste 201,Bothell,WA,980118016,G2024,,2024-10-30,155.48,,DIGITAL MARKETING,001,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34312,,,ORG,L2 Inc,,,,,,18912 North Creek Parkway South,Ste 201,Bothell,WA,980118016,G2024,,2024-11-01,1862.17,,DIGITAL MARKETING,001,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34313,,,ORG,L2 Inc,,,,,,18912 North Creek Parkway South,Ste 201,Bothell,WA,980118016,G2024,,2024-11-25,3821.07,,DIGITAL MARKETING,001,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34317,,,ORG,OBR Compliance LLC,,,,,,5305 Limestone Road,Ste 200,Wilmington,DE,19808,G2024,,2024-11-12,8200.00,,DIGITAL ORGANIZING,003,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34284,,,ORG,TextLA SM,,,,,,3300 Camp Bowie Boulevard,,Fort Worth,TX,76107,G2024,,2024-11-06,6800.00,,Digital Marketing,004,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34285,,,ORG,TextLA SM,,,,,,3300 Camp Bowie Boulevard,,Fort Worth,TX,76107,G2024,,2024-11-08,2250.00,,Digital Marketing,004,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34286,,,ORG,TextLA SM,,,,,,3300 Camp Bowie Boulevard,,Fort Worth,TX,76107,G2024,,2024-11-12,1050.00,,Digital Marketing,004,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34287,,,ORG,TextLA SM,,,,,,3300 Camp Bowie Boulevard,,Fort Worth,TX,76107,G2024,,2024-11-13,1900.00,,Digital Marketing,004,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34288,,,ORG,TextLA SM,,,,,,3300 Camp Bowie Boulevard,,Fort Worth,TX,76107,G2024,,2024-11-14,2050.00,,Digital Marketing,004,,,,,,,,,,,,,,,,,,,
SB21B,C00882233,B-34289,,,ORG,TextLA SM,,,,,,3300 Camp Bowie Boulevard,,Fort Worth,TX,76107,G2024,,2024-11-15,2092.50,,Digital Marketing,004,,,,,,,,,,,,,,,,,,,
