form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00757344,500473116,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2023-05-15,197.50,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00757344,500473117,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2023-06-30,82.95,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00757344,500469852,,,ORG,Angerholzer Broz Consulting,,,,,,499 S Capitol St SW,Ste 420,Washington,DC,200034027,P2024,,2023-03-28,6198.81,0.00,Fundraising Consulting Fees and Reimbursed Expendi,,,,,,,,,,,,,,,,,,,,
SB21B,C00757344,500469854,,,CCM,Angie Craig For Congress,,,,,,PO Box 22116,,Eagan,MN,551220116,P2024,,2023-03-14,1000.00,0.00,Political Contribution,,C00575209,,,CRAIG,ANGELA,DAWN,,,H,MN,02,,,,,,,,
SB21B,C00757344,500469857,,,CCM,Caraveo For Congress,,,,,,PO Box 953,,Eastlake,CO,806140953,P2024,,2023-03-31,1000.00,0.00,Political Contribution,,C00787788,,,CARAVEO,YADIRA,,,,H,CO,08,,,,,,,,
SB21B,C00757344,500469853,,,CCM,Cartwright For Congress,,,,,,PO Box 414,,Scranton,PA,185010414,P2024,,2023-03-16,1000.00,0.00,Political Contribution,,C00509968,,,CARTWRIGHT,MATT,,,,H,PA,08,,,,,,,,
SB21B,C00757344,500469860,,,CCM,Chris DeLuzio For Congress,,,,,,PO Box 16210,,Pittsburgh,PA,152420210,P2024,,2023-03-16,1000.00,0.00,Political Contribution,,C00787648,,,DELUZIO,CHRISTOPHER,,,,H,PA,17,,,,,,,,
SB21B,C00757344,500473098,,,CCM,Chris DeLuzio For Congress,,,,,,PO Box 16210,,Pittsburgh,PA,152420210,P2024,,2023-06-30,1000.00,0.00,Political Contribution,,C00787648,,,DELUZIO,CHRISTOPHER,,,,H,PA,17,,,,,,,,
SB21B,C00757344,500473100,,,CCM,Chris Pappas For Congress,,,,,,PO Box 313,,Manchester,NH,031050313,P2024,,2023-06-29,1000.00,0.00,Political Contribution,,C00660464,,,PAPPAS,CHRIS,,,,H,NH,01,,,,,,,,
SB21B,C00757344,500473102,,,CCM,Don Davis For NC,,,,,,PO Box 511,,Snow Hill,NC,285800511,P2024,,2023-06-29,1000.00,0.00,Political Contribution,,C00795211,,,DAVIS,DON,,,,H,NC,01,,,,,,,,
SB21B,C00757344,500473105,,,CCM,Dr. Kim Schrier For Congress,,,,,,PO Box 2728,,Issaquah,WA,980270125,P2024,,2023-06-29,1000.00,0.00,Political Contribution,,C00652628,,,SCHRIER,KIM,DR.,,,H,WA,08,,,,,,,,
SB21B,C00757344,500469858,,,CCM,Emilia Sykes For Congress,,,,,,PO Box 1347,,Akron,OH,443091347,P2024,,2023-03-31,1000.00,0.00,Political Contribution,,C00801274,,,SYKES,EMILIA,,,,H,OH,13,,,,,,,,
SB21B,C00757344,500473101,,,CCM,FRIENDS OF JAHANA HAYES,,,,,,PO Box 1487,,Waterbury,CT,067211487,P2024,,2023-06-29,1000.00,0.00,Political Contribution,,C00677898,,,HAYES,JAHANA,,,,H,CT,05,,,,,,,,
