form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00011114,500026491,,,PAC,America Works Federal PAC,,,,,,"600 Pennsylvania Avenue, SE, #1518",,Washington,DC,200037508,O2023,2023 PAC,2023-02-10,5000.00,0.00,Federal PAC,011,C00331694,America Works Federal PAC,,,,,,,,,,,,,,,,,
SB23,C00011114,500026492,,,PAC,Ameripac: The Fund for a Greater America,,,,,,"700 13th Street, NW, Suite 800",,Washington,DC,200055938,O2023,2023 PAC,2023-02-10,5000.00,0.00,Federal PAC,011,C00271338,Ameripac: The Fund for a Greater America,,,,,,,,,,,,,,,,,
SB23,C00011114,500026514,,,PAC,ASPIRE PAC,,,,,,"910 17th Street, NW, Suite 925",,Washington,DC,200062641,O2023,2023 PAC,2023-02-10,5000.00,0.00,Federal PAC,011,C00506907,ASPIRE PAC,,,,,,,,,,,,,,,,,2/22/23 - Letter sent via US Mail.
SB23,C00011114,500026515,,,PAC,Blue Dog PAC,,,,,,P.O. Box 83142,,Gaithersburg,MD,208833142,O2023,2023 PAC,2023-02-10,5000.00,0.00,Federal PAC,011,C00305318,Blue Dog PAC,,,,,,,,,,,,,,,,,
SB23,C00011114,500026493,,,PAC,BRIDGE PAC,,,,,,"499 S. Capitol Street, SW, Suite 4",,Washington,DC,200034028,O2023,2023 PAC,2023-02-10,5000.00,0.00,Federal PAC,011,C00399196,BRIDGE PAC,,,,,,,,,,,,,,,,,
SB23,C00011114,500026494,,,PAC,CA LUV PAC (CALIFORNIA LEADERSHIP UNITED FOR VICTORY PAC),,,,,,"499 S. Capitol Street, SW, Suite 4",,Washington,DC,200034027,O2023,2023 PAC,2023-02-10,5000.00,0.00,Federal PAC,011,C00573709,CA LUV PAC (CALIFORNIA LEADERSHIP UNITED FOR VICTORY PAC),,,,,,,,,,,,,,,,,
SB23,C00011114,500026516,,,PAC,CHC BOLD PAC,,,,,,P.O. Box 33079,,Washington,DC,200330079,O2023,2023 PAC,2023-02-10,5000.00,0.00,Federal PAC,011,C00365536,CHC BOLD PAC,,,,,,,,,,,,,,,,,
SB23,C00011114,500026495,,,PAC,Committee for a Democratic Future,,,,,,6129 Longmeadow Road,,Mclean,VA,221012312,O2023,2023 PAC,2023-02-10,5000.00,0.00,Federal PAC,011,C00370122,Committee for a Democratic Future,,,,,,,,,,,,,,,,,
SB23,C00011114,500026517,,,PAC,Congressional Black Caucus PAC,,,,,,P.O. Box 33079,,Washington,DC,200330079,O2023,2023 PAC,2023-02-10,5000.00,0.00,Federal PAC,011,C00147512,Congressional Black Caucus PAC,,,,,,,,,,,,,,,,,
SB23,C00011114,500026518,,,PAC,Congressional Progressive Caucus PAC,,,,,,P.O. Box 33079,,Washington,DC,200330079,O2023,2023 PAC,2023-02-10,5000.00,0.00,Federal PAC,011,C00513176,Congressional Progressive Caucus PAC,,,,,,,,,,,,,,,,,
