form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00350884,B869803,,,CCM,Friends of Glenn Thompson,,,,,,400 N. Michael Street,,St. Marys,PA,15857,G2024,,2024-04-11,1000.00,,Contribution,011,C00444620,,H8PA05071,Thompson,Glenn,,,,H,PA,15,,,,,,,,
SB23,C00350884,B869802,,,PAC,Reclaim America PAC,,,,,,1101 30th Street NW Suite 390,,Washington,DC,20007,O2024,Not Applicable,2024-04-11,1000.00,,Contribution,011,C00500025,,,,,,,,,, ,,,,,,,,
SB23,C00350884,B869900,,,CCM,Cotton Victory Committee,,,,,,5101 Yuma Street NW,,Washington,DC,20016,P2026,,2024-04-15,1000.00,,Contribution,011,C00499988,,S4AR00103,Cotton,Thomas,,,,S,AR, ,,,,,,,,___________________C00571018 =================
SB23,C00350884,B869853,,,CCM,Fry for Congress,,,,,,P.O. Box 15239,,Washington,DC,20003,G2024,,2024-04-15,1000.00,,Contribution,011,C00786657,,H2SC07280,Fry,Russell,,,,H,SC,07,,,,,,,,
SB23,C00350884,B869857,,,CCM,Kustoff for Congress,,,,,,410 1st Street SE Floor 2,,Washington,DC,20003,P2024,,2024-04-15,1000.00,,Contribution,011,C00614826,,H2TN07103,Kustoff,David,,,,H,TN,08,,,,,,,,
SB23,C00350884,B869851,,,CCM,Team Hagerty,,,,,,1101 30th Street NW Suite 390,,Washington,DC,20007,G2026,,2024-04-15,1000.00,,Contribution,011,C00718627,,S0TN00169,Hagerty,Bill,,,,S,TN, ,,,,,,,,
SB23,C00350884,B867558,,,CCM,Bob Casey for Senate Inc.,,,,,,100 M St. SE Suite 330,,Washington,DC,20003,P2024,,2024-04-19,-1000.00,,Contribution,011,C00431056,,S6PA00217,Casey,Bob,,,Jr.,S,PA, ,,,,,,,,Voided: Original check dated 03/11/24
SB23,C00350884,B870382,,,CCM,Bob Casey for Senate Inc.,,,,,,PO Box 58746,,Philadelphia,PA,19102,P2024,,2024-04-22,1000.00,,Contribution,011,C00431056,,S6PA00217,Casey,Bob,,,Jr.,S,PA, ,,,,,,,,
SB23,C00350884,B872131,,,CCM,Chuck Fleischmann for Congress Committee,,,,,,422 First Street SE Floor 3,,Washington,DC,20003,G2024,,2024-05-09,1000.00,,Contribution,011,C00461822,,H0TN03254,Fleischmann,Chuck,,,,H,TN,03,,,,,,,,
SB23,C00350884,B871484,,,PAC,CONSERVATIVES HARVESTING SUCCESS PAC,,,,,,c/o 1020 N. Fairfax St. Suite 201,,Alexandria,VA,22314,O2024,Not Applicable,2024-05-09,1000.00,,Contribution,011,C00678813,,,,,,,,,, ,,,,,,,,
SB23,C00350884,B872132,,,CCM,Don Davis for NC,,,,,,660 Pennsylvania Avenue SE Suite 2,,Washington,DC,20003,G2024,,2024-05-09,1000.00,,Contribution,011,C00795211,,H2NC02287,Davis,Don,,,,H,NC,01,,,,,,,,
SB23,C00350884,B871488,,,PAC,Impact Committee,,,,,,107 S West Street Suite 176,,Alexandria,VA,22314,O2024,Not Applicable,2024-05-09,1000.00,,Contribution,011,C00525238,,,,,,,,,, ,,,,,,,,
SB23,C00350884,B871787,,,CCM,Mario Diaz-Balart For Congress,,,,,,2308 Mount Vernon Ave #337,,Alexandria,WV,22301,P2024,,2024-05-09,1000.00,,Contribution,011,C00376087,,H2FL25018,Diaz-Balart,Mario,,,,H,FL,26,,,,,,,,
SB23,C00350884,B871485,,,CCM,Peters for Michigan,,,,,,1100 New Jersey Avenue Suite 2403,,Washington,DC,20003,P2026,,2024-05-09,1000.00,,Contribution,011,C00437889,,S4MI00355,Peters,Gary,,,,S,MI, ,,,,,,,,
SB23,C00350884,B872130,,,CCM,Ralph Norman For Congress,,,,,,422 First St. SE 3rd Floor,,Washington,DC,20003,G2024,,2024-05-09,1000.00,,Contribution,011,C00633610,,H6SC05111,Norman,Ralph,,,Jr.,H,SC,05,,,,,,,,
SB23,C00350884,B871490,,,PTY,Republican Party of Texas,,,,,,PO Box 2206,,Austin,TX,78768,O2024,Not Applicable,2024-05-09,1500.00,,Contribution,011,C00143743,,,,,,,,,, ,,,,,,,,
SB23,C00350884,B872135,,,CCM,Ted Budd for Senate,,,,,,3410 Alabama Ave,,Alexandria,VA,22305,P2028,,2024-05-09,1000.00,,Contribution,011,C00614776,,S2NC00505,Budd,Theodore (Ted) P.,,,,S,NC, ,,,,,,,,
SB23,C00350884,B871487,,,CCM,Tiffany for Wisconsin Inc.,,,,,,422 First St. SE 3rd Floor,,Washington,DC,20003,P2024,,2024-05-09,1000.00,,Contribution,011,C00718635,,H0WI07101,Tiffany,Tom,,,,H,WI,07,,,,,,,,
SB23,C00350884,B872134,,,CCM,Tuberville For Senate Inc.,,,,,,422 First St. SE 3rd Floor,,Washington,DC,20003,P2026,,2024-05-09,1000.00,,Contribution,011,C00701672,,S0AL00230,Tuberville,Thomas,,,,S,AL, ,,,,,,,,
SB23,C00350884,B871483,,,CCM,Westerman for Congress,,,,,,c/o 5827 Colfax Avenue,,Alexandria,VA,22311,G2024,,2024-05-09,1000.00,,Contribution,011,C00548180,,H4AR04048,Westerman,Bruce,,,,H,AR,04,,,,,,,,
SB23,C00350884,B871486,,,PAC,Working for Ohio,,,,,,c/o 1020 Fairfax Street Suite 201,,Alexandria,VA,22314,O2024,Not Applicable,2024-05-09,1000.00,,Contribution,011,C00783167,,,,,,,,,, ,,,,,,,,
SB23,C00350884,B871489,,,CCM,Zinke for Congress,,,,,,439 New Jersey Avenue SE,,Washington,DC,20003,P2024,,2024-05-09,1000.00,,Contribution,011,C00778159,,H4MT01041,Zinke,Ryan,,,,H,MT,01,,,,,,,,
SB23,C00350884,B873036,,,CCM,Blackburn Tennessee Victory Fund,,,,,,410 1st Street SE Floor 2,,Washington,DC,20003,P2024,,2024-05-13,1000.00,,Contribution,011,C00376939,,S8TN00337,Blackburn,Marsha,,,,S,TN, ,,,,,,,,{{{{{{{{{{{{{{{{{{{{{{{{{{{C00676395}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}
SB23,C00350884,B873112,,,PAC,American Wood Council PAC,,,,,,1101 K Street NW Suite 700,,Washington,DC,20005,O2024,Not Applicable,2024-05-15,2500.00,,Contribution,011,C00602698,,,,,,,,,, ,,,,,,,,
SB23,C00350884,B873111,,,CCM,Tiffany for Wisconsin Inc.,,,,,,PO Box 1007,,Wausau,WI,54402,P2024,,2024-05-15,1000.00,,Contribution,011,C00718635,,H0WI07101,Tiffany,Tom,,,,H,WI,07,,,,,,,,
