form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00389403,SB23.7299,,,CCM,BALDERSON FOR CONGRESS,,,,,,4679 WINTERSET DR,,COLUMBUS,OH,43220,P2024,,2023-03-21,1000.00,,,,C00662650,BALDERSON FOR CONGRESS,,,,,,,H,OH,12,,,,,,,,
SB23,C00389403,SB23.7308,,,CCM,BILIRAKIS FOR CONGRESS,,,,,,PO BOX 606,,TARPON SPRINGS,FL,34688,P2024,,2023-03-21,1000.00,,,,C00408534,BILIRAKIS FOR CONGRESS,,,,,,,H,FL,12,,,,,,,,
SB23,C00389403,SB23.7286,,,CCM,CAPITO FOR WEST VIRGINIA,,,,,,PO BOX 11519,,CHARLESTON,WV,25339,P2026,,2023-02-14,1500.00,,,,C00539825,CAPITO FOR WEST VIRGINIA,,,,,,,S,WV,00,,,,,,,,
SB23,C00389403,SB23.7287,,,CCM,CAPITO FOR WEST VIRGINIA,,,,,,PO BOX 11519,,CHARLESTON,WV,25339,G2026,,2023-02-14,1000.00,,,,C00539825,CAPITO FOR WEST VIRGINIA,,,,,,,S,WV,00,,,,,,,,
SB23,C00389403,SB23.7314,,,CCM,CATHY MCMORRIS RODGERS FOR CONGRESS,,,,,,BOX 137,,SPOKANE,WA,99210,P2024,,2023-03-28,1500.00,,,,C00390476,CATHY MCMORRIS RODGERS FOR CONGRESS,,,,,,,H,WA,05,,,,,,,,
SB23,C00389403,SB23.7318,,,CCM,CURTIS FOR CONGRESS,,,,,,"370 EAST SOUTH TEMPLE, SUITE 580",,SALT LAKE CITY,UT,84111,P2024,,2023-05-26,1000.00,,,,C00647339,CURTIS FOR CONGRESS,,,,,,,H,UT,03,,,,,,,,
SB23,C00389403,SB23.7310,,,CCM,DOUG LAMALFA COMMITTEE,,,,,,"2150 RIVER PLAZA DR., #150",,SACRAMENTO,CA,95833,P2024,,2023-03-23,1000.00,,,,C00509422,DOUG LAMALFA COMMITTEE,,,,,,,H,CA,01,,,,,,,,
SB23,C00389403,SB23.7292,,,CCM,DR. RAUL RUIZ FOR CONGRESS,,,,,,PO BOX 3433,,PALM DESERT,CA,92261,P2024,,2023-03-07,2500.00,,,,C00502575,DR. RAUL RUIZ FOR CONGRESS,,,,,,,H,CA,36,,,,,,,,
SB23,C00389403,SB23.7305,,,CCM,JAKE ELLZEY FOR CONGRESS,,,,,,1005 CONGRESS AVENUE,SUITE 400,AUSTIN,TX,78701,P2024,,2023-03-21,1000.00,,,,C00770438,JAKE ELLZEY FOR CONGRESS,,,,,,,H,TX,06,,,,,,,,
SB23,C00389403,SB23.7283,,,CCM,LATTA FOR CONGRESS,,,,,,PO BOX 106,,BOWLING GREEN,OH,43402,P2024,,2023-02-14,1000.00,,,,C00438697,LATTA FOR CONGRESS,,,,,,,H,OH,05,,,,,,,,
SB23,C00389403,SB23.7298,,,CCM,LATTA FOR CONGRESS,,,,,,PO BOX 106,,BOWLING GREEN,OH,43402,P2024,,2023-03-21,1000.00,,,,C00438697,LATTA FOR CONGRESS,,,,,,,H,OH,05,,,,,,,,
