form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00431403,0002188,,,CCM,Cole for Congress,,,,,,PO Box 722256,,Norman,OK,73070,P2024,,2024-07-24,-2500.00,,political contri.- void ck not cashed,001,C00379735,Cole for Congress,H2OK04055,Cole,Tom,,,,H,OK,04,,,,,,,,
SB23,C00431403,0002196,,,COM,"Trump 47 Committee, Inc.",,,,,,PO Box 509,,Arlington,VA,22216,,,2024-08-02,25000.00,,political contribution,011,C00867937,"Trump 47 Committee, Inc.",,,,,,,,,,,,,,,,,
SB23,C00431403,0002228,,,CCM,Jeff Hurd for Congress,,,,,,2695 Patterson Road,Suite 2 - 287,Grand Junction,CO,81506,G2024,,2024-08-14,5000.00,,political contribution,011,C00848333,Jeff Hurd for Congress,,Hurd,Jeffrey,,,,H,CO,03,,,,,,,,
SB23,C00431403,0002224,,,COM,National Republican Congressional Comm,,,,,,320 First Street,,Washington,DC,20003,,,2024-09-11,5000.00,,political contribution,011,C00075820,National Republican Congressional Comm,,,,,,,,,,,,,,,,,
SB23,C00431403,0002200,,,CCM,Rick Scott for Florida,,,,,,PO Box 130708,,Tampa,FL,33681,G2024,,2024-09-20,2500.00,,political contribution,011,C00676965,Rick Scott for Florida,,Scott,Rick,,,,S,FL,00,,,,,,,,
SB23,C00431403,0002201,,,CCM,Van Orden for Congress,,,,,,PO Box 1836,,La Crosse,WI,54602,G2024,,2024-09-20,2000.00,,political contribution,011,C00742007,Van Orden for Congress,,Van Orden,Derrick,F,,,H,WI,03,,,,,,,,
SB23,C00431403,0002202,,,CCM,Young Kim for Congress,,,,,,PO Box 2186,,Fullerton,CA,92837,G2024,,2024-09-20,2000.00,,political contribution,011,C00665638,Young Kim for Congress,H8CA39240,Kim,Young,,,,H,CA,40,,,,,,,,
SB23,C00431403,0002203,,,CCM,Zinke for Congress,,,,,,"704C 13th Street E, Ste 260",,Whitefish,MT,599372981,G2024,,2024-09-20,2000.00,,political contribution,011,C00778159,Zinke for Congress,,Zinke,Ryan,K,,,H,MT,01,,,,,,,,
SB23,C00431403,0002204,,,CCM,Don Bacon for Congress,,,,,,PO Box 391368,,Omaha,NE,68139,G2024,,2024-09-20,2000.00,,political contribution,011,C00575167,Don Bacon for Congress,H6NE02125,Bacon,Donald,J,,,H,NE,02,,,,,,,,
SB23,C00431403,0002205,,,CCM,Marc for Us Inc.,,,,,,PO Box 219,,Leeds,NY,12451,G2024,,2024-09-20,2000.00,,political contribution,011,C00789586,Marc for Us Inc.,,Molinaro,Marcus,J,,,H,NY,19,,,,,,,,
SB23,C00431403,0002206,,,CCM,Lori Chavez-Deremer for Congress,,,,,,11805 SE Eastbourne Lane,,Happy Valley,OR,97086,G2024,,2024-09-20,2000.00,,political contribution,011,C00784520,Lori Chavez-Deremer for Congress,H2OR05209,Chavez-Deremer,Lore,,,,H,OR,05,,,,,,,,
