form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00019653,EB250936,,,COM,CA LUV PAC (CALIFORNIA LEADERSHIP UNITED FOR VICTORY PAC),,,,,,"499 S. CAPITOL STREET, SW, STE. 42",,WASHINGTON,DC,20003,,,2024-08-07,2500.00,,,011,C00573709,CA LUV PAC (CALIFORNIA LEADERSHIP UNITED FOR VICTORY PAC),,,,,,,,,,,,,,,,,
SB23,C00019653,EB250941,,,CCM,JIMMY PANETTA FOR CONGRESS,,,,,,P.O. BOX 103,,CARMEL VALLEY,CA,93924,G2024,,2024-08-07,1000.00,,,011,C00592154,JIMMY PANETTA FOR CONGRESS,,PANETTA,JIMMY,,,,H,CA,19,,,,,,,,
SB23,C00019653,EB250938,,,CCM,JUDY CHU FOR CONGRESS,,,,,,"16633 VENTURA BLVD., #1008",,ENCINO,CA,91436,G2024,,2024-08-07,2500.00,,,011,C00458125,JUDY CHU FOR CONGRESS,,CHU,JUDY,,,,H,CA,28,,,,,,,,
SB23,C00019653,EB250940,,,CCM,KEVIN KILEY FOR CONGRESS,,,,,,9458 TREELAKE RD.,,GRANITE BAY,CA,95746,G2024,,2024-08-07,2500.00,,,011,C00801985,KEVIN KILEY FOR CONGRESS,,KILEY,KEVIN,,,,H,CA,03,,,,,,,,
SB23,C00019653,EB250937,,,CCM,MARK TAKANO FOR CONGRESS,,,,,,P.O. BOX 5214,,RIVERSIDE,CA,92517,G2024,,2024-08-07,2500.00,,,011,C00498667,MARK TAKANO FOR CONGRESS,,TAKANO,MARK,,,,H,CA,39,,,,,,,,
SB23,C00019653,EB250939,,,CCM,MIKE GARCIA FOR CONGRESS,,,,,,"9070 IRVINE CENTER DR., #150",,IRVINE,CA,92618,G2024,,2024-08-07,2500.00,,,011,C00701102,MIKE GARCIA FOR CONGRESS,,GARCIA,MICHAEL,,,,H,CA,27,,,,,,,,
SB23,C00019653,EB250935,,,CCM,MIKE JOHNSON FOR LOUISIANA,,,,,,"228 S. WASHINGTON ST., STE. 115",,ALEXANDRIA,VA,22314,G2024,,2024-08-07,2500.00,,,011,C00608695,MIKE JOHNSON FOR LOUISIANA,,JOHNSON,MIKE,,,,H,LA,04,,,,,,,,
SB23,C00019653,EB250944,,,CCM,PALLONE FOR CONGRESS,,,,,,P.O. BOX 3176,,LONG BRANCH,NJ,07740,G2024,,2024-08-07,2500.00,,,011,C00226928,PALLONE FOR CONGRESS,,PALLONE,FRANK,,,,H,NJ,06,,,,,,,,
SB23,C00019653,EB250934,,,CCM,ROSEN FOR NEVADA,,,,,,P.O. BOX 46110,,LAS VEGAS,NV,89114,G2024,,2024-08-07,1000.00,,,011,C00606939,ROSEN FOR NEVADA,,ROSEN,JACKY,,,,S,NV,,,,,,,,,
SB23,C00019653,EB250942,,,CCM,SIMPSON FOR CONGRESS,,,,,,1487 PARKWAY DR.,,BLACKFOOT,ID,83221,G2024,,2024-08-07,1000.00,,,011,C00331397,SIMPSON FOR CONGRESS,,SIMPSON,MICHAEL,,,,H,ID,02,,,,,,,,
SB23,C00019653,EB250943,,,COM,SUPPORTING HOUSE PROBLEM SOLVERS - SHP PAC,,,,,,"910 17TH STREET, NW, STE. 1050",,WASHINGTON,DC,20006,,,2024-08-07,2500.00,,,011,C00563601,SUPPORTING HOUSE PROBLEM SOLVERS - SHP PAC,,,,,,,,,,,,,,,,,
