form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00382796,B841912,,,CCM,Captain Higgins for Congress,,,,,,PO Box 61747,,Lafayette,LA,70596,P2024,,2023-02-01,5000.00,,Contribution,011,C00617662,,H6LA03148,Higgins,Clay,,,,H,LA,03,,,,,,,,
SB23,C00382796,B841917,,,PAC,BFB PAC,,,,,,499 S Capitol St SW Suite 407,,Washington,DC,20003,O2023,Not Applicable,2023-02-17,5000.00,,Contribution,011,C00584805,,,,,,,,,, ,,,,,,,,
SB23,C00382796,B841910,,,CCM,Citizens for Boyle,,,,,,PO Box 14310,,Philadelphia,PA,19115,P2024,,2023-02-17,5000.00,,Contribution,011,C00543363,,H4PA13199,Boyle,Brendan,F,,,H,PA,02,,,,,,,,
SB23,C00382796,B841911,,,CCM,Clarke For Congress,,,,,,PO Box 250200,,Brooklyn,NY,11225,P2024,,2023-02-17,5000.00,,Contribution,011,C00415331,,H4NY11138,Clarke,Yvette,,,,H,NY,09,,,,,,,,
SB23,C00382796,B841916,,,PAC,First in Freedom PAC,,,,,,824 S Milledge Ave Ste 101,,Athens,GA,30605,O2023,Not Applicable,2023-02-17,5000.00,,Contribution,011,C00540146,,,,,,,,,, ,,,,,,,,
SB23,C00382796,B841901,,,CCM,Hudson for Congress,,,,,,P.O. Box 5053,,Concord,NC,28027,P2024,,2023-02-17,5000.00,,Contribution,011,C00504522,,H2NC08185,Hudson,Richard,,,,H,NC,09,,,,,,,,
SB23,C00382796,B841899,,,CCM,Jason Smith for Congress,,,,,,PO Box 1324,,Cape Girardeau,MO,63702,P2024,,2023-02-17,5000.00,,Contribution,011,C00541862,,H4MO08162,Smith,Jason,,,,H,MO,08,,,,,,,,
SB23,C00382796,B841909,,,CCM,Morgan McGarvey for Congress,,,,,,2250 Winston Ave.,,Louisville,KY,40205,P2024,,2023-02-17,5000.00,,Contribution,011,C00791392,,H2KY03206,McGarvey,Morgan,,,,H,KY,03,,,,,,,,
SB23,C00382796,B841907,,,CCM,Robert Aderholt for Congress,,,,,,P.O. Box 1158,,Haleyville,AL,35565,P2024,,2023-02-17,5000.00,,Contribution,011,C00313247,,H6AL04098,Aderholt,Robert,B,,,H,AL,04,,,,,,,,
SB23,C00382796,B841908,,,CCM,Vicente Gonzalez For Congress,,,,,,PO Box 6270,,Brownsville,TX,78523,P2024,,2023-02-17,5000.00,,Contribution,011,C00592659,,H6TX15162,Gonzalez,Vicente,,,,H,TX,34,,,,,,,,
