form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00563726,B-4718,,,CCM,Aaron Bean for Congress,,,,,,2640a Mitcham Drive,,Tallahassee,FL,32308,G2024,,2023-09-08,5000.00,10000.00,PAC Political Contribution,011,C00816983,Aaron Bean for Congress,H2FL04211,Bean,Aaron,P.,,,H,FL,04,,,,,,,,
SB23,C00563726,B-4711,,,CCM,Ashley Hinson for Congress,,,,,,PO Box 811,,Marion,IA,52302,P2024,,2023-08-14,2500.00,7500.00,PAC Political Contribution,011,C00706267,Ashley Hinson for Congress,H0IA01174,Arenholz,Ashley Hinson,,,,H,IA,01,,,,,,,,
SB23,C00563726,B-4712,,,CCM,Ashley Hinson for Congress,,,,,,PO Box 811,,Marion,IA,52302,G2024,,2023-08-14,2500.00,7500.00,PAC Political Contribution,011,C00706267,Ashley Hinson for Congress,H0IA01174,Arenholz,Ashley Hinson,,,,H,IA,01,,,,,,,,
SB23,C00563726,B-4724,,,CCM,Beth van Duyne for Congress,,,,,,PO Box 630167,,Irving,TX,75063,P2024,,2023-09-08,5000.00,5000.00,PAC Political Contribution,011,C00714865,Beth van Duyne for Congress,H0TX24209,Van Duyne,Elizabeth Ann,,,,H,TX,24,,,,,,,,
SB23,C00563726,B-4720,,,CCM,Blake Moore for Congress,,,,,,358 South 700 E,B505,Salt Lake City,UT,84102,P2024,,2023-09-08,5000.00,10000.00,PAC Political Contribution,011,C00738872,Blake Moore for Congress,H0UT01205,Moore,Blake,,,,H,UT,01,,,,,,,,
SB23,C00563726,B-5359,,,CCM,Brian Fitzpatrick for All of US,,,,,,PO Box 939,,Langhorne,PA,19047,G2024,,2023-11-28,5000.00,10000.00,PAC Political Contribution,011,C00607416,Brian Fitzpatrick for All of US,H6PA08277,Fitzpatrick,Brian,,,,H,PA,01,,,,,,,,
SB23,C00563726,B-4722,,,CCM,Buddy Carter for Congress,,,,,,PO Box 10570,,Savannah,GA,31412,P2024,,2023-09-08,5000.00,5000.00,PAC Political Contribution,011,C00543967,Buddy Carter for Congress,H4GA01039,Carter,Earl,,,,H,GA,01,,,,,,,,
SB23,C00563726,B-5579,,,CCM,Celeste for Congress,,,,,,1794 W. Aaron Tippets Road,,Cedar City,UT,84721,C2024,Convention-2024,2023-12-11,5000.00,5000.00,PAC Political Contribution,011,C00842765,Celeste for Congress,H4UT02296,Maloy,Celeste,,,,H,UT,02,,,,,,,,
SB23,C00563726,B-4697,,,CCM,Claudia Tenney for Congress,,,,,,PO Box 244,,Clinton,NY,13323,G2024,,2023-07-21,5000.00,10000.00,PAC Political Contribution,011,C00632828,Claudia Tenney for Congress,H4NY22051,Tenney,Claudia,,,,H,NY,22,,,,,,,,
SB23,C00563726,B-4734,,,PAC,Committee to Elect Mike Ezell,,,,,,P.o. Box 1842,,Gulfport,MS,39502,P2024,,2023-10-11,5000.00,5000.00,PAC Political Contribution,011,C00776393,Committee to Elect Mike Ezell,H2MS04258,Ezell,Walter Michael,,,,H,MS,04,,,,,,,,
SB23,C00563726,B-4723,,,CCM,Curtis for Congress,,,,,,PO Box 296,,Provo,UT,84603,C2024,Convention-2024,2023-09-08,5000.00,5000.00,PAC Political Contribution,011,C00647339,Curtis for Congress,H8UT03238,Curtis,John,,,,H,UT,03,,,,,,,,
SB23,C00563726,B-5367,,,CCM,Curtis for Congress,,,,,,PO Box 296,,Provo,UT,84603,P2024,,2023-12-05,5000.00,10000.00,PAC Political Contribution,011,C00647339,Curtis for Congress,H8UT03238,Curtis,John,,,,H,UT,03,,,,,,,,
SB23,C00563726,B-4728,,,CCM,Daniel Webster for Congress,,,,,,P. O. Box 1007,,Webster,FL,33597,P2024,,2023-09-22,5000.00,5000.00,PAC Political Contribution,011,C00481911,Daniel Webster for Congress,H0FL08208,Webster,Daniel,,,,H,FL,11,,,,,,,,
SB23,C00563726,B-4695,,,CCM,David Rouzer for Congress,,,,,,PO Box 3142,,Wilmington,NC,28406,G2024,,2023-07-17,2500.00,7500.00,PAC Political Contribution,011,C00501643,David Rouzer for Congress,H2NC07096,Rouzer,David Cheston,,,,H,NC,07,,,,,,,,
SB23,C00563726,B-4731,,,CCM,Debbie Lesko for Congress,,,,,,PO Box 5292,,Peoria,AZ,85385,P2024,,2023-10-06,5000.00,5000.00,PAC Political Contribution,011,C00663914,Debbie Lesko for Congress,H8AZ08158,Lesko,Debbie,,,,H,AZ,08,,,,,,,,
SB23,C00563726,B-4696,,,CCM,Eric Burlison for Congress,,,,,,2135 E. Independence Ave.,#1007,Springfield,MO,65804,P2024,,2023-07-21,5000.00,5000.00,PAC Political Contribution,011,C00788414,Eric Burlison for Congress,H2MO07143,Burlison,Eric,,,,H,MO,07,,,,,,,,
SB23,C00563726,B-4713,,,CCM,Feenstra for Congress,,,,,,641 2nd St,,Hull,IA,51239,G2024,,2023-08-14,5000.00,10000.00,PAC Political Contribution,011,C00693663,Feenstra for Congress,H0IA04145,Feenstra,Randall,,,,H,IA,04,,,,,,,,
SB23,C00563726,B-4692,,,CCM,Fischbach for Congress,,,,,,PO Box 190,,Litchfield,MN,55355,P2024,,2023-07-06,5000.00,5000.00,PAC Political Contribution,011,C00717959,Fischbach for Congress,H0MN07091,Fischbach,Michelle,,,,H,MN,07,,,,,,,,
SB23,C00563726,B-5347,,,CCM,Fischbach for Congress,,,,,,PO Box 190,,Litchfield,MN,55355,G2024,,2023-11-13,5000.00,10000.00,PAC Political Contribution,011,C00717959,Fischbach for Congress,H0MN07091,Fischbach,Michelle,,,,H,MN,07,,,,,,,,
SB23,C00563726,B-4732,,,CCM,Friends to Elect Dr. Greg Murphy to Congress,,,,,,PO Box 1131,,Greenville,NC,27835,P2024,,2023-10-06,5000.00,5000.00,PAC Political Contribution,011,C00697649,Friends to Elect Dr. Greg Murphy to Congress,H0NC03172,Murphy,Gregory Francis Dr.,,,,H,NC,03,,,,,,,,
SB23,C00563726,B-4733,,,CCM,Fry for Congress,,,,,,PO Box 14641,,Surfside Beach,SC,29587,P2024,,2023-10-11,5000.00,5000.00,PAC Political Contribution,011,C00786657,Fry for Congress,H2SC07280,Fry,Russell,,,,H,SC,07,,,,,,,,
SB23,C00563726,B-4715,,,CCM,Garret Graves for Congress,,,,,,PO Box 64845,,Baton Rouge,LA,70896,P2024,,2023-09-06,5000.00,5000.00,PAC Political Contribution,011,C00558486,Garret Graves for Congress,H4LA06153,Graves,Garret,,,,H,LA,06,,,,,,,,
SB23,C00563726,B-4740,,,CCM,Garret Graves for Congress,,,,,,PO Box 64845,,Baton Rouge,LA,70896,G2024,,2023-10-17,5000.00,10000.00,PAC Political Contribution,011,C00558486,Garret Graves for Congress,H4LA06153,Graves,Garret,,,,H,LA,06,,,,,,,,
SB23,C00563726,B-5399,,,CCM,George Logan for Congress,,,,,,26 Catoonah Street,Box 72,Ridgefield,CT,06877,P2024,,2023-12-21,5000.00,5000.00,PAC Political Contribution,011,C00784926,George Logan for Congress,H2CT05222,Logan,George,S,,,H,CT,05,,,,,,,,
SB23,C00563726,B-4721,,,CCM,Guthrie for Congress,,,,,,PO Box 22401,,Louisville,KY,42102,P2024,,2023-09-08,5000.00,5000.00,PAC Political Contribution,011,C00445023,Guthrie for Congress,H8KY02031,Guthrie,S. Brett Hon.,,,,H,KY,02,,,,,,,,
SB23,C00563726,B-5345,,,CCM,Houchin for Congress,,,,,,PO Box 234,,Salem,IN,47167,P2024,,2023-11-02,5000.00,5000.00,PAC Political Contribution,011,C00800649,Houchin for Congress,H6IN09143,Houchin,Erin,,,,H,IN,09,,,,,,,,
SB23,C00563726,B-4714,,,CCM,Iowans for Zach Nunn,,,,,,PO Box 11,,Bondurant,IA,50035,G2024,,2023-08-14,2500.00,10000.00,PAC Political Contribution,011,C00784389,Iowans for Zach Nunn,H2IA03119,Nunn,Zach,,,,H,IA,03,,,,,,,,
