form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00846683,SB29.4273,,,ORG,Adams Leadership PAC,,,,,,1523 E 1425 N,,Layton,UT,84040,,,2024-01-11,5000.00,,Nonfederal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4275,,,ORG,Camelback Strategy Group,,,,,,2801 E Camelback Rd Ste 200,,Phoenix,AZ,85016,,,2024-01-17,178025.86,,Nonfederal IE-Direct Mail,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4276,,,ORG,Camelback Strategy Group,,,,,,2801 E Camelback Rd Ste 200,,Phoenix,AZ,85016,,,2024-01-22,89012.90,,Nonfederal IE-Direct Mail,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4277,,,ORG,Camelback Strategy Group,,,,,,2801 E Camelback Rd Ste 200,,Phoenix,AZ,85016,,,2024-01-24,96825.61,,Nonfederal IE-Direct Mail,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4278,,,ORG,Camelback Strategy Group,,,,,,2801 E Camelback Rd Ste 200,,Phoenix,AZ,85016,,,2024-02-01,98325.61,,Nonfederal IE-Direct Mail,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4279,,,ORG,Camelback Strategy Group,,,,,,2801 E Camelback Rd Ste 200,,Phoenix,AZ,85016,,,2024-02-06,97081.91,,Nonfederal IE-Direct Mail,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4280,,,ORG,Camelback Strategy Group,,,,,,2801 E Camelback Rd Ste 200,,Phoenix,AZ,85016,,,2024-02-09,75942.71,,Nonfederal IE-Direct Mail,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4281,,,ORG,Camelback Strategy Group,,,,,,2801 E Camelback Rd Ste 200,,Phoenix,AZ,85016,,,2024-02-13,77430.10,,Nonfederal IE-Direct Mail,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4282,,,ORG,Camelback Strategy Group,,,,,,2801 E Camelback Rd Ste 200,,Phoenix,AZ,85016,,,2024-02-14,93398.67,,Nonfederal IE-Direct Mail,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4283,,,ORG,Camelback Strategy Group,,,,,,2801 E Camelback Rd Ste 200,,Phoenix,AZ,85016,,,2024-02-22,39769.60,,Nonfederal IE-Direct Mail,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4285,,,ORG,CampaignHQ,,,,,,PO Box 257,,Brooklyn,IA,52211,,,2024-02-15,16586.82,,Nonfederal IE-Voter Calls,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4286,,,ORG,CampaignHQ,,,,,,PO Box 257,,Brooklyn,IA,52211,,,2024-02-23,29873.99,,Nonfederal IE-Voter Calls,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4287,,,ORG,CampaignHQ,,,,,,PO Box 257,,Brooklyn,IA,52211,,,2024-03-01,6940.95,,Nonfederal IE-Voter Calls,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4289,,,ORG,Candice Pierucci for House District 52,,,,,,13457 S Corbin Valley Dr,,Riverton,UT,84096,,,2024-01-11,1000.00,,Nonfederal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4291,,,ORG,Committee to Elect Kirk Cullimore,,,,,,PO Box 1685,,Draper,UT,84020,,,2024-01-11,1500.00,,Nonfederal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4293,,,ORG,Committee to Elect Lincoln Fillmore,,,,,,10167 South 1190 West,,South Jordan,UT,84095,,,2024-01-11,1500.00,,Nonfederal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4294,,,ORG,Drogin Group,,,,,,6705 W Hwy 290,Ste. 50281,Austin,TX,78735,,,2024-02-22,20000.00,,Nonfederal IE-Digital Ads,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4295,,,ORG,Flexpoint Media Inc.,,,,,,PO Box 1051,,New Albany,OH,43054,,,2024-01-24,29749.95,,Nonfederal IE-Media Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4296,,,ORG,Flexpoint Media Inc.,,,,,,PO Box 1051,,New Albany,OH,43054,,,2024-01-25,67107.06,,Nonfederal IE-Media Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4297,,,ORG,Flexpoint Media Inc.,,,,,,PO Box 1051,,New Albany,OH,43054,,,2024-01-31,479045.30,,Nonfederal IE-Media Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4298,,,ORG,Flexpoint Media Inc.,,,,,,PO Box 1051,,New Albany,OH,43054,,,2024-02-01,222700.00,,Nonfederal IE-Media Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4299,,,ORG,Flexpoint Media Inc.,,,,,,PO Box 1051,,New Albany,OH,43054,,,2024-02-06,50763.57,,Nonfederal IE-Media Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4300,,,ORG,Flexpoint Media Inc.,,,,,,PO Box 1051,,New Albany,OH,43054,,,2024-02-08,61144.02,,Nonfederal IE-Media Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4301,,,ORG,Flexpoint Media Inc.,,,,,,PO Box 1051,,New Albany,OH,43054,,,2024-02-09,4186.26,,Nonfederal IE-Media Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4302,,,ORG,Flexpoint Media Inc.,,,,,,PO Box 1051,,New Albany,OH,43054,,,2024-02-14,129400.00,,Nonfederal IE-Media Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4303,,,ORG,Flexpoint Media Inc.,,,,,,PO Box 1051,,New Albany,OH,43054,,,2024-02-14,3081.06,,Nonfederal IE-Media Buy,,,,,,,,,,,,,,,,,,,,
SB29,C00846683,SB29.4304,,,ORG,Flexpoint Media Inc.,,,,,,PO Box 1051,,New Albany,OH,43054,,,2024-02-16,167812.00,,Nonfederal IE-Media Buy,,,,,,,,,,,,,,,,,,,,
