form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00111534,SB23.12325,,,PAC,CANTWELL VICTORY 2024,,,,,,401 2ND AVENUE SOUTH,SUITE 303,SEATTLE,WA,98104,P2024,,2023-11-02,1000.00,,Contribution,,C00723189,CANTWELL VICTORY 2024,,,,,,,,,,,,,,,,,
SB23,C00111534,SB23.12044,,,CCM,CITIZENS FOR JOHN RUTHERFORD,,,,,,3121 VENTURE PL,STE 1,JACKSONVILLE,FL,32257,P2024,,2023-07-25,1000.00,,Contribution,,C00615294,,,,,,,,H,FL,05,,,,,,,,
SB23,C00111534,SB23.12340,,,CCM,CITIZENS TO ELECT RICK LARSEN,,,,,,PO BOX 326,,EVERETT,WA,98206,P2024,,2023-12-12,1000.00,,Contribution,,C00345546,,,,,,,,H,WA,02,,,,,,,,
SB23,C00111534,SB23.12320,,,CCM,CLAUDIA TENNEY FOR CONGRESS,,,,,,PO BOX 378,,VICTOR,NY,14564,P2024,,2023-10-24,1000.00,,Contribution,,C00632828,,,,,,,,H,NY,24,,,,,,,,
SB23,C00111534,SB23.12311,,,PAC,COACH PAC,,,,,,PO BOX 590012,,BIRMINGHAM,AL,35259,,,2023-09-29,2500.00,,Contribution,,C00762260,,,,,,,,,,,,,,,,,,
SB23,C00111534,SB23.12042,,,PAC,COMMON SENSE FOR AMERICA PAC,,,,,,3337 N. HULLEN ST.,SUITE 301,METAIRIE,LA,70002,,,2023-07-19,5000.00,,Contribution,,C00634774,,,,,,,,,,,,,,,,,,
SB23,C00111534,SB23.12313,,,PAC,CONSERVATIVES HARVESTING SUCCESS PAC,,,,,,PO BOX 2930,,JACKSON,MS,39207,,,2023-10-11,1000.00,,Contribution,,C00678813,,,,,,,,,,,,,,,,,,
SB23,C00111534,SB23.12055,,,CCM,DALE STRONG FOR CONGRESS,,,,,,P.O. BOX 18502,,HUNTSVILLE,AL,35804,P2024,,2023-07-31,1000.00,,Contribution,,C00774281,,,,,,,,H,AL,05,,,,,,,,
SB23,C00111534,SB23.12060,,,CCM,DANIEL WEBSTER FOR CONGRESS,,,,,,P. O. BOX 1007,,WEBSTER,FL,33597,P2024,,2023-09-05,1000.00,,Contribution,,C00481911,,,,,,,,H,FL,11,,,,,,,,
SB23,C00111534,SB23.12053,,,CCM,FRIENDS OF BILL POSEY,,,,,,P. O. BOX 360877,,MELBOURNE,FL,32936,P2024,,2023-07-28,1000.00,,Contribution,,C00444968,,,,,,,,H,FL,15,,,,,,,,
SB23,C00111534,SB23.12318,,,CCM,FRIENDS OF DAVID SCHWEIKERT,,,,,,8175 EAST EVANS ROAD,# 13176,SCOTTSDALE,AZ,85267,P2024,,2023-09-28,500.00,,Contribution,,C00540617,,,,,,,,H,AZ,01,,,,,,,,
SB23,C00111534,SB23.12328,,,CCM,GRAVES FOR CONGRESS,,,,,,2345 GRAND BLVD,STE 2400,KANSAS CITY,MO,64108,P2024,,2023-11-13,1000.00,,Contribution,,C00359034,,,,,,,,H,MO,06,,,,,,,,
SB23,C00111534,SB23.12323,,,CCM,HOUCHIN FOR CONGRESS,,,,,,PO BOX 234,,SALEM,IN,47167,P2024,,2023-10-27,1000.00,,Contribution,,C00800649,,,,,,,,H,IN,09,,,,,,,,
SB23,C00111534,SB23.12040,,,CCM,INTERNATIONAL TRADEMARK ASSOCIATION POLITICAL ACTION COMMITTEE (INTA PAC),,,,,,1133 AVENUE OF THE AMERICAS,,NEW YORK,NY,10036,,,2023-07-13,500.00,,Contribution,,C00348243,,,,,,,,,,,,,,,,,,
SB23,C00111534,SB23.12063,,,CCM,JERRY CARL FOR CONGRESS,,,,,,PO BOX 852138,,MOBILE,AL,36685,P2024,,2023-09-15,2500.00,,Contribution,,C00697789,,,,,,,,H,AL,01,,,,,,,,
SB23,C00111534,SB23.12339,,,CCM,JOHN CARTER FOR CONGRESS,,,,,,1717 NORTH IH-35,SUITE 304,ROUND ROCK,TX,78664,P2024,,2023-12-04,1000.00,,Contribution,,C00371203,,,,,,,,H,TX,31,,,,,,,,
SB23,C00111534,SB23.12341,,,CCM,JULIA LETLOW FOR CONGRESS,,,,,,PO BOX 539,,RAYVILLE,LA,71269,P2024,,2023-12-12,1000.00,,Contribution,,C00766428,,,,,,,,H,LA,05,,,,,,,,
SB23,C00111534,SB23.12314,,,PAC,KAINE VICTORY FUND,,,,,,1751 POTOMAC GREENS DR,,ALEXANDRIA,VA,22314,P2024,,2023-10-20,1000.00,,Contribution,,C00495358,KAINE FOR VIRGINIA,,,,,,,S,VA,00,,,,,,,,
SB23,C00111534,SB23.12062,,,CCM,KEAN FOR CONGRESS INC,,,,,,PO BOX 999,,EDISON,NJ,08818,P2024,,2023-09-05,1000.00,,Contribution,,C00703058,,,,,,,,H,NJ,07,,,,,,,,
SB23,C00111534,SB23.12317,,,CCM,KELLY FOR CONGRESS,,,,,,5221-A CLIFF GOOKIN BLVD,,TUPELO,MS,38801,P2024,,2023-10-12,1000.00,,Contribution,,C00573980,,,,,,,,H,MS,01,,,,,,,,
SB23,C00111534,SB23.12056,,,PAC,MONTANA RED,,,,,,228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,P2026,,2023-08-23,2500.00,,Replacement of lost check for 4/21/2023 contribution previously reported.,,C00739003,,,,,,,,,,,,,,,,,X,
SB23,C00111534,SB23.12061,,,CCM,QUIGLEY FOR CONGRESS,,,,,,1025 W. ADDISON STREET,APT. 515,CHICAGO,IL,60613,P2024,,2023-09-05,1000.00,,Contribution,,C00457556,,,,,,,,H,IL,05,,,,,,,,
SB23,C00111534,SB23.12059,,,CCM,TROY CARTER FOR CONGRESS,,,,,,PO BOX 50730,,NEW ORLEANS,LA,70150,P2024,,2023-09-05,2500.00,,Contribution,,C00763649,,,,,,,,H,LA,02,,,,,,,,
