form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00873844,SB29.4220,,,CCM,CHRIS MCDANIEL FOR STATE SENATE,,,,,,PO BOX 15231,,LATONIA,KY,41015,G2024,,2024-10-03,500.00,,NONFEDERAL CONTRIBUTION,,,CHRIS MCDANIEL FOR STATE SENATE,,MCDANIEL,CHRIS,,,,,,,,,,,,,,
SB29,C00873844,SB29.4226,,,CCM,DANIEL FISTER FOR STATE REPRESENTATIVE,,,,,,PO BOX 465,,VERSAILLES,KY,40383,G2024,,2024-10-03,500.00,,NONFEDERAL CONTRIBUTION,,,DANIEL FISTER FOR STATE REPRESENTATIVE,,FISTER,DANIEL,,,,,,,,,,,,,,
SB29,C00873844,SB29.4227,,,CCM,EMILY CALLAWAY FOR STATE REPRESENTATIVE,,,,,,5812 WHISPERING HILLS BLVD,,LOUISVILLE,KY,40219,G2024,,2024-10-03,500.00,,NONFEDERAL CONTRIBUTION,,,EMILY CALLAWAY FOR STATE REPRESENTATIVE,,CALLAWAY,EMILY,,,,,,,,,,,,,,
SB29,C00873844,SB29.4219,,,PTY,JEFFERSON COUNTY REPUBLICAN PARTY,,,,,,10801 ELECTRON DRIVE #208,,LOUISVILLE,KY,40299,O2024,,2024-10-01,1000.00,,NONFEDERAL CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00873844,SB29.4232,,,PTY,JEFFERSON COUNTY REPUBLICAN PARTY,,,,,,10801 ELECTRON DRIVE #208,,LOUISVILLE,KY,40299,O2024,,2024-10-11,1000.00,,NONFEDERAL CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00873844,SB29.4224,,,CCM,KEN FLEMING FOR STATE REPRESENTATIVE,,,,,,PO BOX 6573,,LOUISVILLE,KY,40206,G2024,,2024-10-03,500.00,,NONFEDERAL CONTRIBUTION,,,KEN FLEMING FOR STATE REPRESENTATIVE,,FLEMING,KEN,,,,,,,,,,,,,,
SB29,C00873844,SB29.4222,,,CCM,MATT NUNN FOR STATE SENATE,,,,,,315 EAGLE CREEK TRAIL,,SADIEVILLE,KY,40370,G2024,,2024-10-03,500.00,,NONFEDERAL CONTRIBUTION,,,MATT NUNN FOR STATE SENATE,,NUNN,MATT,,,,,,,,,,,,,,
SB29,C00873844,SB29.4225,,,CCM,STEPHANIE DIETZ FOR STATE REPRESENTATIVE,,,,,,771 HURSTBORNE LANE,,EDGEWOOD,KY,41017,G2024,,2024-10-03,500.00,,NONFEDERAL CONTRIBUTION,,,STEPHANIE DIETZ FOR STATE REPRESENTATIVE,,DIETZ,STEPHANIE,,,,,,,,,,,,,,
SB29,C00873844,SB29.4221,,,CCM,STEVE WEST FOR STATE SENATE,,,,,,708 MAIN STREET,,PARIS,KY,40361,G2024,,2024-10-03,500.00,,NONFEDERAL CONTRIBUTION,,,STEVE WEST FOR STATE SENATE,,WEST,STEVE,,,,,,,,,,,,,,
SB29,C00873844,SB29.4223,,,CCM,SUSAN TYLER WITTEN FOR STATE REPRESENTATIVE,,,,,,PO BOX 43861,,LOUISVILLE,KY,40253,G2024,,2024-10-03,500.00,,NONFEDERAL CONTRIBUTION,,,SUSAN TYLER WITTEN FOR STATE REPRESENTATIVE,,WITTEN,SUSAN TYLER,,,,,,,,,,,,,,
