form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00744920,500038397,,,ORG,Abundance Strategies,,,,,,5009 Belt Rd NW,,Washington,DC,200164234,,,2024-11-04,4750.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00744920,500038359,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-27,395.12,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00744920,500038388,,,ORG,Alignco LLC,,,,,,3907 Northampton St NW,,Washington,DC,200152950,,,2024-10-29,18938.02,0.00,Media Production,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00744920,500038361,,,ORG,Civix Strategy Group,,,,,,114 N Main St,Ste 201,Concord,NH,033014962,,,2024-10-17,4350.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00744920,500038362,,,ORG,Civix Strategy Group,,,,,,114 N Main St,Ste 201,Concord,NH,033014962,,,2024-10-17,9000.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00744920,500038363,,,ORG,Civix Strategy Group,,,,,,114 N Main St,Ste 201,Concord,NH,033014962,,,2024-10-18,9000.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00744920,500038364,,,ORG,Civix Strategy Group,,,,,,114 N Main St,Ste 201,Concord,NH,033014962,,,2024-10-18,27000.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00744920,500038365,,,ORG,Civix Strategy Group,,,,,,114 N Main St,Ste 201,Concord,NH,033014962,,,2024-10-21,28200.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00744920,500038367,,,ORG,Civix Strategy Group,,,,,,114 N Main St,Ste 201,Concord,NH,033014962,,,2024-10-22,9000.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00744920,500038368,,,ORG,Civix Strategy Group,,,,,,114 N Main St,Ste 201,Concord,NH,033014962,,,2024-10-22,2250.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00744920,500038369,,,ORG,Civix Strategy Group,,,,,,114 N Main St,Ste 201,Concord,NH,033014962,,,2024-10-22,30000.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00744920,500038370,,,ORG,Civix Strategy Group,,,,,,114 N Main St,Ste 201,Concord,NH,033014962,,,2024-10-22,750.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00744920,500038374,,,ORG,Civix Strategy Group,,,,,,114 N Main St,Ste 201,Concord,NH,033014962,,,2024-10-23,450.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
