form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00401083,SB23.21572,,,CCM,ADAM SMITH FOR CONGRESS COMMITTEE,,,,,,PO BOX 578,,RENTON,WA,98057,P2024,,2023-12-06,1500.00,,Campaign contribution.,011,C00304709,ADAM SMITH FOR CONGRESS COMMITTEE,H6WA09025,SMITH,D. ADAM,,,,H,WA,09,,,,,,,,
SB23,C00401083,SB23.21591,,,CCM,BEN CARDIN FOR SENATE,,,,,,P.O. BOX 21093,,CATONSVILLE,MD,21228,P2024,,2023-12-17,1000.00,,Campaign contribution.,011,C00411587,BEN CARDIN FOR SENATE,S6MD03177,CARDIN,BENJAMIN L,,,,S,MD,03,,,,,,,,
SB23,C00401083,SB23.21599,,,CCM,BOB CASEY FOR SENATE INC,,,,,,700 13TH STREET NW,SUITE 600,WASHINGTON,DC,20005,P2024,,2023-12-17,1000.00,,Campaign contribution.,011,C00431056,BOB CASEY FOR SENATE INC,S6PA00217,CASEY,ROBERT P. JR.,,,,S,PA,00,,,,,,,,
SB23,C00401083,SB23.21573,,,CCM,BOOZMAN FOR ARKANSAS,,,,,,PO BOX 671,,ROGERS,AR,72757,P2028,,2023-12-06,1000.00,,Campaign contribution.,011,,"BOOZMAN, JOHN",,,,,,,S,AR,00,,,,,,,,
SB23,C00401083,SB23.21633,,,CCM,CAPITO FOR WEST VIRGINIA,,,,,,P.O. BOX 11519,,CHARLESTON,WV,25339,P2026,,2023-12-17,1000.00,,Campaign contribution.,011,C00539825,CAPITO FOR WEST VIRGINIA,S4WV00159,CAPITO,SHELLEY MOORE MS.,,,,S,WV,00,,,,,,,,
SB23,C00401083,SB23.21581,,,CCM,CARPER FOR SENATE,,,,,,19 EAST COMMONS BLVD SECOND FLOOR,,NEW CASTLE,DE,19720,P2024,,2023-12-06,1000.00,,Campaign contribution.,011,C00349217,CARPER FOR SENATE,S8DE00079,CARPER,THOMAS R,,,,S,DE,00,,,,,,,,
SB23,C00401083,SB23.21632,,,CCM,CASTOR FOR CONGRESS,,,,,,PO Box 5419,,Tampa,FL,33675,P2024,,2023-12-17,1000.00,,Campaign contribution.,011,C00410761,CASTOR FOR CONGRESS,H6FL11126,CASTOR,KATHY,,,,H,FL,14,,,,,,,,
SB23,C00401083,SB23.21594,,,CCM,CHRIS COONS FOR DELAWARE,,,,,,PO BOX 9900,,NEWARK,DE,19714,P2026,,2023-12-17,1000.00,,Campaign contribution.,011,C00475392,CHRIS COONS FOR DELAWARE,S0DE00092,COONS,CHRISTOPHER A.,,,,S,DE,00,,,,,,,,
SB23,C00401083,SB23.21623,,,CCM,CITIZENS FOR TURNER,,,,,,120 W 2ND STREET,SUITE 1510,DAYTON,OH,45402,P2024,,2023-12-17,1000.00,,Campaign contribution.,011,C00373001,CITIZENS FOR TURNER,H2OH03067,TURNER,MICHAEL R,,,,H,OH,10,,,,,,,,
SB23,C00401083,SB23.21566,,,CCM,CITIZENS TO ELECT RICK LARSEN,,,,,,PO BOX 326,,EVERETT,WA,98206,P2024,,2023-12-06,2500.00,,Campaign contribution.,011,C00345546,CITIZENS TO ELECT RICK LARSEN,H0WA02080,LARSEN,RICK,,,,H,WA,02,,,,,,,,
SB23,C00401083,SB23.21575,,,CCM,COLLINS FOR SENATOR,,,,,,PO BOX 1096,,BANGOR,ME,04402,P2026,,2023-12-06,1000.00,,Campaign contribution.,011,C00314575,COLLINS FOR SENATOR,S6ME00159,COLLINS,SUSAN M,,,,S,ME,00,,,,,,,,
SB23,C00401083,SB23.21615,,,CCM,COMER FOR CONGRESS,,,,,,P.O. BOX 338,,TOMPKINSVILLE,KY,42167,P2024,,2023-12-17,1000.00,,Campaign contribution.,011,C00588764,COMER FOR CONGRESS,H6KY01110,COMER,JAMES,,,,H,KY,01,,,,,,,,
SB23,C00401083,SB23.21620,,,CCM,COMMITTEE TO RE-ELECT NYDIA M. VELAZQUEZ TO CONGRESS,,,,,,315 Inspiration Lane,,Gaithersburg,MD,20878,P2024,,2023-12-17,1000.00,,Campaign contribution.,011,C00271312,COMMITTEE TO RE-ELECT NYDIA M. VELAZQUEZ TO CONGRESS,H2NY00010,VELAZQUEZ,NYDIA M.,,,,H,NY,07,,,,,,,,
SB23,C00401083,SB23.21628,,,CCM,DAVID ROUZER FOR CONGRESS,,,,,,PO BOX 2267,,SMITHFIELD,NC,27577,P2024,,2023-12-17,1000.00,,Campaign contribution.,011,C00501643,DAVID ROUZER FOR CONGRESS,H2NC07096,ROUZER,DAVID CHESTON MR.,,,,H,NC,07,,,,,,,,
SB23,C00401083,SB23.21634,,,CCM,DAVID SCOTT FOR CONGRESS,,,,,,162 HURT STREET NE,,ATLANTA,GA,30307,P2024,,2023-12-17,1000.00,,Campaign contribution.,011,C00369801,DAVID SCOTT FOR CONGRESS,H2GA13012,SCOTT,DAVID ALBERT,,,,H,GA,13,,,,,,,,
SB23,C00401083,SB23.21590,,,CCM,DEB FISCHER FOR US SENATE INC,,,,,,1620 N STREET,,LINCOLN,NE,68508,P2024,,2023-12-17,1000.00,,Campaign contribution.,011,C00498907,DEB FISCHER FOR US SENATE INC,S2NE00094,FISCHER,DEBRA S,,,,S,NE,00,,,,,,,,
SB23,C00401083,SB23.21595,,,CCM,FAMILIES FOR JAMES LANKFORD,,,,,,PO BOX 1639,,BETHANY,OK,73008,P2028,,2023-12-17,1000.00,,Campaign contribution.,011,C00466482,FAMILIES FOR JAMES LANKFORD,S4OK00232,LANKFORD,JAMES PAUL,,,,S,OK,00,,,,,,,,
SB23,C00401083,SB23.21608,,,CCM,FRIENDS OF BENNIE THOMPSON,,,,,,P.O. Box 100,P.O. Box 100,Bolton,MS,39041,P2024,,2023-12-17,1000.00,,Campaign contribution.,011,C00279851,FRIENDS OF BENNIE THOMPSON,H4MS02068,THOMPSON,BENNIE G.,,,,H,MS,02,,,,,,,,
SB23,C00401083,SB23.21596,,,CCM,FRIENDS OF MARK WARNER,,,,,,C/O LESLIE KERMAN,"818 CONNECTICUT AVE, NW, STE 1007",WASHINGTON,DC,20006,P2026,,2023-12-17,1000.00,,Campaign contribution.,011,C00306555,FRIENDS OF MARK WARNER,S6VA00093,WARNER,MARK ROBERT,,,,S,VA,00,,,,,,,,
SB23,C00401083,SB23.21603,,,CCM,FRIENDS OF MICHAEL GUEST,,,,,,POST OFFICE BOX 470,,BRANDON,MS,39043,P2024,,2023-12-17,1000.00,,Campaign contribution.,011,C00665752,FRIENDS OF MICHAEL GUEST,H8MS03125,GUEST,MICHAEL PATRICK,,,,H,MS,03,,,,,,,,
SB23,C00401083,SB23.21622,,,CCM,FRIENDS OF RAJA FOR CONGRESS,,,,,,PO BOX 681202,,SCHAUMBURG,IL,60168,P2024,,2023-12-17,1000.00,,Campaign contribution.,011,C00575092,FRIENDS OF RAJA FOR CONGRESS,H2IL08096,KRISHNAMOORTHI,S. RAJA,,,,H,IL,08,,,,,,,,
SB23,C00401083,SB23.21600,,,CCM,FRIENDS OF ROSA DELAURO,,,,,,"129 CHURCH ST, STE 818",,NEW HAVEN,CT,06510,P2024,,2023-12-17,1000.00,,Campaign contribution.,011,C00238865,FRIENDS OF ROSA DELAURO,H0CT03072,DELAURO,ROSA L,,,,H,CT,03,,,,,,,,
SB23,C00401083,SB23.21627,,,CCM,GARRET GRAVES FOR CONGRESS,,,,,,PO BOX 64845,,BATON ROUGE,LA,70896,P2024,,2023-12-17,1000.00,,Campaign contribution.,011,C00558486,GARRET GRAVES FOR CONGRESS,H4LA06153,GRAVES,GARRET,,,,H,LA,06,,,,,,,,
SB23,C00401083,SB23.21579,,,CCM,GRASSLEY COMMITTEE INC,,,,,,PO BOX 1000,,DES MOINES,IA,50304,P2028,,2023-12-06,1000.00,,Campaign contribution.,011,C00230482,GRASSLEY COMMITTEE INC,S0IA00028,GRASSLEY,CHARLES E SENATOR,,,,S,IA,00,,,,,,,,
