form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00787945,SE.209343,,,ORG,BAMBOOhr,,,,,,42 Future Way,,Draper,UT,84020,G2024,,2024-08-05,118719.34,2024-07-31,118719.34,"Payroll, Employer taxes and fees Canvassing and Liturature drop",001,C00787945,S,P00009423,HARRIS,KAMALA D.,,,,P,,,Heavrin,Mary,Christina,,,2025-01-25,
SE,C00787945,SE.213027,,,ORG,BAMBOOhr,,,,,,42 Future Way,,Draper,UT,84020,G2024,,2024-08-15,61491.77,2024-08-15,205218.43,"Payroll, Employer taxes and fees Canvassing and Liturature drop",001,C00787945,S,P00009423,HARRIS,KAMALA D.,,,,P,,,Heavrin,Mary,Christina,,,2025-01-25,
SE,C00787945,SE.225068,,,ORG,BAMBOOhr,,,,,,42 Future Way,,Draper,UT,84020,G2024,,2024-08-31,73679.78,2024-08-30,343898.21,"Payroll, expenses and taxes",001,C00787945,S,P00009423,HARRIS,KAMALA D.,,,,P,,,Heavrin,Mary,Christina,,,2025-01-25,
SE,C00787945,SE.233703,,,ORG,BAMBOOhr,,,,,,42 Future Way,,Draper,UT,84020,G2024,,2024-09-13,68619.02,2024-09-13,363898.21,"Payroll, employer taxes and fees",001,C00787945,S,P00009423,HARRIS,KAMALA D.,,,,P,,,Heavrin,Mary,Christina,,,2025-01-25,X
SE,C00787945,SE.233704,,,ORG,BAMBOOhr,,,,,,42 Future Way,,Draper,UT,84020,G2024,,2024-09-13,68619.02,2024-09-13,432517.23,"Payroll, employer taxes and fees",001,C00787945,S,P00009423,HARRIS,KAMALA D.,,,,P,,,Heavrin,Mary,Christina,,,2025-01-25,
SE,C00787945,SE.246759,,,ORG,BAMBOOhr,,,,,,42 Future Way,,Draper,UT,84020,G2024,,2024-09-30,85781.64,2024-09-30,533298.87,"Payroll, expenses and taxes",001,C00787945,S,P00009423,HARRIS,KAMALA D.,,,,P,,,Heavrin,Mary,Christina,,,2025-01-25,
SE,C00787945,SE.212991,,,ORG,RED7e,,,,,,637 W. Main Street,,Louisville,KY,40202,G2024,,2024-08-10,25007.32,2024-08-08,143726.66,Campaign Literature,006,C00787945,S,P00009423,HARRIS,KAMALA D.,,,,P,,,Heavrin,Mary,Christina,,,2025-01-25,
SE,C00787945,SE.221039,,,ORG,"Van Ness Creative Strategies, LLC",,,,,,61 Greenpoint Ave.,Suite 505,Brooklyn,NY,11222,G2024,,2024-08-31,65000.00,2024-08-25,270218.43,Voter Lists for emals and text messages,001,C00787945,S,P00009423,HARRIS,KAMALA D.,,,,P,,,Heavrin,Mary,Christina,,,2025-01-25,
SE,C00787945,SE.229185,,,ORG,"Van Ness Creative Strategies, LLC",,,,,,61 Greenpoint Ave.,Suite 505,Brooklyn,NY,11222,G2024,,2024-09-09,20000.00,2024-09-05,363898.21,Voter Lists,003,C00787945,S,P00009423,HARRIS,KAMALA D.,,,,P,,,Heavrin,Mary,Christina,,,2025-01-25,
SE,C00787945,SE.233707,,,ORG,"Van Ness Creative Strategies, LLC",,,,,,61 Greenpoint Ave.,Suite 505,Brooklyn,NY,11222,G2024,,2024-09-16,15000.00,2024-09-13,447517.23,Voter list purchases,003,C00787945,S,P00009423,HARRIS,KAMALA D.,,,,P,,,Heavrin,Mary,Christina,,,2025-01-25,
SE,C00787945,SE.246806,,,ORG,"Van Ness Creative Strategies, LLC",,,,,,61 Greenpoint Ave.,Suite 505,Brooklyn,NY,11222,G2024,,2024-10-05,50000.00,2024-09-30,583298.87,Voter Lists,003,C00787945,S,P00009423,HARRIS,KAMALA D.,,,,P,,,Heavrin,Mary,Christina,,,2025-01-25,
