form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00682211,500073501,,,CCM,Common Power,,,,,,PO Box 669,,Glen Cove,NY,115420669,O2024,Special General,2024-04-26,2423.06,0.00,In-Kind Staff Time (Previously Reported),,C00607200,,,Suozzi,Thomas,,,,H,NY,03,,,,,,,,
SB23,C00682211,500073474,,,ORG,Bank of America,,,,,,100 N Tryon St,,Charlotte,NC,282022135,,,2024-04-11,1582.11,0.00,"Credit Card Payment, See Below (Previously Reported)",,,,,,,,,,,,,,,,,,,,
SB23,C00682211,500073475,500073474,SB23,CCM,Springhill Suites,,,,,,10400 Fernwood Rd,,Bethesda,MD,208171102,O2024,Special General,2024-04-11,948.98,0.00,In-Kind Travel,,C00607200,,,SUOZZI,THOMAS,,,,H,NY,03,,,,,,,X,*
SB23,C00682211,500073476,500073474,SB23,CCM,iPark,,,,,,107 W 13th St,,New York,NY,100117801,O2024,Special General,2024-04-11,42.00,0.00,In-Kind Travel,,C00607200,,,Suozzi,Thomas,,,,H,NY,03,,,,,,,X,*
SB23,C00682211,500073477,500073474,SB23,CCM,Port Authority of New York and New Jersey,,,,,,4 World Trade Ctr,,New York,NY,100070042,O2024,Special General,2024-04-11,208.00,0.00,In-Kind Travel,,C00607200,,,Suozzi,Thomas,,,,H,NY,03,,,,,,,X,*
SB23,C00682211,500073478,500073474,SB23,CCM,Charm Bar & Restaurant,,,,,,448 Dean St,,Brooklyn,NY,112172118,O2024,Special General,2024-04-11,177.53,0.00,In-Kind Travel,,C00607200,,,Suozzi,Thomas,,,,H,NY,03,,,,,,,X,*
SB23,C00682211,500073479,500073474,SB23,CCM,Alaska Airlines,,,,,,19300 International Blvd,,Seatac,WA,981885304,O2024,Special General,2024-04-11,205.60,0.00,In-Kind Travel,,C00607200,,,Suozzi,Thomas,,,,H,NY,03,,,,,,,X,*
SB23,C00682211,500073485,,,ORG,Bank of America,,,,,,100 N Tryon St,,Charlotte,NC,282022135,,,2024-04-11,954.52,0.00,"Credit Card Payment, See Below (Previously Reported)",,,,,,,,,,,,,,,,,,,,
SB23,C00682211,500073486,500073485,SB23,CCM,American Airlines,,,,,,1 Skyview Dr,,Fort Worth,TX,761551801,P2024,,2024-04-11,119.62,0.00,In-Kind Travel,,C00797217,,,Vallejo,Michelle,,,,H,TX,15,,,,,,,X,*
SB23,C00682211,500073487,500073485,SB23,CCM,Springhill Suites,,,,,,PO Box 1265,,Mission,TX,785730021,P2024,,2024-04-11,834.90,0.00,In-Kind Travel,,C00797217,,,Vallejo,Michelle,,,,H,TX,15,,,,,,,X,*
SB23,C00682211,500073466,,,CCM,PEX,,,,,,462 Fashion Ave,Fl 21,New York,NY,100187422,O2024,Run-off Primary,2024-04-08,300.00,0.00,In-Kind Travel,,C00856237,,,Figures,Shomari,C.,,,H,AL,02,,,,,,,,
SB23,C00682211,500073499,,,CCM,Common Power,,,,,,PO Box 1265,,Mission,TX,785730021,P2024,,2024-04-26,1980.39,0.00,In-Kind Staff Time (Previously Reported),,C00797217,,,Vallejo,Michelle,,,,H,TX,15,,,,,,,,
