form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00128082,26983909,,,ORG,FNB-First National Bank,,,,,,101 N. 2nd St,,Harrisburg,PA,17101,,,2023-07-03,561.17,0.00,July 2023 Bank Fees: Heartland,001,,,,,,,,,,,,,,,,,,,July 2023 Bank Fees: Heartland
SB29,C00128082,26984142,,,ORG,FNB-First National Bank,,,,,,101 N. 2nd St,,Harrisburg,PA,17101,,,2023-07-05,30.35,0.00,July 2023 Bank Fees: Authorize.net,001,,,,,,,,,,,,,,,,,,,July 2023 Bank Fees: Authorize.net
SB29,C00128082,27004323,,,ORG,FNB-First National Bank,,,,,,101 N. 2nd St,,Harrisburg,PA,17101,,,2023-07-26,262.23,0.00,July 2023 Bank Fees: AMEX,001,,,,,,,,,,,,,,,,,,,July 2023 Bank Fees: AMEX
SB29,C00128082,27005811,,,ORG,FNB-First National Bank,,,,,,101 N. 2nd St,,Harrisburg,PA,17101,,,2023-08-01,205.44,0.00,August 2023 Bank Fees: Heartland,001,,,,,,,,,,,,,,,,,,,August 2023 Bank Fees: Heartland
SB29,C00128082,27005813,,,ORG,FNB-First National Bank,,,,,,101 N. 2nd St,,Harrisburg,PA,17101,,,2023-08-02,10.92,0.00,August 2023 Bank Fees: Authorize.net,001,,,,,,,,,,,,,,,,,,,August 2023 Bank Fees: Authorize.net
SB29,C00128082,27049348,,,ORG,FNB-First National Bank,,,,,,101 N. 2nd St,,Harrisburg,PA,17101,,,2023-08-28,3.92,0.00,August 2023 Bank Fees: AMEX,001,,,,,,,,,,,,,,,,,,,August 2023 Bank Fees: AMEX
SB29,C00128082,27059007,,,ORG,FNB-First National Bank,,,,,,101 N. 2nd St,,Harrisburg,PA,17101,,,2023-09-01,206.97,0.00,September 2023 Bank Fees: Heartland,001,,,,,,,,,,,,,,,,,,,September 2023 Bank Fees: Heartland
SB29,C00128082,27059491,,,ORG,FNB-First National Bank,,,,,,101 N. 2nd St,,Harrisburg,PA,17101,,,2023-09-05,10.57,0.00,September 2023 Bank Fees: Authorize.net,001,,,,,,,,,,,,,,,,,,,September 2023 Bank Fees: Authorize.net
SB29,C00128082,27079921,,,PAC,Hospital and Healthsystem Association of PA (HAPAC-FEDERAL),,,,,,30 N. Third Street,,Harrisburg,PA,17101,,,2023-09-20,368.56,0.00,HAP-Administrative Costs-Bob Casey Event 8/1/23,003,C00128082,,,,,,,,,,,,,,,,,,HAP-Administrative Costs-Bob Casey Event 8/1/23
SB29,C00128082,27089010,,,ORG,FNB-First National Bank,,,,,,101 N. 2nd St,,Harrisburg,PA,17101,,,2023-09-26,51.77,0.00,September 2023 Bank Fees: AMEX,001,,,,,,,,,,,,,,,,,,,September 2023 Bank Fees: AMEX
