form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00741611,500016250,,,ORG,Delta,,,,,,1030 Delta Blvd,,Atlanta,GA,303541989,,,2024-06-06,1047.96,0.00,Air Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00741611,500016301,,,ORG,Expedia,,,,,,1111 Expedia Group Way W,,Seattle,WA,981191111,,,2024-06-14,505.08,0.00,Air Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00741611,500016261,,,ORG,Actblue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-06-02,2.02,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00741611,500016302,,,ORG,Uber,,,,,,555 Market St,Fl 9,San Francisco,CA,941055800,,,2024-06-17,39.96,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00741611,500016262,,,ORG,Actblue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-06-10,3.28,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00741611,500016292,,,ORG,Blue Wave Political Partners LLC,,,,,,514 Daniels St,# 286,Raleigh,NC,276051317,,,2024-06-05,2000.00,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00741611,500016303,,,ORG,"Sandler, Reiff, Lamb, Et. Al P.C.",,,,,,1090 Vermont Ave NW,Ste 250,Washington,DC,200054900,,,2024-06-26,1930.50,0.00,Legal Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00741611,500016304,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-06-28,12.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00741611,500016305,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-06-28,105.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00741611,500016285,,,ORG,Ascend Digital Strategies LLC,,,,,,641 S St NW,Ste 305,Washington,DC,200015197,,,2024-06-06,3000.00,0.00,Digital Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00741611,500016296,,,ORG,Actblue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-06-16,7.76,0.00,Merchant Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00741611,500016307,,,ORG,Uber,,,,,,555 Market St,Fl 9,San Francisco,CA,941055800,,,2024-06-27,194.89,0.00,Auto Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00741611,500016297,,,ORG,Actblue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-06-23,7.11,0.00,Merchant Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00741611,500016298,,,ORG,Actblue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-06-30,36.23,0.00,Merchant Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00741611,500016249,,,ORG,Delta,,,,,,1030 Delta Blvd,,Atlanta,GA,303541989,,,2024-06-06,1047.96,0.00,Air Travel,,,,,,,,,,,,,,,,,,,,
