form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00563726,B-11904,B-11895,,ORG,American Airlines,,,,,,PO Box 619616,MD 5675,DFW Airport,TX,75261,,,2024-10-04,542.98,,PAC Airfare,002,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Chase Credit Card
SB21B,C00563726,B-11905,B-11895,,ORG,American Airlines,,,,,,PO Box 619616,MD 5675,DFW Airport,TX,75261,,,2024-10-04,228.48,,PAC Airfare,002,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Chase Credit Card
SB21B,C00563726,B-11906,B-11895,,ORG,American Airlines,,,,,,PO Box 619616,MD 5675,DFW Airport,TX,75261,,,2024-10-04,325.47,,PAC Airfare,002,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Chase Credit Card
SB21B,C00563726,B-11900,B-11895,,ORG,American Airlines,,,,,,PO Box 619616,MD 5675,DFW Airport,TX,75261,,,2024-10-09,130.00,,PAC Airfare,002,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Chase Credit Card
SB21B,C00563726,B-11926,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-11-27,35.31,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-11927,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-11-27,4.38,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-11930,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-12-04,35.31,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-11931,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-12-04,4.38,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-11933,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-12-06,120.30,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00563726,B-11934,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-12-06,15.00,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
