form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00583153,SB23.I32363,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,47 FLINTLOCK DRIVE,,SHIRLEY,NY,11967,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,,C00806307,,H2NY22212,WILLIAMS,BRANDON,MCDONALD,,,H,NY,22,  ,,,,,,,
SB23,C00583153,SB23.I29004,,,CCM,CAPTAIN HIGGINS FOR CONGRESS,,,,,,PO BOX 61747,,LAFAYETTE,LA,70596,P2024,PRIMARY,2023-03-30,3300.00,,CONTRIBUTION,,C00617662,,H6LA03148,HIGGINS,CLAY ,CAPTAIN,,,H,LA,03,  ,,,,,,,
SB23,C00583153,SB23.I32347,,,CCM,CISCOMANI FOR CONGRESS,,,,,,PO BOX 35103,,TUCSON,AZ,857405103,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,,C00786194,,H2AZ02360,CISCOMANI,JUAN,,,,H,AZ,06,  ,,,,,,,
SB23,C00583153,SB23.I32360,,,CCM,DESPOSITO FOR NEW YORK,,,,,,PO BOX 188,,ISLAND PARK,NY,11558,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,,C00809426,,H2NY04277,DESPOSITO,ANTHONY,P,,,H,NY,04,  ,,,,,,,
SB23,C00583153,SB23.I32357,,,CCM,DON BACON FOR CONGRESS,,,,,,P.O. BOX 391368,,OMAHA,NE,68139,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,,C00575167,,H6NE02125,BACON,DONALD,J,,,H,NE,02,  ,,,,,,,
SB23,C00583153,SB23.I32346,,,CCM,FRIENDS OF DAVID SCHWEIKERT,,,,,,8175 EAST EVANS ROAD,# 13176,SCOTTSDALE,AZ,85267,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,,C00540617,,H4AZ06045,SCHWEIKERT,DAVID,S.,,,H,AZ,01,  ,,,,,,,
SB23,C00583153,SB23.I28957,,,CCM,IOWANS FOR ZACH NUNN,,,,,,PO BOX 11,,BONDURANT,IA,50035,P2024,PRIMARY,2023-03-22,3300.00,,CONTRIBUTION,,C00784389,,H2IA03119,NUNN,ZACH,,,,H,IA,03,  ,,,,,,,
SB23,C00583153,SB23.I32355,,,CCM,IOWANS FOR ZACH NUNN,,,,,,PO BOX 11,,BONDURANT,IA,50035,G2024,GENERAL,2023-06-23,3300.00,,CONTRIBUTION,,C00784389,,H2IA03119,NUNN,ZACH,,,,H,IA,03,  ,,,,,,,
SB23,C00583153,SB23.I32348,,,CCM,JOHN DUARTE FOR CONGRESS,,,,,,9460 TEGNER ROAD,,HILMAR,CA,95324,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,,C00808279,,H2CA13131,DUARTE,JOHN,,,,H,CA,13,  ,,,,,,,
SB23,C00583153,SB23.I32356,,,CCM,"JOHN JAMES FOR CONGRESS, INC.",,,,,,P.O. BOX 628,,ST. CLAIR SHORES,MI,48080,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,,C00803502,,H2MI10150,JAMES,JOHN,,,,H,MI,10,  ,,,,,,,
SB23,C00583153,SB23.I32358,,,CCM,KEAN FOR CONGRESS INC,,,,,,PO BOX 999,,EDISON,NJ,08818,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,,C00703058,,H0NJ07261,KEAN,THOMAS,H.,,JR.,H,NJ,07,  ,,,,,,,
SB23,C00583153,SB23.I28978,,,CCM,KEN CALVERT FOR CONGRESS COMMITTEE,,,,,,PO BOX 2438,,CORONA,CA,92878,P2024,PRIMARY,2023-03-27,1000.00,,CONTRIBUTION,,C00257337,,H2CA37023,CALVERT,KEN,,,,H,CA,41,  ,,,,,,,
SB23,C00583153,SB23.I32352,,,CCM,KEN CALVERT FOR CONGRESS COMMITTEE,,,,,,PO BOX 2438,,CORONA,CA,92878,P2024,PRIMARY,2023-06-23,2300.00,,CONTRIBUTION,,C00257337,,H2CA37023,CALVERT,KEN,,,,H,CA,41,  ,,,,,,,
SB23,C00583153,SB23.I32366,,,CCM,KIGGANS FOR CONGRESS,,,,,,P.O. BOX 5042,, VIRGINIA BEACH,VA,23471,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,,C00776120,,H2VA02064,KIGGANS,JENNIFER,,,,H,VA,02,  ,,,,,,,
SB23,C00583153,SB23.I32359,,,CCM,LALOTA FOR CONGRESS,,,,,,PO BOX 5744,,HAUPPAUGE,NY,11788,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,,C00806018,,H2NY01190,LALOTA,NICK,,,,H,NY,01,  ,,,,,,,
SB23,C00583153,SB23.I32361,,,CCM,LAWLER FOR CONGRESS,,,,,,PO BOX 87,,SOUTH SALEM,NY,10590,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,,C00815415,,H2NY17162,LAWLER,MICHAEL,VINCENT,,,H,NY,17,  ,,,,,,,
SB23,C00583153,SB23.I29136,,,CCM,LISA MCCLAIN FOR CONGRESS,,,,,,PO BOX 327,,ROMEO,MI,48065,P2024,PRIMARY,2023-05-03,8000.00,,TRANSMITTAL OF EARMARKS,,C00726042,,H0MI10287,MCCLAIN,LISA,,,,H,MI,10,  ,,,,,,,
SB23,C00583153,SB23.I29137,SB23.I29136,SB23,CCM,LISA MCCLAIN FOR CONGRESS,,,,,,PO BOX 327,,ROMEO,MI,48065,P2024,,2023-05-03,3000.00,,EARMARKED BY ROBERT C. MCCORMACK,,C00726042,,H0MI10287,MCCLAIN,LISA,,,,H,MI,10,  ,,,,,,X,
SB23,C00583153,SB23.I29138,SB23.I29136,SB23,CCM,LISA MCCLAIN FOR CONGRESS,,,,,,PO BOX 327,,ROMEO,MI,48065,P2024,,2023-05-03,2000.00,,EARMARKED BY SETH L. PIERREPONT,,C00726042,,H0MI10287,MCCLAIN,LISA,,,,H,MI,10,  ,,,,,,X,
SB23,C00583153,SB23.I29139,SB23.I29136,SB23,CCM,LISA MCCLAIN FOR CONGRESS,,,,,,PO BOX 327,,ROMEO,MI,48065,P2024,,2023-05-03,3000.00,,"EARMARKED BY JOHN M. SULLIVAN, JR.",,C00726042,,H0MI10287,MCCLAIN,LISA,,,,H,MI,10,  ,,,,,,X,
SB23,C00583153,SB23.I30266,,,CCM,LISA MCCLAIN FOR CONGRESS,,,,,,PO BOX 327,,ROMEO,MI,48065,P2024,PRIMARY,2023-06-06,5000.00,,TRANSMITTAL OF EARMARKS,,C00726042,,H0MI10287,MCCLAIN,LISA,,,,H,MI,10,  ,,,,,,,
SB23,C00583153,SB23.I30267,SB23.I30266,SB23,CCM,LISA MCCLAIN FOR CONGRESS,,,,,,PO BOX 327,,ROMEO,MI,48065,P2024,,2023-06-06,5000.00,,EARMARKED BY PETER MCCAUSLAND,,C00726042,,H0MI10287,MCCLAIN,LISA,,,,H,MI,10,  ,,,,,,X,
SB23,C00583153,SB23.I32364,,,CCM,LORI CHAVEZ-DEREMER FOR CONGRESS,,,,,,13203 SE 172ND AVE,STE 166 #399,HAPPY VALLEY,OR,97086,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,,C00784520,,H2OR05209,CHAVEZ-DEREMER,LORI,,,,H,OR,05,  ,,,,,,,
SB23,C00583153,SB23.I32362,,,CCM,MARC FOR US INC.,,,,,,PO BOX 5158,,POUGHKEEPSIE,NY,12602,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,,C00789586,,H2NY19127,MOLINARO,MARCUS,J.,,,H,NY,19,  ,,,,,,,
SB23,C00583153,SB23.I28977,,,CCM,MICHELLE STEEL FOR CONGRESS,,,,,,"92A SURFSIDE AVENUE, #472",,SURFSIDE,CA,90743,P2024,PRIMARY,2023-03-27,1000.00,,CONTRIBUTION,,C00704981,,H0CA48198,STEEL,MICHELLE,,,,H,CA,48,  ,,,,,,,
SB23,C00583153,SB23.I32353,,,CCM,MICHELLE STEEL FOR CONGRESS,,,,,,"92A SURFSIDE AVENUE, #472",,SURFSIDE,CA,90743,P2024,PRIMARY,2023-06-23,2300.00,,CONTRIBUTION,,C00704981,,H0CA48198,STEEL,MICHELLE,,,,H,CA,48,  ,,,,,,,
SB23,C00583153,SB23.I32350,,,CCM,MIKE GARCIA FOR CONGRESS,,,,,,"1451 QUAIL STREET, SUITE 150",,NEWPORT BEACH,CA,92660,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,,C00701102,,H0CA25105,GARCIA,MICHAEL,,,,H,CA,25,  ,,,,,,,
SB23,C00583153,SB23.I32365,,,CCM,MONICA FOR CONGRESS,,,,,,1317 W FRONTAGE RD,STE A,ALAMO,TX,785162389,P2024,PRIMARY,2023-06-23,1000.00,,CONTRIBUTION,,C00765719,,H0TX15124,DE LA CRUZ,MONICA,,,,H,TX,15,  ,,,,,,,
SB23,C00583153,SB23.I28923,,,CCM,SALAZAR FOR CONGRESS,,,,,,3725 WEST FLAGLER STREET,#281,MIAMI,FL,33134,P2024,PRIMARY,2023-03-16,2000.00,,CONTRIBUTION,,C00714261,,H8FL27185,SALAZAR,MARIA,ELVIRA,,,H,FL,27,  ,,,,,,,
