form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00867945,SE.4131,,,ORG,Google,,,,,,1600 Ampitheatre Parkway,,Moutnain View,CA,94043,P2024,,2024-02-05,500.00,2024-02-05,500.00,Digital Video Advertising,004,C00867945,O,P80001571,TRUMP,DONALD J.,,,,P,,SC,Ryan,Tim,George,,,2024-04-15,
SE,C00867945,SE.4134,,,ORG,Google,,,,,,1600 Ampitheatre Parkway,,Moutnain View,CA,94043,P2024,,2024-02-05,500.00,2024-02-05,1000.00,Digital Video Advertising,004,C00867945,O,P80001571,TRUMP,DONALD J.,,,,P,,SC,Ryan,Tim,George,,,2024-04-15,
SE,C00867945,SE.4135,,,ORG,Google,,,,,,1600 Ampitheatre Parkway,,Moutnain View,CA,94043,P2024,,2024-02-06,500.00,2024-02-06,1500.00,Digital video advertising,004,C00867945,O,P80001571,TRUMP,DONALD J.,,,,P,,SC,Ryan,Tim,George,,,2024-04-15,
SE,C00867945,SE.4136,,,ORG,Google,,,,,,1600 Ampitheatre Parkway,,Moutnain View,CA,94043,P2024,,2024-02-07,500.00,2024-02-07,2000.00,Digital Video Advertising,004,C00867945,O,P80001571,TRUMP,DONALD J.,,,,P,,SC,Ryan,Tim,George,,,2024-04-15,
SE,C00867945,SE.4137,,,ORG,Google,,,,,,1600 Ampitheatre Parkway,,Moutnain View,CA,94043,P2024,,2024-02-08,500.00,2024-02-08,2500.00,Digital Video Advertising,004,C00867945,O,P80001571,TRUMP,DONALD J.,,,,P,,SC,Ryan,Tim,George,,,2024-04-15,
SE,C00867945,SE.4138,,,ORG,Google,,,,,,1600 Ampitheatre Parkway,,Moutnain View,CA,94043,P2024,,2024-02-10,500.00,2024-02-10,3000.00,Digital Video Advertising,004,C00867945,O,P80001571,TRUMP,DONALD J.,,,,P,,SC,Ryan,Tim,George,,,2024-04-15,
SE,C00867945,SE.4139,,,ORG,Google,,,,,,1600 Ampitheatre Parkway,,Moutnain View,CA,94043,P2024,,2024-02-12,500.00,2024-02-12,3500.00,Digital Video Advertising,004,C00867945,O,P80001571,TRUMP,DONALD J.,,,,P,,SC,Ryan,Tim,George,,,2024-04-15,
SE,C00867945,SE.4141,,,ORG,Google,,,,,,1600 Ampitheatre Parkway,,Moutnain View,CA,94043,P2024,,2024-02-13,500.00,2024-02-13,4000.00,Digital Video Advertising,004,C00867945,O,P80001571,TRUMP,DONALD J.,,,,P,,SC,Ryan,Tim,George,,,2024-04-15,
SE,C00867945,SE.4142,,,ORG,Google,,,,,,1600 Ampitheatre Parkway,,Moutnain View,CA,94043,P2024,,2024-02-13,500.00,2024-02-13,4500.00,Digital Video Advertising,004,C00867945,O,P80001571,TRUMP,DONALD J.,,,,P,,SC,Ryan,Tim,George,,,2024-04-15,
SE,C00867945,SE.4143,,,ORG,Google,,,,,,1600 Ampitheatre Parkway,,Moutnain View,CA,94043,P2024,,2024-02-14,500.00,2024-02-14,5000.00,Digital Video Advertising,004,C00867945,O,P80001571,TRUMP,DONALD J.,,,,P,,SC,Ryan,Tim,George,,,2024-04-15,
