form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00825851,SE.7410,,,ORG,DEL RAY MEDIA LLC,,,,,,P.O. BOX 1309,,ALEXANDRIA,VA,22313,G2024,,2024-06-26,453811.72,2024-06-14,453811.72,PLACED MEDIA: TV,,C00825851,O,P80000722,BIDEN,JOSEPH R JR,,,,P,,,GANTT,CHARLES,,,,2024-07-20,
SE,C00825851,SE.7412,,,ORG,DEL RAY MEDIA LLC,,,,,,P.O. BOX 1309,,ALEXANDRIA,VA,22313,G2024,,2024-06-26,453811.72,2024-06-14,907623.44,PLACED MEDIA: TV,,C00825851,S,P80001571,TRUMP,DONALD J.,,,,P,,,GANTT,CHARLES,,,,2024-07-20,
SE,C00825851,SE.7427,,,ORG,ELECTORAL COMMUNICATIONS GROUP LLC,,,,,,701 S HOWARD AVE,STE 106-848,TAMPA,FL,33606,G2024,,2024-06-28,113264.28,2024-06-28,1496802.46,TEXT MESSAGES,,C00825851,O,P80000722,BIDEN,JOSEPH R JR,,,,P,,,GANTT,CHARLES,,,,2024-07-20,
SE,C00825851,SE.7430,,,ORG,ELECTORAL COMMUNICATIONS GROUP LLC,,,,,,701 S HOWARD AVE,STE 106-848,TAMPA,FL,33606,G2024,,2024-07-01,10677.12,2024-06-28,1507479.58,TEXT MESSAGES,,C00825851,O,P80000722,BIDEN,JOSEPH R JR,,,,P,,,GANTT,CHARLES,,,,2024-07-20,
SE,C00825851,SE.7420,,,ORG,GO BIG MEDIA,,,,,,44 CANAL CENTER PLZ,STE 315,ALEXANDRIA,VA,22314,G2024,,2024-06-27,2500.00,2024-06-27,1226796.18,DIGITAL ADVERTISING,,C00825851,S,P80001571,TRUMP,DONALD J.,,,,P,,,GANTT,CHARLES,,,,2024-07-20,
SE,C00825851,SE.7423,,,ORG,GO BIG MEDIA,,,,,,44 CANAL CENTER PLZ,STE 315,ALEXANDRIA,VA,22314,G2024,,2024-06-27,78371.00,2024-06-27,1305167.18,DIGITAL ADVERTISING,,C00825851,O,P80000722,BIDEN,JOSEPH R JR,,,,P,,,GANTT,CHARLES,,,,2024-07-20,
SE,C00825851,SE.7424,,,ORG,GO BIG MEDIA,,,,,,44 CANAL CENTER PLZ,STE 315,ALEXANDRIA,VA,22314,G2024,,2024-06-27,78371.00,2024-06-27,1383538.18,DIGITAL ADVERTISING,,C00825851,S,P80001571,TRUMP,DONALD J.,,,,P,,,GANTT,CHARLES,,,,2024-07-20,
SE,C00825851,SE.7414,,,ORG,RESTORE AMERICA MEDIA LLC,,,,,,1626 BELLE VIEW BLVD,STE 7045,ALEXANDRIA,VA,22307,G2024,,2024-06-27,852.45,2024-06-26,908475.89,PRODUCTION COST: TV AD,,C00825851,O,P80000722,BIDEN,JOSEPH R JR,,,,P,,,GANTT,CHARLES,,,,2024-07-20,
SE,C00825851,SE.7415,,,ORG,RESTORE AMERICA MEDIA LLC,,,,,,1626 BELLE VIEW BLVD,STE 7045,ALEXANDRIA,VA,22307,G2024,,2024-06-27,852.45,2024-06-26,909328.34,PRODUCTION COST: TV AD,,C00825851,S,P80001571,TRUMP,DONALD J.,,,,P,,,GANTT,CHARLES,,,,2024-07-20,
SE,C00825851,SE.7442,,,ORG,WHISTLESTOP STRATEGIES LLC,,,,,,23150 FASHION DR,STE 231,ESTERO,FL,33928,G2024,,2024-07-03,314967.84,2024-06-26,1224296.18,DIRECT MAIL: PRINTING AND POSTAGE,,C00825851,O,P80000722,BIDEN,JOSEPH R JR,,,,P,,,GANTT,CHARLES,,,,2024-07-20,
