form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00830687,500952194,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-07-07,986.22,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00830687,500952195,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-07-14,3274.16,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00830687,500952196,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-07-21,3447.40,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00830687,500952197,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-07-24,1919.22,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00830687,500952198,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-07-28,1415.53,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00830687,500952199,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-07-31,2597.19,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00830687,500952200,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-08-04,1270.78,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00830687,500952201,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-08-11,5442.86,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00830687,500952202,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-08-18,4904.87,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00830687,500952203,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-08-25,2924.26,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00830687,500952204,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-08-31,2741.18,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00830687,500952205,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-09-01,104.31,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00830687,500952206,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-09-08,3785.94,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00830687,500952207,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-09-15,4447.72,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00830687,500952208,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-09-22,2458.34,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00830687,500952209,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-09-29,5871.51,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00830687,500952210,,,ORG,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-09-30,1387.52,0.00,credit card processing,,,,,,,,,,,,,,,,,,,,
SB21B,C00830687,500957993,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,P2024,,2024-07-26,42.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00830687,500957994,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,G2024,,2024-08-29,105.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
