form_type,filer_committee_id_number,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,expenditure_date,expenditure_purpose_descrip,beneficiary_committee_name,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,category_code,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,election_code,election_other_description,expenditure_amount,semi_annual_refunded_bundled_amt,memo_code,memo_text_description,image_number,beneficiary_committee_fec_id
SB29,C00519967,U.S. BANK,,,,,,P.O. BOX 1800,,SAINT PAUL,MN,55101,2024-05-01,,,,,,,,001,,,,,,6.00,,,,202407110300474441
SB29,C00519967,U.S. BANK,,,,,,P.O. BANK,,SAINT PAUL,MN,55101,2024-06-01,,,,,,,,,,,,,,6.00,,,,202407110300474441
SB29,C00519967,STATE OF ILLINOIS BOE,,,,,,2329 SOUTH MACARTHUR BLVD,,SPRINGFIELD,IL,62704,2024-04-08,VOTER DATA,,,,,,,006,,,,,,500.00,,,,202407110300474442
SB29,C00519967,STATE OF ILLINOIS BOE,,,,,,2329 SOUTH MACARTHUR BLVD,,SPRINGFIELD,IL,62704,2024-04-08,VOTER DATA,,,,,,,006,,,,,,500.00,,,,202407110300474442
SB29,C00519967,VIRIGINIA STATE BOARD OF ELECTIONS,,,,,,1100 BANK ST 1ST FLOOR,,RICHMOND,VA,23219,2024-05-20,VOTER DATA,,,,,,,006,,,,,,5919.00,,,,202407110300474444
SB29,C00519967,VIRGINIA STATE BOARD OF ELECTIONS,,,,,,1100 BANK ST 1ST FLOOR,,RICHMOND,VA,23219,2024-05-20,VOTER DATA,,,,,,,006,,,,,,5918.00,,,,202407110300474444
SB29,C00519967,U.S. BANK,,,,,,P.O. BOX 1800,,SAINT PAUL,MN,55101,2024-04-01,SERVICE FEE,,,,,,,001,,,,,,6.00,,,,202407110300474441
SB29,C00519967,VIRIGINIA STATE BOARD OF ELECTIONS,,,,,,1100 BANK ST 1ST FLOOR,,RICHMOND,VA,23219,2024-05-15,VOTER DATA,,,,,,,006,,,,,,737.00,,,,202407110300474442
SB29,C00519967,VIRGINIA STATE BOARD OF ELECTIONS,,,,,,1100 BANK ST 1ST FLOOR,,RICHMOND,VA,23219,2024-05-15,VOTER DATA,,,,,,,006,,,,,,760.00,,,,202407110300474442
SB29,C00519967,VIRGINIA STATE BOARD OF ELECTIONS,,,,,,1100 BANK ST 1ST FLOOR,,RICHMOND,VA,23219,2024-05-15,VOTER DATA,,,,,,,006,,,,,,739.00,,,,202407110300474443
