form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00768200,SB22-1133,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2024-04-30,392500.00,0.00,Transfer ,,C00000935,DCCC ,,,,,,,,,,,,,,,,,TRANSFER TO GENERAL ACCOUNT
SB22,C00768200,SB22-1134,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2024-04-30,41300.00,0.00,Transfer ,,C00000935,DCCC ,,,,,,,,,,,,,,,,,TRANSFER TO OPERATIONS ACCOUNT
SB22,C00768200,SB22-1135,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2024-04-30,451500.00,0.00,Transfer ,,C00000935,DCCC ,,,,,,,,,,,,,,,,,TRANSFER TO RECOUNT/LEGAL FUND ACCOUNT
SB22,C00768200,SB22-1136,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2024-04-30,714700.00,0.00,Transfer ,,C00000935,DCCC ,,,,,,,,,,,,,,,,,TRANSFER TO BUILDING FUND/HEADQUARTERS ACCOUNT
SB22,C00768200,SB22-1132,,,PAC,"Jobs, Education, & Families First - JEFF PAC ",,,,,,PO Box 65322,,Washington,DC,20035,,,2024-04-30,63250.00,0.00,Transfer ,,C00617803,"Jobs, Education, & Families First - JEFF PAC ",,,,,,,,,,,,,,,,,
SB22,C00768200,SB22-1131,,,CCM,Jeffries for Congress ,,,,,,PO Box 65322,,Washington,DC,20035,,,2024-04-30,55200.00,0.00,Transfer ,,C00503052,Jeffries for Congress ,H2NY10092,Jeffries,Hakeem,,,,H,NY,08,,,,,,,,
SB22,C00768200,SB22-1184,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2024-05-31,359600.00,0.00,Transfer ,,C00000935,DCCC ,,,,,,,,,,,,,,,,,TRANSFER TO GENERAL ACCOUNT
SB22,C00768200,SB22-1185,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2024-05-31,596400.00,0.00,Transfer ,,C00000935,DCCC ,,,,,,,,,,,,,,,,,TRANSFER TO BUILDING FUND/HEADQUARTERS ACCOUNT
SB22,C00768200,SB22-1186,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2024-05-31,396500.00,0.00,Transfer ,,C00000935,DCCC ,,,,,,,,,,,,,,,,,TRANSFER TO RECOUNT/LEGAL FUND ACCOUNT
SB22,C00768200,SB22-1187,,,PAC,"Jobs, Education, & Families First - JEFF PAC ",,,,,,PO Box 65322,,Washington,DC,20035,,,2024-05-31,56250.00,0.00,Transfer ,,C00617803,"Jobs, Education, & Families First - JEFF PAC ",,,,,,,,,,,,,,,,,
SB22,C00768200,SB22-1188,,,CCM,Jeffries for Congress ,,,,,,PO Box 65322,,Washington,DC,20035,,,2024-05-31,50400.00,0.00,Transfer ,,C00503052,Jeffries for Congress ,H2NY10092,Jeffries,Hakeem,,,,H,NY,08,,,,,,,,
SB22,C00768200,SB22-1329,,,CCM,Jeffries for Congress ,,,,,,PO Box 65322,,Washington,DC,20035,,,2024-06-25,209600.00,0.00,Transfer ,,C00503052,Jeffries for Congress ,H2NY10092,Jeffries,Hakeem,,,,H,NY,08,,,,,,,,
SB22,C00768200,SB22-1394,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2024-06-30,942975.00,0.00,Transfer ,,C00000935,DCCC ,,,,,,,,,,,,,,,,,TRANSFER TO GENERAL ACCOUNT
SB22,C00768200,SB22-1395,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2024-06-30,694700.00,0.00,Transfer ,,C00000935,DCCC ,,,,,,,,,,,,,,,,,TRANSFER TO BUILDING FUND/HEADQUARTERS ACCOUNT
SB22,C00768200,SB22-1396,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2024-06-30,44725.00,0.00,Transfer ,,C00000935,DCCC ,,,,,,,,,,,,,,,,,TRANSFER TO OPERATIONS ACCOUNT
SB22,C00768200,SB22-1397,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2024-06-30,317600.00,0.00,Transfer ,,C00000935,DCCC ,,,,,,,,,,,,,,,,,TRANSFER TO RECOUNT/LEGAL FUND ACCOUNT
SB22,C00768200,SB22-1398,,,PAC,"Jobs, Education, & Families First - JEFF PAC ",,,,,,PO Box 65322,,Washington,DC,20035,,,2024-06-30,160000.00,0.00,Transfer ,,C00617803,"Jobs, Education, & Families First - JEFF PAC ",,,,,,,,,,,,,,,,,
SB22,C00768200,SB22-1399,,,CCM,Jeffries for Congress ,,,,,,PO Box 65322,,Washington,DC,20035,,,2024-06-30,73500.00,0.00,Transfer ,,C00503052,Jeffries for Congress ,H2NY10092,Jeffries,Hakeem,,,,H,NY,08,,,,,,,,
