form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00002089,500025424,,,CCM,Adam for Colorado,,,,,,1350 Mountain View Dr,,Aspen,CO,816111030,G2024,,2024-09-03,1500.00,0.00,Federal Candidate Contribution,011,C00805275,,,FRISCH,ADAM,,,,H,CO,03,,,,,,,,
SB23,C00002089,500025429,,,CCM,ADAM GRAY FOR CONGRESS,,,,,,400 Capitol Mall,Ste 1545,Sacramento,CA,958144434,G2024,,2024-09-03,2500.00,0.00,Federal Candidate Contribution,011,C00801431,,,GRAY,ADAM,C,,,H,CA,13,,,,,,,,
SB23,C00002089,500025571,,,CCM,AMISH FOR ARIZONA,,,,,,2944 N Manor Dr E,,Phoenix,AZ,850145512,G2024,,2024-09-26,5000.00,0.00,Federal Candidate Contribution,011,C00836502,,,"SHAH,",AMISH,,,,H,AZ,01,,,,,,,,
SB23,C00002089,500025371,,,CCM,Beatty for Congress,,,,,,222 E Town St,Fl 2W,Columbus,OH,432154616,G2024,,2024-09-12,2500.00,0.00,Federal Candidate Contribution,011,C00507368,,,Joyce,Beatty,,,,H,OH,03,,,,,,,,
SB23,C00002089,500025425,,,CCM,BRIAN FITZPATRICK FOR ALL OF US,,,,,,PO Box 939,,Langhorne,PA,190470939,G2024,,2024-09-03,2500.00,0.00,Federal Candidate Contribution,011,C00607416,,,FITZPATRICK,BRIAN,,,,H,PA,01,,,,,,,,
SB23,C00002089,500025417,,,CCM,BRITTANY PETTERSEN FOR COLORADO,,,,,,PO Box 150887,,Denver,CO,802150887,G2024,,2024-09-03,500.00,0.00,Federal Candidate Contribution,011,C00637215,,,PETTERSEN,BRITTANY,,,,H,CO,07,,,,,,,,
SB23,C00002089,500025418,,,CCM,BRITTANY PETTERSEN FOR COLORADO,,,,,,PO Box 150887,,Denver,CO,802150887,G2024,,2024-09-26,500.00,0.00,Federal Candidate Contribution,011,C00637215,,,PETTERSEN,BRITTANY,,,,H,CO,07,,,,,,,,
SB23,C00002089,500025422,,,CCM,CARAVEO FOR CONGRESS,,,,,,PO Box 953,,Eastlake,CO,806140953,G2024,,2024-09-03,1000.00,0.00,Federal Candidate Contribution,011,C00787788,,,CARAVEO,YADIRA,,,,H,CO,08,,,,,,,,
SB23,C00002089,500025423,,,CCM,CARAVEO FOR CONGRESS,,,,,,PO Box 953,,Eastlake,CO,806140953,G2024,,2024-09-26,3000.00,0.00,Federal Candidate Contribution,011,C00787788,,,CARAVEO,YADIRA,,,,H,CO,08,,,,,,,,
SB23,C00002089,500025342,,,CCM,CHRIS PAPPAS FOR CONGRESS,,,,,,PO Box 313,,Manchester,NH,031050313,G2024,,2024-09-23,-2500.00,0.00,Federal Candidate Contribution,011,C00660464,,,PAPPAS,CHRIS,,,,H,NH,01,,,,,,,,VOID CK 32491 DATED 07/30/2024
SB23,C00002089,500025388,,,CCM,CHRIS PAPPAS FOR CONGRESS,,,,,,PO Box 313,,Manchester,NH,031050313,G2024,,2024-09-24,2500.00,0.00,Federal Candidate Contribution,011,C00660464,,,PAPPAS,CHRIS,,,,H,NH,01,,,,,,,,
SB23,C00002089,500025392,,,CCM,Chrissy Houlahan for Congress,,,,,,PO Box 222,,Devon,PA,193330222,G2024,,2024-09-24,5000.00,0.00,Federal Candidate Contribution,011,C00637371,,,Houlahan,Chrissy,,,,H,PA,06,,,,,,,,
SB23,C00002089,500025506,,,CCM,CITIZENS FOR PETER BARCA,,,,,,PO Box 1509,,Kenosha,WI,531411509,G2024,,2024-09-12,5000.00,0.00,Federal Candidate Contribution,011,C00876490,,,BARCA,PETER,,,,H,WI,01,,,,,,,,
SB23,C00002089,500025347,,,CCM,CITIZENS TO ELECT RICK LARSEN,,,,,,PO Box 326,,Everett,WA,982060326,G2024,,2024-09-17,5000.00,0.00,Federal Candidate Contribution,011,C00345546,,,LARSEN,RICHARD,RAY,,,H,WA,02,,,,,,,,
SB23,C00002089,500025391,,,CCM,CONNOLLY FOR CONGRESS,,,,,,PO Box 563,,Merrifield,VA,221160563,G2024,,2024-09-03,1000.00,0.00,Federal Candidate Contribution,011,C00445452,,,CONNOLLY,GERRY,,,,H,VA,11,,,,,,,,
SB23,C00002089,500025445,,,CCM,COOKE FOR CONGRESS,,,,,,PO Box 1846,,Eau Claire,WI,547021846,G2024,,2024-09-12,5000.00,0.00,Federal Candidate Contribution,011,C00844993,,,Cooke,Rebecca,,,,H,WI,03,,,,,,,,
SB23,C00002089,500025486,,,CCM,DAVE MIN FOR CONGRESS,,,,,,PO Box 5959,,Irvine,CA,926165959,G2024,,2024-09-03,2500.00,0.00,Federal Candidate Contribution,011,C00831537,,,Min,Dave,,,,H,CA,47,,,,,,,,
SB23,C00002089,500025485,,,CCM,DEREK TRAN FOR CONGRESS,,,,,,10441 Stanford Ave,Unit 395,Garden Grove,CA,928425222,G2024,,2024-09-03,2500.00,0.00,Federal Candidate Contribution,011,C00851790,,,Tran,Derek,,,,H,CA,45,,,,,,,,
SB23,C00002089,500025368,,,CCM,Donald Norcross For Congress,,,,,,PO Box 160,,Collingswood,NJ,081080160,G2024,,2024-09-10,2100.00,0.00,Federal Candidate Contribution,011,C00558320,,,Norcross,Donald,,,,H,NJ,01,,,,,,,,
SB23,C00002089,500025602,,,CCM,ELISSA SLOTKIN FOR MICHIGAN,,,,,,PO Box 4145,,East Lansing,MI,488264145,P2024,,2024-09-30,-5000.00,0.00,Federal Candidate Contribution,011,C00834218,,,SLOTKIN,ELISSA,,,,S,MI,,,,,,,,,Void DUPE CK dated 08/01/2024
SB23,C00002089,500025603,,,CCM,ENGEL FOR ARIZONA,,,,,,PO Box 40721,,Tucson,AZ,857170721,G2024,,2024-09-30,-5000.00,0.00,Federal Candidate Contribution,011,C00773820,,,ENGEL,KIRSTEN,,,,H,AZ,06,,,,,,,,VOID CHECK Dated 5/21/2024
SB23,C00002089,500025550,,,PAC,Evergreen PAC,,,,,,499 S Capitol St SW,Ste 420,Washington,DC,200034027,,,2024-09-19,5000.00,0.00,Federal Committee Contribution,011,C00576090,Evergreen PAC,,,,,,,,,,,,,,,,,
