form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00754051,B893155,,,ORG,Local 878 UNITE HERE,,,,,,530 E. 4th Avenue,,Anchorage,AK,99501,O2024,Not Applicable,2024-12-10,3094.97,,Staff salaries and benefits (non-IE - admin staff),001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B892537,,,ORG,Sodexo Inc.,,,,,,PO Box 352,,Buffalo,NY,14240,G2024,,2024-12-04,663.99,,Leave benefits for canvassers (non-IE),001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B893147,,,ORG,UNITE HERE Local 2,,,,,,209 Golden Gate Avenue,,San Francisco,CA,94102,O2024,Not Applicable,2024-12-10,20152.37,,Staff salaries and benefits (non-IE - admin staff),001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B893148,,,ORG,Local 49 UNITE HERE,,,,,,3800 Watt Avenue Suite 210,,Sacramento,CA,95821,O2024,Not Applicable,2024-12-10,48364.55,,Staff salaries and benefits (non-IE - admin staff),001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B893549,,,ORG,UNITE HERE Local 2,,,,,,209 Golden Gate Avenue,,San Francisco,CA,94102,G2024,,2024-12-18,11002.20,,Staff salaries and benefits (non-IE - admin staff),001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B893262,,,ORG,National Corporate Housing,,,,,,"8400 E. Crescent Parkway, Suite 30",,Greenwood Village,CO,80111,O2024,Not Applicable,2024-12-11,111984.35,,Housing for canvassers in Harrisburg,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B893154,,,ORG,UNITE HERE Local 35,,,,,,425 College Street,,New Haven,CT,06511,O2024,Not Applicable,2024-12-10,3539.88,,Staff salaries and benefits (non-IE - admin staff),011,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B893153,,,ORG,UNITE HERE Local 34,,,,,,425 College Street 2nd Floor,,New Haven,CT,06511,O2024,Not Applicable,2024-12-10,5233.09,,Staff salaries and benefits (non-IE - admin staff),011,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B893547,,,ORG,Local 25 UNITE HERE,,,,,,901 K Street NW Suite 200,,Washington,DC,20001,G2024,,2024-12-18,543.16,,Staff salaries and benefits (non-IE - admin staff),001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B893214,,,ORG,Diner's Club,,,,,,P.O. Box 5732,,Carol Stream,IL,60197,O2024,Not Applicable,2024-12-11,11910.54,,Travel expenses for staff and canvassers - See required itemized memos below,001,,,,,,,,,,, ,,,,,,,,
