form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00059733,SB23.75425,,,CCM,BANKS FOR SENATE,,,,,,PO BOX 11431,,FORT WAYNE,IN,46858,G2024,,2024-09-17,5000.00,,Contribution,,C00577999,BANKS FOR SENATE,S4IN00196,BANKS,JAMES E. HON.,,,,S,IN,00,,,,,,,,
SB23,C00059733,SB23.75443,,,ORG,Brown-Forman Corporation,,,,,,850 Dixie Hwy,,Louisville,KY,40210,,,2024-09-17,1397.97,,In Kind-Catering-See Memos,,,,,,,,,,,,,,,,,,,,
SB23,C00059733,SB23.75443.0,SB23.75443,SB23,CCM,GUTHRIE FOR CONGRESS,,,,,,PO Box 9639,,Bowling Green,KY,42102,G2024,,2024-09-17,2151.22,,In Kind-Catering,,C00445023,GUTHRIE FOR CONGRESS,H8KY02031,GUTHRIE,S. BRETT,,,,H,KY,02,,,,,,,X,
SB23,C00059733,SB23.75443.1,SB23.75443,SB23,CCM,TERRI SEWELL FOR CONGRESS,,,,,,PO BOX 1964,,BIRMINGHAM,AL,35201,G2024,,2024-09-17,-370.25,,Correction to 7/12/24 In Kind,,C00458976,TERRI SEWELL FOR CONGRESS,H0AL07086,SEWELL,TERRI A.,,,,H,AL,07,,,,,,,X,
SB23,C00059733,SB23.75443.2,SB23.75443,SB23,CCM,MAGGIE FOR NH,,,,,,PO BOX 298,,CONCORD,NH,03302,G2024,,2024-09-17,-383.00,,Correction to In Kind reported 7/12/24,,C00588772,MAGGIE FOR NH,S6NH00091,HASSAN,MARGARET WOOD,,,,S,NH,00,,,,,,,X,
SB23,C00059733,SB23.75438,,,CCM,COMER FOR CONGRESS,,,,,,PO BOX 338,,TOMPKINSVILLE,KY,42167,G2024,,2024-09-17,2500.00,,Contribution,,C00588764,COMER FOR CONGRESS,H6KY01110,COMER,JAMES,,,,H,KY,01,,,,,,,,
SB23,C00059733,SB23.75437,,,CCM,FRIENDS OF JOHN THUNE,,,,,,PO BOX 841,,SIOUX FALLS,SD,57101,P2028,,2024-09-17,2500.00,,Contribution,,C00409581,FRIENDS OF JOHN THUNE,S2SD00068,THUNE,JOHN R.,,,,S,SD,00,,,,,,,,
SB23,C00059733,SB23.75439,,,CCM,GUTHRIE FOR CONGRESS,,,,,,PO Box 9639,,Bowling Green,KY,42102,G2024,,2024-09-17,348.78,,Contribution,,C00445023,GUTHRIE FOR CONGRESS,H8KY02031,GUTHRIE,S. BRETT,,,,H,KY,02,,,,,,,,
SB23,C00059733,SB23.75428,,,CCM,KANSANS FOR MARSHALL,,,,,,PO BOX 1588,,GREAT BEND,KS,67530,P2026,,2024-09-17,1500.00,,Contribution,,C00576173,KANSANS FOR MARSHALL,S0KS00315,MARSHALL,ROGER W,,,,S,KS,00,,,,,,,,
SB23,C00059733,SB23.75440,,,CCM,MONTANANS FOR TESTER,,,,,,PO BOX 1135,,HELENA,MT,59624,G2024,,2024-09-17,2500.00,,Contribution,,C00412304,MONTANANS FOR TESTER,S6MT00162,TESTER,R. JON,,,,S,MT,00,,,,,,,,
