form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00001016,500072213,,,CCM,Andre Carson For Congress,,,,,,PO Box 1863,,Indianapolis,IN,462061863,P2024,,2024-04-09,5000.00,0.00,Contribution,,C00442921,,,CARSON,ANDRE,,,,H,IN,07,,,,,,,,
SB23,C00001016,500072347,,,PAC,BIDEN VICTORY FUND,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2024-04-12,400000.00,0.00,Contribution,,C00744946,BIDEN VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00001016,500071997,,,CCM,CARTWRIGHT FOR CONGRESS,,,,,,672 N RIVER St,Ste 310,Plains,PA,18705,G2024,,2024-04-08,5000.00,0.00,Contribution,,C00509968,,,CARTWRIGHT,MATTHEW,A.,,,H,PA,08,,,,,,,,
SB23,C00001016,500072212,,,CCM,CASTEN FOR CONGRESS,,,,,,928 Warren Ave,,Downers Grove,IL,605153631,G2024,,2024-04-09,5000.00,0.00,Contribution,,C00648493,,,CASTEN,SEAN,,,,H,IL,06,,,,,,,,
SB23,C00001016,500071999,,,CCM,DAVE MIN FOR CONGRESS,,,,,,PO Box 5959,,Irvine,CA,926165959,G2024,,2024-04-08,5000.00,0.00,Contribution,,C00831537,,,MIN,DAVE,,,,H,CA,47,,,,,,,,
SB23,C00001016,500072750,,,CCM,DEBBIE DINGELL FOR CONGRESS,,,,,,PO Box 746,,Dearborn,MI,481210746,G2024,,2024-04-25,5000.00,0.00,Contribution,,C00558213,,,DINGELL,DEBBIE,,,,H,MI,06,,,,,,,,
SB23,C00001016,500071998,,,CCM,DEREK TRAN FOR CONGRESS,,,,,,10441 Stanford Ave,Unit 395,Garden Grove,CA,928425222,G2024,,2024-04-08,5000.00,0.00,Contribution,,C00851790,,,TRAN,DEREK,,,,H,CA,45,,,,,,,,
SB23,C00001016,500072752,,,PTY,DSCC,,,,,,120 Maryland Ave NE,,Washington,DC,200025610,,,2024-04-25,45000.00,0.00,Contribution - Legal Defense Account,,C00042366,DSCC,,,,,,,,,,,,,,,,,
SB23,C00001016,500072753,,,PTY,DSCC,,,,,,120 Maryland Ave NE,,Washington,DC,200025610,,,2024-04-25,45000.00,0.00,Contribution - Headquarters Account,,C00042366,DSCC,,,,,,,,,,,,,,,,,
SB23,C00001016,500072754,,,PTY,DSCC,,,,,,120 Maryland Ave NE,,Washington,DC,200025610,,,2024-04-25,15000.00,0.00,Contribution - General Fund,,C00042366,DSCC,,,,,,,,,,,,,,,,,
SB23,C00001016,500072000,,,PAC,EQUALITY PAC,,,,,,PO Box 15337,,Washington,DC,200030337,,,2024-04-08,5000.00,0.00,Contribution,,C00550970,EQUALITY PAC,,,,,,,,,,,,,,,,,
SB23,C00001016,500072755,,,CCM,FRIENDS OF DAVE JOYCE,,,,,,320 Kenarden Dr,,Cleveland,OH,441433710,G2024,,2024-04-25,5000.00,0.00,Contribution,,C00527457,,,JOYCE,DAVID P,,,,H,OH,14,,,,,,,,
SB23,C00001016,500072746,,,CCM,GABE VASQUEZ FOR CONGRESS,,,,,,PO Box L,,Mesilla,NM,880464612,G2024,,2024-04-25,5000.00,0.00,Contribution,,C00789404,,,VASQUEZ,GABRIEL,,,,H,NM,02,,,,,,,,
SB23,C00001016,500072751,,,PAC,GREAT LAKES PAC,,,,,,700 13Th St NW,Ste 600,Washington,DC,200055998,,,2024-04-25,5000.00,0.00,Contribution,,C00375584,GREAT LAKES PAC,,,,,,,,,,,,,,,,,
SB23,C00001016,500069968,,,CCM,KENNEDY FOR CONGRESS,,,,,,PO Box 536,,Buffalo,NY,142010536,G2024,,2024-02-14,5000.00,0.00,Contribution,,C00856526,,,KENNEDY,TIMOTHY,,,,H,NY,26,,,,,,,X,*
SB23,C00001016,500072734,,,CCM,KENNEDY FOR CONGRESS,,,,,,PO Box 536,,Buffalo,NY,142010536,G2024,,2024-04-24,-5000.00,0.00,Redesignation,,C00856526,,,KENNEDY,TIMOTHY,,,,H,NY,26,,,,,,,X,*
SB23,C00001016,500072735,500072734,SB23,CCM,KENNEDY FOR CONGRESS,,,,,,PO Box 536,,Buffalo,NY,142010536,O2024,Special Primary,2024-04-24,5000.00,0.00,Redesignation,,C00856526,,,KENNEDY,TIMOTHY,,,,H,NY,26,,,,,,,X,*
SB23,C00001016,500072749,,,CCM,MELANIE FOR NEW MEXICO,,,,,,PO Box 51493,,Albuquerque,NM,871811493,G2024,,2024-04-25,5000.00,0.00,Contribution,,C00765099,,,STANSBURY,MELANIE,,,,H,NM,01,,,,,,,,
SB23,C00001016,500072355,,,CCM,MORSE 4 MARYLAND,,,,,,1783 Forest Dr,Num 242,Annapolis,MD,214014229,P2024,,2024-04-16,5000.00,0.00,Contribution,,C00864611,,,MORSE,JOHN,III,,,H,MD,03,,,,,,,,
SB23,C00001016,500072745,,,PAC,NEW LEADERSHIP PAC,,,,,,124 Washington St,Ste 101,Foxboro,MA,020351368,,,2024-04-25,5000.00,0.00,Contribution,,C00751503,NEW LEADERSHIP PAC,,,,,,,,,,,,,,,,,
SB23,C00001016,500071996,,,CCM,SCANLON FOR CONGRESS,,,,,,PO Box 263,,Swarthmore,PA,190810263,G2024,,2024-04-08,5000.00,0.00,Contribution,,C00669358,,,SCANLON,MARY GAY,,,,H,PA,05,,,,,,,,
SB23,C00001016,500072748,,,CCM,SYDNEY KAMLAGER FOR CONGRESS,,,,,,777 S Figueroa St,Ste 4050,Los Angeles,CA,900175864,G2024,,2024-04-25,5000.00,0.00,Contribution,,C00795823,,,KAMLAGER,SYDNEY,,,,H,CA,37,,,,,,,,
SB23,C00001016,500072747,,,CCM,TERESA FOR ALL,,,,,,PO Box 2675,,Santa Fe,NM,875042675,G2024,,2024-04-25,5000.00,0.00,Contribution,,C00704049,,,LEGER FERNANDEZ,TERESA,,,,H,NM,03,,,,,,,,
SB23,C00001016,500072211,,,CCM,UNITED WITH DELIA FOR CONGRESS,,,,,,2339 N California Ave,Unit 47927,Chicago,IL,606470360,G2024,,2024-04-09,5000.00,0.00,Contribution,,C00796672,,,RAMIREZ,DELIA,,,,H,IL,03,,,,,,,,
