form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00681221,B865760,,,COM,Transport & Luxe Concierge LLC dba 3D Mobile Marke,,,,,,2424 Yale St,,Houston,TX,77008,P2024,,2024-02-09,8500.00,,State House I.E.,011,,,,Thibodeau,Angeanette,,,,,TX,39,,,,,,,,
SB29,C00681221,B866685,,,COM,Clear Channel Inc.,,,,,, 4830 N Loop 1604 W,,San Antonio,TX,78249,P2024,,2024-02-16,16526.35,,State House I.E.,011,,,,Thibodeau,Angeanette,,,,,TX,39,,,,,,,,
SB29,C00681221,B866696,,,COM,Neighborhood Assistance Corporation of America (NA,,,,,,"225 Centre Street, Suite 100",,Boston,MA,02119,P2024,,2024-02-16,28110.00,,State House I.E.,011,,,,Thibodeau,Angeanette,,,,,TX,39,,,,,,,,
SB29,C00681221,B866669,,,COM,Sprint2Print,,,,,,"8748 Clay Rd., Suite 300",,Houston,TX,77080,P2024,,2024-02-22,1975.56,,State House I.E.,011,,,,Thibodeau,Angeanette,,,,,TX,39,,,,,,,,
SB29,C00681221,B866915,,,COM,Neighborhood Assistance Corporation of America (NA,,,,,,"225 Centre Street, Suite 100",,Boston,MA,02119,P2024,,2024-02-28,15352.50,,Non-Federal IE Committee,011,,,,,,,,,,, ,,,,,,,,
SB29,C00681221,B867266,,,COM,Copy Zone,,,,,,440 Little York Rd,,Houston,TX,77076,P2024,,2024-03-04,2598.00,,State House I.E.,011,,,,Thibodeau,Angeanette,,,,,TX,39,,,,,,,,
SB29,C00681221,B867452,,,COM,Neighborhood Assistance Corporation of America (NA,,,,,,"225 Centre Street, Suite 100",,Boston,MA,02119,O2024,Runoff Primary,2024-03-07,39288.71,,State House I.E.,011,,,,Thibodeau,Angeanette,,,,,TX,39,,,,,,,,
SB29,C00681221,B869760,,,COM,Neighborhood Assistance Corporation of America (NA,,,,,,"225 Centre Street, Suite 100",,Boston,MA,02119,O2024,Runoff Primary,2024-03-20,975.00,,State House I.E.,011,,,,Thibodeau,Angeanette,,,,,TX,39,,,,,,,,
SB29,C00681221,B869761,,,COM,Sprint2Print,,,,,,"8748 Clay Rd., Suite 300",,Houston,TX,77080,O2024,Runoff Primary,2024-03-25,1975.56,,State House I.E.,011,,,,Thibodeau,Angeanette,,,,,TX,39,,,,,,,,
SB29,C00681221,B869763,,,COM,Green House International Church,,,,,,200 W. Greens Road,,Houston,TX,77067,O2024,Runoff Primary,2024-03-25,1426.81,,State House I.E.,011,,,,Thibodeau,Angeanette,,,,,TX,39,,,,,,,,
