form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00565630,SB23.5947,,,CCM,ANDY HARRIS FOR CONGRESS,,,,,,PO BOX 6,,CAMBRIDGE,MD,21613,G2024,,2024-10-15,5000.00,,Political Contribution,011,C00435974,ANDY HARRIS FOR CONGRESS,,,,,,,H,MD,01,,,,,,,,
SB23,C00565630,SB23.5953,,,CCM,CISCOMANI FOR CONGRESS,,,,,,PO BOX 35103,,TUCSON,AZ,85740,G2024,,2024-10-15,2000.00,,Political Contribution,011,C00786194,CISCOMANI FOR CONGRESS,,,,,,,H,AZ,06,,,,,,,,
SB23,C00565630,SB23.5951,,,CCM,DON BACON FOR CONGRESS,,,,,,P.O. BOX 391368,,OMAHA,NE,68139,G2024,,2024-10-15,2000.00,,Political Contribution,011,C00575167,DON BACON FOR CONGRESS,,,,,,,H,NE,02,,,,,,,,
SB23,C00565630,SB23.5935,,,CCM,JAMES MOYLAN FOR CONGRESS,,,,,,P.O. BOX 6394,,HAGATNA,GU,96931,G2024,,2024-10-08,1000.00,,Political  Contribution,011,C00809343,JAMES MOYLAN FOR CONGRESS,,,,,,,H,GU,01,,,,,,,,
SB23,C00565630,SB23.5952,,,CCM,KEAN FOR CONGRESS,,,,,,PO BOX 999,,Edison,NJ,08818,G2024,,2024-10-15,2000.00,,Political Contribution,011,C00703058,KEAN FOR CONGRESS,,,,,,,H,NJ,07,,,,,,,,
SB23,C00565630,SB23.5956,,,CCM,KIGGANS FOR CONGRESS,,,,,,P.O. BOX 5042,,VIRGINIA BEACH,VA,23471,G2024,,2024-10-15,2000.00,,Political Contribution,011,C00776120,KIGGANS FOR CONGRESS,,,,,,,H,VA,02,,,,,,,,
SB23,C00565630,SB23.5957,,,CCM,MARC FOR US INC.,,,,,,PO BOX 5158,,POUGHKEEPSIE,NY,12602,G2024,,2024-10-15,2000.00,,Political Controbution,011,C00789586,MARC FOR US INC.,,,,,,,H,NY,19,,,,,,,,
SB23,C00565630,SB23.5958,,,CCM,MERRIN FOR CONGRESS,,,,,,PO BOX 75,,MONCLOVA,OH,43542,G2024,,2024-10-15,2000.00,,Political Contribution,011,C00863829,MERRIN FOR CONGRESS,,,,,,,H,OH,09,,,,,,,,
SB23,C00565630,SB23.5934,,,CCM,MICHELLE STEEL FOR CONGRESS,,,,,,9070 IRVINE CENTER DRIVE,SUITE 150,IRVINE,CA,92618,G2024,,2024-10-01,2500.00,,Political Contribution,011,C00704981,MICHELLE STEEL FOR CONGRESS,,,,,,,H,CA,45,,,,,,,,
SB23,C00565630,SB23.5940,,,CAN,,NEWHOUSE,DAN,,,,2521 S EMERALD RD,,SUNNYSIDE,WA,98944,G2024,,2024-10-15,2500.00,,Political Congtribution,011,,,H4WA04104,NEWHOUSE,DAN,,,,H,WA,04,,,,,,,,
SB23,C00565630,SB23.5946,,,CCM,PATRIOTS FOR PERRY,,,,,,4075 LINGLESTOWN ROAD,PMB 119,HARRISBURG,PA,17112,G2024,,2024-10-15,2000.00,,Political Contribution,011,C00510164,PATRIOTS FOR PERRY,,,,,,,H,PA,10,,,,,,,,
SB23,C00565630,SB23.5931,,,CCM,SCOTT BAUGH FOR CONGRESS,,,,,,4040 MACARTHUR BOULEVARD,SUITE 200,NEWPORT BEACH,CA,92660,G2024,,2024-10-01,2500.00,,Political Contribution,011,C00798322,SCOTT BAUGH FOR CONGRESS,,,,,,,H,CA,47,,,,,,,,
SB23,C00565630,SB23.5954,,,CCM,VALADAO FOR CONGRESS,,,,,,5132 N PALM AVE #227,,FRESNO,CA,93704,G2024,,2024-10-15,3000.00,,Political Contribution,011,C00499392,VALADAO FOR CONGRESS,,,,,,,H,CA,21,,,,,,,,
