form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00570168,SB21B.8738,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,02144,G2024,,2024-07-07,21.74,,Credit card fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00570168,SB21B.8739,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,02144,G2024,,2024-07-14,117.55,,Credit card fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00570168,SB21B.8740,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,02144,G2024,,2024-07-21,196.01,,Credit card fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00570168,SB21B.8743,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,02144,G2024,,2024-07-28,56.38,,Credit card fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00570168,SB21B.8744,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,02144,G2024,,2024-07-31,10.89,,Credit card fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00570168,SB21B.8745,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,02144,G2024,,2024-08-04,7.92,,Credit card fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00570168,SB21B.8746,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,02144,G2024,,2024-08-11,15.62,,Credit card fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00570168,SB21B.8747,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,02144,G2024,,2024-08-18,22.00,,Credit card fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00570168,SB21B.8748,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,02144,G2024,,2024-08-25,38.00,,Credit card fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00570168,SB21B.8749,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,02144,G2024,,2024-08-31,53.03,,Credit card fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00570168,SB21B.8750,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,02144,G2024,,2024-09-01,1.98,,Credit card fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00570168,SB21B.8751,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,02144,G2024,,2024-09-08,59.89,,Credit card fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00570168,SB21B.8752,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,02144,G2024,,2024-09-15,42.35,,Credit card fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00570168,SB21B.8753,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,02144,G2024,,2024-09-22,72.95,,Credit card fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00570168,SB21B.8754,,,ORG,ActBlue,,,,,,366 Summer St,,Somerville,MA,02144,G2024,,2024-09-29,68.18,,Credit card fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00570168,SB21B.8755,,,ORG,Amazon.com,,,,,,410 Terry Ave N,,Seattle,WA,98109,G2024,,2024-08-01,186.37,,Office supplies,001,,,,,,,,,,,,,,,,,,,
SB21B,C00570168,SB21B.8756,,,ORG,Amazon.com,,,,,,410 Terry Ave N,,Seattle,WA,98109,G2024,,2024-08-16,305.35,,Office supplies,001,,,,,,,,,,,,,,,,,,,
