form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21b,C00193854,6459534,,,ORG,Elavon Merchant Services,,,,,,7300 Chapman Hwy,,Knoxville,TN,379206612,,,2023-01-03,150.44,0.00,Merchant Fees,003,,,,,,,,,,,,,,,,,,,Merchant Fees
SB21b,C00193854,6459535,,,ORG,Wells Fargo,,,,,,1753 Pinnacle Drive,3rd Floor,Mc Lean,VA,22102,,,2023-01-11,118.41,0.00,Bank Service Charge,001,,,,,,,,,,,,,,,,,,,Bank Service Charge
SB21b,C00193854,6459536,,,ORG,Elavon Merchant Services,,,,,,7300 Chapman Hwy,,Knoxville,TN,379206612,,,2023-02-01,150.93,0.00,Merchant Fees,003,,,,,,,,,,,,,,,,,,,Merchant Fees
SB21b,C00193854,6459537,,,ORG,Wells Fargo,,,,,,1753 Pinnacle Drive,3rd Floor,Mc Lean,VA,22102,,,2023-02-13,103.15,0.00,Bank Service Charge,001,,,,,,,,,,,,,,,,,,,Bank Service Charge
SB21b,C00193854,6459538,,,ORG,Elavon Merchant Services,,,,,,7300 Chapman Hwy,,Knoxville,TN,379206612,,,2023-03-01,247.08,0.00,Merchant Fees,003,,,,,,,,,,,,,,,,,,,Merchant Fees
SB21b,C00193854,6459539,,,ORG,Wells Fargo,,,,,,1753 Pinnacle Drive,3rd Floor,Mc Lean,VA,22102,,,2023-03-13,109.05,0.00,Bank Service Charge,001,,,,,,,,,,,,,,,,,,,Bank Service Charge
SB21b,C00193854,6459541,,,ORG,Square,,,,,,1455 Market Street,,San Francisco,CA,94103,,,2023-03-27,58.68,0.00,Vendor Fees,003,,,,,,,,,,,,,,,,,,,Vendor Fees
SB21b,C00193854,6459542,,,ORG,"QGiv, Inc.",,,,,,53 Lake Morton Dr.,,Lakeland,FL,33801,,,2023-04-03,13.53,0.00,Vendor Fees,003,,,,,,,,,,,,,,,,,,,Vendor Fees
SB21b,C00193854,6459543,,,ORG,Elavon Merchant Services,,,,,,7300 Chapman Hwy,,Knoxville,TN,379206612,,,2023-04-03,420.79,0.00,Merchant Fees,003,,,,,,,,,,,,,,,,,,,Merchant Fees
SB21b,C00193854,6459544,,,ORG,Wells Fargo,,,,,,1753 Pinnacle Drive,3rd Floor,Mc Lean,VA,22102,,,2023-04-11,114.05,0.00,Bank Service Charge,001,,,,,,,,,,,,,,,,,,,Bank Service Charge
SB21b,C00193854,6459545,,,ORG,Elavon Merchant Services,,,,,,7300 Chapman Hwy,,Knoxville,TN,379206612,,,2023-05-01,389.28,0.00,Merchant Fees,003,,,,,,,,,,,,,,,,,,,Merchant Fees
SB21b,C00193854,6459546,,,ORG,Wells Fargo,,,,,,1753 Pinnacle Drive,3rd Floor,Mc Lean,VA,22102,,,2023-05-11,127.90,0.00,Bank Service Charge,001,,,,,,,,,,,,,,,,,,,Bank Service Charge
SB21b,C00193854,6459547,,,ORG,Elavon Merchant Services,,,,,,7300 Chapman Hwy,,Knoxville,TN,379206612,,,2023-06-01,225.84,0.00,Merchant Fees,003,,,,,,,,,,,,,,,,,,,Merchant Fees
SB21b,C00193854,6459548,,,ORG,Wells Fargo,,,,,,1753 Pinnacle Drive,3rd Floor,Mc Lean,VA,22102,,,2023-06-12,120.86,0.00,Bank Service Charge,001,,,,,,,,,,,,,,,,,,,Bank Service Charge
