form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00785774,SB21B.5052,,,ORG,ActBlue Technical Services,,,,,,322 Summer St,,Somerville,MA,02144,,,2024-01-31,251.45,,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.5053,,,ORG,ActBlue Technical Services,,,,,,322 Summer St,,Somerville,MA,02144,,,2024-02-29,21.52,,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.5054,,,ORG,ActBlue Technical Services,,,,,,322 Summer St,,Somerville,MA,02144,,,2024-03-31,116.74,,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4873,,,ORG,American Express,,,,,,200 Vesey St.,,New York,NY,10281,,,2024-03-04,4608.47,,Itemized Transactions Below,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4873.0,SB21B.4873,SB21B,ORG,Shopify,,,,,,151 O'Connor Street,,"Ottawa, Canada K2P 2L8",,,,,2024-03-04,128.45,,Promotional Materials,,,,,,,,,,,,,,,,,,,X,
SB21B,C00785774,SB21B.4873.1,SB21B.4873,SB21B,ORG,Lampe-Farley Communications,,,,,,"235 Ponce de Leon Place, M-103",,Decatur,GA,30030,,,2024-03-04,3003.00,,Website Design,,,,,,,,,,,,,,,,,,,X,
SB21B,C00785774,SB21B.4873.2,SB21B.4873,SB21B,ORG,American Express,,,,,,200 Vesey St.,,New York,NY,10281,,,2024-03-04,204.36,,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,X,
SB21B,C00785774,SB21B.4854,,,ORG,Atlanta Black Chambers,,,,,,384 Northyards Boulevard NW,,Atlanta,GA,30313,,,2024-02-14,295.00,,Membership Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4841,,,ORG,Black Box Political Consulting,,,,,,39 Audobon Dr.,,Amherst,VA,14226,,,2024-02-02,250.00,,Public Relations Consulting & Event Planning,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4811,,,ORG,Crown Plaza New Orleans,,,,,,739 Canal St.,,New Orleans,LA,70130,,,2024-01-08,379.33,,Travel Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4804,,,ORG,Enterprise Rent-a-Car,,,,,,600 Corporate Park Drive,,Saint Louis,MO,63105,,,2024-01-02,205.81,,Travel Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4813,,,ORG,Enterprise Rent-a-Car,,,,,,600 Corporate Park Drive,,Saint Louis,MO,63105,,,2024-01-08,66.45,,Travel Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4907,,,ORG,Holiday Inn Express,,,,,,317 K St NW,,Washington,DC,20001,,,2024-03-14,1209.48,,Travel Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.5065,,,ORG,Kappa Alpha Psi,,,,,,2322-24 North Broad Street,,Philadelphia,PA,19132,,,2024-02-26,206.28,,Event Registration Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4917,,,ORG,Marriott Louisville,,,,,,280 W Jefferson St,,Louisville,KY,40202,,,2024-03-26,402.42,,Travel Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4826,,,ORG,OSOB Transportation,,,,,,3722 BEL PRE RD APT #6,,Silver Spring,MD,20906,,,2024-01-23,1090.00,,Transportation Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4886,,,ORG,Q Street Compliance,,,,,,PO Box 40293,,Washington,DC,20016,,,2024-03-11,1332.50,,Financial Compliance Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00785774,SB21B.4833,,,IND,,Raxton,Martin,William,,,4469 Cabinwood Turn,,Douglasville,GA,30135,,,2024-02-05,1000.00,,Fundraising Expenses,,,,,,,,,,,,,,,,,,,,
