form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00348540,500100472,,,ORG,1199 SEIU United Healthcare Workers East,,,,,,498 Seventh Ave,,New York,NY,10018,P2024,,2024-08-03,940.00,,1266.62,Sign Production for Event,,,S,P00009423,Harris,Kamala,,,,P,00,NY,Schaub,Helen,,,,2024-10-15,X,*
SE,C00348540,500100471,,,ORG,1199 SEIU United Healthcare Workers East,,,,,,498 Seventh Ave,,New York,NY,10018,G2024,,2024-09-10,59.90,,9007.96,Palm Card Production,,,S,P00009423,Harris,Kamala,,,,P,,,Schaub,Helen,,,,2024-10-15,X,*
SE,C00348540,500100473,,,ORG,1199 SEIU United Healthcare Workers East,,,,,,498 Seventh Ave,,New York,NY,10018,G2024,,2024-09-14,60.00,,9007.96,Production of Car Magnets,,,S,P00009423,Harris,Kamala,,,,P,,,Schaub,Helen,,,,2024-10-15,X,*
SE,C00348540,500100474,,,ORG,1199 SEIU United Healthcare Workers East,,,,,,498 Seventh Ave,,New York,NY,10018,G2024,,2024-09-21,60.00,,9007.96,Production of Car Magnets,,,S,P00009423,Harris,Kamala,,,,P,,,Schaub,Helen,,,,2024-10-15,X,*
SE,C00348540,500138867,,,ORG,N.G Slater Corp.,,,,,,42 W 38th St,Rm 901,New York,NY,100186209,P2024,,2024-08-03,326.62,,1266.62,Banner Production for Event,,,S,P00009423,Harris,Kamala,,,,P,00,NY,Schaub,Helen,,,,2024-10-15,X,*
SE,C00348540,500100462,,,ORG,N.G Slater Corp.,,,,,,42 W 38th St,Rm 901,New York,NY,100186209,G2024,,2024-09-21,106.53,,9007.96,Production of Pins,,,S,P00009423,Harris,Kamala,,,,P,,,Schaub,Helen,,,,2024-10-15,X,*
SE,C00348540,500138858,,,ORG,N.G Slater Corp.,,,,,,42 W 38th St,Rm 901,New York,NY,100186209,G2024,,2024-09-21,4343.20,,9007.96,Production of T-Shirts,,,S,P00009423,Harris,Kamala,,,,P,,,Schaub,Helen,,,,2024-10-15,X,*
SE,C00348540,500138862,,,ORG,N.G Slater Corp.,,,,,,42 W 38th St,Rm 901,New York,NY,100186209,G2024,,2024-09-21,2878.33,,9007.96,Production of T-Shirts,,,S,P00009423,Harris,Kamala,,,,P,,,Schaub,Helen,,,,2024-10-15,X,*
SE,C00348540,500100470,,,ORG,"SEIU-CC, LLC",,,,,,498 SEVENTH Ave,Fl 16,New York,NY,10018,G2024,,2024-09-10,500.00,,9007.96,Call Center Facility and Software,,,S,P00009423,Harris,Kamala,,,,P,,,Schaub,Helen,,,,2024-10-15,X,*
SE,C00348540,500138863,,,ORG,"SEIU-CC, LLC",,,,,,498 SEVENTH Ave,Fl 16,New York,NY,10018,G2024,,2024-09-25,1000.00,,9007.96,Call Center Facility and Software,,,S,P00009423,Harris,Kamala,,,,P,,,Schaub,Helen,,,,2024-10-15,X,*
