form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00625111,500254947,,,ORG,Clinton for Virginia,,,,,,PO Box 4305,,Suffolk,VA,234394305,G2023,,2023-10-18,5000.00,0.00,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00625111,500255346,,,ORG,COLE FOR VA,,,,,,PO Box 73,,Fredericksburg,VA,224040073,G2023,,2023-10-30,500.00,0.00,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00625111,500255298,,,ORG,FRIENDS OF DON SCOTT,,,,,,355 Crawford St,Ste 704,Portsmouth,VA,237042831,G2023,,2023-10-26,2500.00,0.00,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00625111,500255299,,,COM,Friends of Monty Mason,,,,,,PO Box 232,,Williamsburg,VA,231870232,G2023,,2023-10-26,1000.00,0.00,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00625111,500255300,,,ORG,FRIENDS OF RUSSET PERRY,,,,,,PO Box 6434,,Leesburg,VA,201787472,G2023,,2023-10-26,1000.00,0.00,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00625111,500255347,,,ORG,Jarris Taylor for Delegate,,,,,,PO Box 922,,Yorktown,VA,236920922,G2023,,2023-10-30,500.00,0.00,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00625111,500255348,,,ORG,Jeion Ward for Delegate,,,,,,2101 Executive Dr,Ste 335,Hampton,VA,236662404,G2023,,2023-10-30,500.00,0.00,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00625111,500255349,,,ORG,KAREN FOR VIRGINIA,,,,,,438 N Main St,,Suffolk,VA,234344425,G2023,,2023-10-30,500.00,0.00,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00625111,500253161,,,COM,Locke For Senate,,,,,,PO Box 3006,,Hampton,VA,236630006,G2023,,2023-09-26,2500.00,0.00,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00625111,500255301,,,COM,Locke For Senate,,,,,,PO Box 3006,,Hampton,VA,236630006,G2023,,2023-10-26,2500.00,0.00,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00625111,500255350,,,ORG,Lucas for Senate,,,,,,PO Box 700,,Portsmouth,VA,237050700,G2023,,2023-10-30,1000.00,0.00,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00625111,500255351,,,ORG,MARISTA ALGER FOR SCHOOL BOARD,,,,,,PO Box 1644,,Newport News,VA,236010644,G2023,,2023-10-30,500.00,0.00,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00625111,500255352,,,ORG,MICHAEL FEGGANS FOR VIRGINIA,,,,,,900 Commonwealth Pl,Pmb 21,Virginia Beach,VA,234644517,G2023,,2023-10-30,500.00,0.00,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00625111,500255353,,,ORG,NADARIUS CLARK FOR DELEGATE,,,,,,PO Box 829,,Suffolk,VA,234390829,G2023,,2023-10-30,500.00,0.00,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00625111,500255354,,,ORG,PHIL FOR VA,,,,,,PO Box 8927,,Norfolk,VA,235030927,G2023,,2023-10-30,500.00,0.00,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00625111,500255355,,,ORG,Rouse for Senate,,,,,,PO Box 2864,,Virginia Beach,VA,234502864,G2023,,2023-10-30,500.00,0.00,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00625111,500255356,,,COM,Simonds for Delegate,,,,,,PO Box 2296,,Newport News,VA,236090296,G2023,,2023-10-30,500.00,0.00,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
SB29,C00625111,500255302,,,ORG,TRISH WHITE-BOYD FOR SENATE,,,,,,324 Washington Ave SW,Ste 202,Roanoke,VA,240164345,G2023,,2023-10-26,1000.00,0.00,CONTRIBUTION,,,,,,,,,,,,,,,,,,,,
