form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00865444,500174100,,,ORG,Ryegrass,,,,,,3616 The Strand,Apt B,Manhattan Beach,CA,902663276,G2024,,2024-10-23,625.00,2024-11-13,41503771.74,Online Content & Production,,,S,S8NV00156,Rosen,Jacky,,,,S,00,NV,Lambe,Rebecca,,,,2025-02-14,
SE,C00865444,500174200,,,ORG,Waterfront Strategies,,,,,,3050 K St NW,Ste 100,Washington,DC,200075161,G2024,,2024-10-29,3842466.69,2024-10-25,41503771.74,Media Buy,,,O,S2NV00308,Brown,Sam,,,,S,00,NV,Lambe,Rebecca,,,,2025-02-14,
SE,C00865444,500173400,,,ORG,C Plus K LLC,,,,,,1640 Rhode Island Ave NW,Ste 600,Washington,DC,200363229,G2024,,2024-10-17,373340.00,2024-10-17,24995957.97,Digital Media Buy,,,O,S4AZ00220,Lake,Kari,,,,S,00,AZ,Lambe,Rebecca,,,,2025-02-14,
SE,C00865444,500173600,,,ORG,Waterfront Strategies,,,,,,3050 K St NW,Ste 100,Washington,DC,200075161,G2024,,2024-10-19,7358.54,2024-10-19,63032047.23,Media Production Costs,,,O,S2PA00661,McCormick,Dave,,,,S,00,PA,Lambe,Rebecca,,,,2025-02-14,
SE,C00865444,500174210,,,ORG,Waterfront Strategies,,,,,,3050 K St NW,Ste 100,Washington,DC,200075161,G2024,,2024-10-29,3281.28,2024-11-13,23501312.21,Media Production Costs,,,O,S4MT00183,Sheehy,Tim,,,,S,00,MT,Lambe,Rebecca,,,,2025-02-14,
SE,C00865444,500173920,,,ORG,C Plus K LLC,,,,,,1640 Rhode Island Ave NW,Ste 600,Washington,DC,200363229,G2024,,2024-10-21,17521.11,2024-10-31,41503771.74,Digital Media Production Costs,,,O,S2NV00308,Brown,Sam,,,,S,00,NV,Lambe,Rebecca,,,,2025-02-14,
SE,C00865444,500174220,,,ORG,Trilogy Interactive LLC,,,,,,PO Box 4177,,Mountain View,CA,940400177,G2024,,2024-10-29,575000.00,2024-10-23,11463021.83,Digital Media Buy,,,S,S4TX00722,Allred,Colin,,,,S,00,TX,Lambe,Rebecca,,,,2025-02-14,
SE,C00865444,500174120,,,ORG,Peters Consulting LLC,,,,,,4531 Hollywood Blvd,,Los Angeles,CA,900274355,G2024,,2024-10-24,200.00,2024-11-14,22707276.42,Online Content & Production,,,S,S4MI00470,Slotkin,Elissa,,,,S,00,MI,Lambe,Rebecca,,,,2025-02-14,
SE,C00865444,500174230,,,PAC,"MVAR Media, LLC",,,,,,1199 N Fairfax St,Ste 220,Alexandria,VA,223141437,G2024,,2024-10-30,50000.00,2024-10-30,22707276.42,Digital Media Buy,,,S,S4MI00470,Slotkin,Elissa,,,,S,00,MI,Lambe,Rebecca,,,,2025-02-14,
SE,C00865444,500174130,,,ORG,Gambit Strategies,,,,,,2939 Van Ness St NW,Apt 1006,Washington,DC,200084605,G2024,,2024-10-25,6300.00,2024-11-13,63032047.23,Digital Media Production Costs,,,S,S6PA00217,Casey,Robert,P.,,Jr.,S,00,PA,Lambe,Rebecca,,,,2025-02-14,
SE,C00865444,500174140,,,ORG,Ryegrass,,,,,,3616 The Strand,Apt B,Manhattan Beach,CA,902663276,G2024,,2024-10-25,1750.00,2024-11-13,24995957.97,Online Content & Production,,,O,S4AZ00220,Lake,Kari,,,,S,00,AZ,Lambe,Rebecca,,,,2025-02-14,
SE,C00865444,500173940,,,PAC,"MVAR Media, LLC",,,,,,1199 N Fairfax St,Ste 220,Alexandria,VA,223141437,G2024,,2024-10-22,698796.54,2024-10-18,22707276.42,Digital Media Buy,,,O,S4MI00595,Rogers,Michael,,,,S,00,MI,Lambe,Rebecca,,,,2025-02-14,
SE,C00865444,500174150,,,ORG,Waterfront Strategies,,,,,,3050 K St NW,Ste 100,Washington,DC,200075161,G2024,,2024-10-25,6847.93,2024-11-13,23501312.21,Media Production Costs,,,O,S4MT00183,Sheehy,Tim,,,,S,00,MT,Lambe,Rebecca,,,,2025-02-14,
SE,C00865444,500174250,,,ORG,C Plus K LLC,,,,,,1640 Rhode Island Ave NW,Ste 600,Washington,DC,200363229,G2024,,2024-10-31,750.00,2024-11-13,41503771.74,Digital Media Production Costs,,,O,S2NV00308,Brown,Sam,,,,S,00,NV,Lambe,Rebecca,,,,2025-02-14,
SE,C00865444,500173950,,,ORG,Waterfront Strategies,,,,,,3050 K St NW,Ste 100,Washington,DC,200075161,G2024,,2024-10-22,549634.50,2024-10-17,41503771.74,Media Buy,,,O,S2NV00308,Brown,Sam,,,,S,00,NV,Lambe,Rebecca,,,,2025-02-14,
SE,C00865444,500173560,,,ORG,"Message Audience & Presentation, Inc.",,,,,,2400 S 4th St,,Austin,TX,787045306,G2024,,2024-10-18,8593.82,2024-10-30,24995957.97,Media Production Costs,,,O,S4AZ00220,Lake,Kari,,,,S,00,AZ,Lambe,Rebecca,,,,2025-02-14,
