form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00488387,500131684,,,PAC,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2023-03-06,175.78,0.00,PAC Credit Card Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00488387,500131806,,,PAC,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2023-03-13,221.20,0.00,PAC Credit Card Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00488387,500132023,,,PAC,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2023-03-20,98.75,0.00,PAC Credit Card Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00488387,500132024,,,PAC,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2023-03-27,20.35,0.00,PAC Credit Card Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00488387,500132145,,,PAC,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2023-03-31,114.55,0.00,PAC Credit Card Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00488387,500132030,,,ORG,Chase Bank,,,,,,270 Park Ave,,New York,NY,100172014,,,2023-03-01,65.00,0.00,PAC Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00488387,500132031,,,ORG,Chase Bank,,,,,,270 Park Ave,,New York,NY,100172014,,,2023-03-06,15.00,0.00,PAC Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00488387,500132032,,,ORG,Chase Bank,,,,,,270 Park Ave,,New York,NY,100172014,,,2023-03-13,15.00,0.00,PAC Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00488387,500132033,,,ORG,Chase Bank,,,,,,270 Park Ave,,New York,NY,100172014,,,2023-03-20,15.00,0.00,PAC Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00488387,500132034,,,ORG,Chase Bank,,,,,,270 Park Ave,,New York,NY,100172014,,,2023-03-27,15.00,0.00,PAC Bank Fees,,,,,,,,,,,,,,,,,,,,
