form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00325076,SB21B.38829,,,ORG,ADVANCED BUSINESS LLC,,,,,,1069 WEST BROAD STREET #766,,FALLS CHURCH,VA,22046,,,2024-12-06,700.00,,PAC COMPUTER SUPPORT SERVICES,,,,,,,,,,,,,,,,,,,,
SB21B,C00325076,SB21B.38834,,,ORG,ADVANCED BUSINESS LLC,,,,,,1069 WEST BROAD STREET #766,,FALLS CHURCH,VA,22046,,,2024-12-31,1400.00,,PAC COMPUTER SUPPORT SERVICES,,,,,,,,,,,,,,,,,,,,
SB21B,C00325076,SB21B.38825,,,ORG,AMERICAN VALUES,,,,,,2800 S SHIRLINGTON RD #950,,ARLINGTON,VA,22206,,,2024-12-01,549.34,,PAC RENT,,,,,,,,,,,,,,,,,,,,
SB21B,C00325076,SB21B.38814,,,ORG,AUTHORIZE.NET,,,,,,P.O. BOX 8999,,SAN FRANCISCO,CA,94128,,,2024-12-03,32.60,,PAC BANK FEE,,,,,,,,,,,,,,,,,,,,
SB21B,C00325076,SB21B.38816,,,ORG,AUTHORIZE.NET,,,,,,P.O. BOX 8999,,SAN FRANCISCO,CA,94128,,,2024-12-16,1.40,,PAC BANK FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00325076,SB21B.38820,,,ORG,AUTHORIZE.NET,,,,,,P.O. BOX 8999,,SAN FRANCISCO,CA,94128,,,2024-12-24,2.15,,PAC BANK FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00325076,SB21B.38822,,,ORG,COMCAST,,,,,,P.O. BOX 3005,,SOUTHEASTERN,PA,19398,,,2024-11-29,310.39,,PAC COMPUTER SERVICES,,,,,,,,,,,,,,,,,,,,
SB21B,C00325076,SB21B.38835,,,ORG,COMCAST,,,,,,P.O. BOX 3005,,SOUTHEASTERN,PA,19398,,,2024-12-31,310.39,,PAC COMPUTER SERVICES,,,,,,,,,,,,,,,,,,,,
SB21B,C00325076,SB21B.38818,,,ORG,CONSTANT CONTACT,,,,,,1601 Trapelo Road,Reservoir Place,Waltham,MA,02451,,,2024-12-20,20.00,,PAC DUES & SUBSCRIPTIONS,,,,,,,,,,,,,,,,,,,,
SB21B,C00325076,SB21B.38832,,,ORG,DEER PARK,,,,,,P.O. BOX 52271,,PHOENIX,AZ,85072,,,2024-12-20,96.32,,PAC OFFICE EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00325076,SB21B.38819,,,ORG,HELLER INFORMATION SERVICES,,,,,,"30 W GUDE DR, #220",,ROCKVILLE,MD,20850,,,2024-12-20,425.56,,PAC COMPUTER SERVICES,,,,,,,,,,,,,,,,,,,,
SB21B,C00325076,SB21B.38836,,,ORG,HUBERSPACE,,,,,,704 DONALDSON LANE SE,,LEESBURG,VA,20175,,,2024-12-31,300.00,,PAC WEBSITE SUPPORT,,,,,,,,,,,,,,,,,,,,
SB21B,C00325076,SB21B.38821,,,ORG,J&J PRINTING,,,,,,5540 PORT ROYAL ROAD,,SPRINGFIELD,VA,22151,,,2024-11-26,300.00,,PAC POSTAGE CHRISTMAS CARD,,,,,,,,,,,,,,,,,,,,
SB21B,C00325076,SB21B.38828,,,ORG,J&J PRINTING,,,,,,5540 PORT ROYAL ROAD,,SPRINGFIELD,VA,22151,,,2024-12-03,479.12,,PAC DIRECT MAIL PRINTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00325076,SB21B.38838,,,ORG,LPS,,,,,,P.O. BOX 2325,,FAIRFAX,VA,22031,,,2024-12-06,174.44,,PAC DATA PROCESSING SERVICES,,,,,,,,,,,,,,,,,,,,
SB21B,C00325076,SB21B.38831,,,ORG,LPS,,,,,,P.O. BOX 2325,,FAIRFAX,VA,22031,,,2024-12-20,819.88,,PAC DIRECT MAIL PRINTING ,,,,,,,,,,,,,,,,,,,,
SB21B,C00325076,SB21B.38817,,,ORG,Mailchimp,,,,,,512 Means Street #404,,Atlanta,GA,30318,,,2024-12-20,132.00,,PAC DUES & SUBSCRIPTIONS,,,,,,,,,,,,,,,,,,,,
SB21B,C00325076,SB21B.38826,,,IND,,MOELLER,BILL,,MR,,11204 HOLLINS CT,,FREDERICKSBRG,VA,22407,,,2024-12-01,1500.00,,PAC CONSULTING WRITER/RESEARCHER,,,,,,,,,,,,,,,,,,,,
SB21B,C00325076,SB21B.38823,,,ORG,THE HARTFORD,,,,,,P.O. BOX 660916,,DALLAS,TX,75266,,,2024-11-29,1974.00,,PAC BUSINESS INSURANCE PREMIUM,,,,,,,,,,,,,,,,,,,,
