form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00139279,48585008,,,ORG,Internal Revenue Service Center,,,,,,,,Ogden,UT,84201,,,2023-04-14,931.00,0.00,estimated tax payment,001,,,,,,,,,,,,,,,,,,,estimated tax payment
SB29,C00139279,48636907,,,ORG,21st  CENTURY FUND,,,,,,606 Townsend,,Lansing,MI,48933,,,2023-05-12,5000.00,0.00,,012,,,,,,,,,,,,,,,,,,,
SB29,C00139279,48636908,,,PTY,Michigan Democratic Party,,,,,,606 Townsend,,Lansing,MI,48933,,,2023-05-12,5000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB29,C00139279,48645226,,,ORG,Great Lakes PAC,,,,,,P Box Box 1285,,East Lansing,MI,48826,,,2023-05-30,5000.00,0.00,contribution,011,,,,,,,,,,,,,,,,,,,contribution
SB29,C00139279,48869466,,,ORG,Michigan Credit Union League  - Vendor,,,,,,"38695 W Seven Mile Rd, Ste 200",,Livonia,MI,48152,,,2023-04-30,105.00,0.00,bank fees,001,,,,,,,,,,,,,,,,,,,bank fees
SB29,C00139279,48869467,,,ORG,Michigan Credit Union League  - Vendor,,,,,,"38695 W Seven Mile Rd, Ste 200",,Livonia,MI,48152,,,2023-05-31,105.00,0.00,,001,,,,,,,,,,,,,,,,,,,
SB29,C00139279,48869468,,,ORG,Michigan Credit Union League  - Vendor,,,,,,"38695 W Seven Mile Rd, Ste 200",,Livonia,MI,48152,,,2023-05-31,105.00,0.00,,001,,,,,,,,,,,,,,,,,,,
SB29,C00139279,48869470,,,ORG,Michigan Credit Union League  - Vendor,,,,,,"38695 W Seven Mile Rd, Ste 200",,Livonia,MI,48152,,,2023-06-30,105.00,0.00,,001,,,,,,,,,,,,,,,,,,,
SB29,C00139279,48869471,,,ORG,Michigan Credit Union League  - Vendor,,,,,,"38695 W Seven Mile Rd, Ste 200",,Livonia,MI,48152,,,2023-06-30,105.00,0.00,,001,,,,,,,,,,,,,,,,,,,
SB29,C00139279,48869478,,,ORG,Michigan Credit Union League  - Vendor,,,,,,"38695 W Seven Mile Rd, Ste 200",,Livonia,MI,48152,,,2023-04-30,105.00,0.00,,001,,,,,,,,,,,,,,,,,,,
