form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00417493,B-15504,,,ORG,C&E Systems,,,,,,PO Box 42307,,Portland,OR,97242,,,2023-07-13,1671.68,,"FEC compliance, postage",001,,,,,,,,,,,,,,,,,,,
SB21B,C00417493,B-15864,,,ORG,C&E Systems,,,,,,PO Box 42307,,Portland,OR,97242,,,2023-09-11,1396.51,,"FEC compliance, postage",001,,,,,,,,,,,,,,,,,,,
SB21B,C00417493,B-15865,,,ORG,C&E Systems,,,,,,PO Box 42307,,Portland,OR,97242,,,2023-09-11,1397.84,,"FEC compliance, postage",001,,,,,,,,,,,,,,,,,,,
SB21B,C00417493,B-16073,,,ORG,C&E Systems,,,,,,PO Box 42307,,Portland,OR,97242,,,2023-10-18,1396.51,,"FEC compliance, postage",001,,,,,,,,,,,,,,,,,,,
SB21B,C00417493,B-15792,,,IND,,DeFazio,Peter,A,,,PO Box 1316,,Springfield,OR,974770152,,,2023-08-23,1347.02,,reimburse travel expense per detail,002,,,,,,,,,,,,,,,,,,,
SB21B,C00417493,B-16181,,,IND,,DeFazio,Peter,A,,,PO Box 1316,,Springfield,OR,974770152,,,2023-10-26,737.32,,reimburse travel expense per detail,002,,,,,,,,,,,,,,,,,,,
SB21B,C00417493,B-15793,B-15792,,ORG,Hertz,,,,,,PO Box 26120,,Oklahoma City,OK,73126,,,2023-08-21,384.35,,car rental and fuel - reimbursement detail,002,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Peter A. DeFazio
SB21B,C00417493,B-15859,,,ORG,Integrated Solutions: Political - ISP,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2023-07-05,450.00,,database services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417493,B-15860,,,ORG,Integrated Solutions: Political - ISP,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2023-08-02,450.00,,database services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417493,B-15853,,,ORG,Integrated Solutions: Political - ISP,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2023-09-05,450.00,,database services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417493,B-16486,,,ORG,Integrated Solutions: Political - ISP,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2023-10-03,450.00,,database services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417493,B-16487,,,ORG,Integrated Solutions: Political - ISP,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2023-11-02,450.00,,database services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417493,B-16488,,,ORG,Integrated Solutions: Political - ISP,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,,,2023-12-04,450.00,,database services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417493,B-15589,,,ORG,Mandate Media,,,,,,PO Box 80151,,Portland,OR,97280,,,2023-07-27,2950.00,,digital services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417493,B-15647,,,ORG,Mandate Media,,,,,,PO Box 80151,,Portland,OR,97280,,,2023-08-03,2900.00,,digital services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417493,B-16018,,,ORG,Mandate Media,,,,,,PO Box 80151,,Portland,OR,97280,,,2023-10-05,2900.00,,digital services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417493,B-16019,,,ORG,Mandate Media,,,,,,PO Box 80151,,Portland,OR,97280,,,2023-10-05,3500.00,,digital services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417493,B-16342,,,ORG,Mandate Media,,,,,,PO Box 80151,,Portland,OR,97280,,,2023-11-16,3000.00,,digital services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417493,B-16541,,,ORG,Mandate Media,,,,,,PO Box 80151,,Portland,OR,97280,,,2023-12-20,3000.00,,digital services,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417493,B-16182,B-16181,,ORG,Marriott,,,,,,200  Columbus Boulevard,,Hartford,CT,061032807,,,2023-09-23,737.32,,lodging,002,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Peter A. DeFazio
SB21B,C00417493,B-15794,B-15792,,ORG,Semiahmoo Resort,,,,,,9565 Semiahmoo Parkway,,Blaine,WA,98230,,,2023-08-23,962.67,,lodging - reimbursement detail,002,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Peter A. DeFazio
SB21B,C00417493,B-15502,,,ORG,Verizon Wireless,,,,,,PO Box 660108,,Dallas,TX,75266,,,2023-07-13,108.72,,phone and internet,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417493,B-15785,,,ORG,Verizon Wireless,,,,,,PO Box 660108,,Dallas,TX,75266,,,2023-08-21,132.98,,phone and internet,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417493,B-15866,,,ORG,Verizon Wireless,,,,,,PO Box 660108,,Dallas,TX,75266,,,2023-09-11,124.79,,phone and internet,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417493,B-16180,,,ORG,Verizon Wireless,,,,,,PO Box 660108,,Dallas,TX,75266,,,2023-10-26,124.96,,phone and internet,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417493,B-16341,,,ORG,Verizon Wireless,,,,,,PO Box 660108,,Dallas,TX,75266,,,2023-11-16,131.34,,phone and internet,001,,,,,,,,,,,,,,,,,,,
SB21B,C00417493,B-16493,,,ORG,Verizon Wireless,,,,,,PO Box 660108,,Dallas,TX,75266,,,2023-12-14,124.96,,phone and internet,001,,,,,,,,,,,,,,,,,,,
O. Box 441146,,Somerville,MA,02144,,,2023-12-31,24.26,1386.67,Conduit Processing Fees,001,,,,,,,,,,,00,,,,,,,,
