form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00422774,18582440C,,,CCM,Tony Vargas for Congress,,,,,,PO Box 746,,Boys Town,NE,680100746,G2024,,2024-10-17,3300.00,0.00,Conduit Contribution,,C00784371,,,Vargas,Anthony,,,,H,NE,02,,,,,,,,Earmarked by Andrew Gunther
SB23,C00422774,500745760,,,CCM,Cartwright for Congress,,,,,,PO Box 414,,Scranton,PA,185010414,G2024,,2024-10-23,2500.00,0.00,Federal Contribution,,C00509968,,,Cartwright,Matt,,,,H,PA,08,,,,,,,,
SB23,C00422774,18582441C,,,CCM,Janelle Bynum for Congress,,,,,,10121 SE Sunnyside Rd,Ste 300,Clackamas,OR,970155713,G2024,,2024-10-17,3300.00,0.00,Conduit Contribution,,C00843425,,,Bynum,Janelle,,,,H,OR,05,,,,,,,,Earmarked by Andrew Gunther
SB23,C00422774,18580422C,,,CCM,Mary Peltola for Alaska,,,,,,810 N St,Ste 301,Anchorage,AK,995013271,G2024,,2024-10-17,3300.00,0.00,Conduit Contribution,,C00812388,,,Petola,Mary,,,,H,AK,00,,,,,,,,Earmarked by Andrew Gunther
SB23,C00422774,18582442C,,,CCM,Cooke for Congress,,,,,,PO Box 1846,,Eau Claire,WI,547021846,G2024,,2024-10-17,3300.00,0.00,Conduit Contribution,,C00844993,,,Cooke,Rebecca,,,,H,WI,03,,,,,,,,Earmarked by Andrew Gunther
SB23,C00422774,500748762,,,CCM,Whitney Fox for Congress,,,,,,PO Box 49344,,Saint Petersburg,FL,337439344,G2024,,2024-10-29,1500.00,0.00,Federal Contribution,,C00854307,,,Fox,Whitney,,,,H,FL,13,,,,,,,,
SB23,C00422774,18582443C,,,CCM,Marlinga for Congress,,,,,,155 S Main St,Unit 46232,Mount Clemens,MI,480467762,G2024,,2024-10-17,3300.00,0.00,Conduit Contribution,,C00807727,,,Marlinga,Carl,,,,H,MI,10,,,,,,,,Earmarked by Andrew Gunther
SB23,C00422774,18582434C,,,CCM,Friends of Jahana Hayes,,,,,,PO Box 1487,,Waterbury,CT,067211487,G2024,,2024-10-17,3300.00,0.00,Conduit Contribution,,C00677898,,,Hayes,Jahana,,,,H,CT,05,,,,,,,,Earmarked by Andrew Gunther
SB23,C00422774,18582444C,,,CCM,April McClain Delaney for Congress,,,,,,PO Box 83940,,Gaithersburg,MD,208833940,G2024,,2024-10-17,3300.00,0.00,Conduit Contribution,,C00854471,,,Delaney,April,McClain,,,H,MD,06,,,,,,,,Earmarked by Andrew Gunther
SB23,C00422774,500749544,,,CCM,Osborn for Senate,,,,,,7822 Davenport St,,Omaha,NE,681143629,G2024,,2024-11-04,2500.00,0.00,Federal Contribution,,C00850677,,,Osborn,Dan,,,,S,NE,00,,,,,,,,
SB23,C00422774,18582435C,,,CCM,Amish for Arizona,,,,,,PO Box 7070,,Phoenix,AZ,850117070,G2024,,2024-10-17,3300.00,0.00,Conduit Contribution,,C00836502,,,Shah,Amish,,,,H,AZ,01,,,,,,,,Earmarked by Andrew Gunther
SB23,C00422774,18582445C,,,CCM,Monica Tranel for Montana,,,,,,PO Box 9384,,Missoula,MT,598079384,G2024,,2024-10-17,3300.00,0.00,Conduit Contribution,,C00845008,,,Tranel,Monica,,,,H,MT,01,,,,,,,,Earmarked by Andrew Gunther
SB23,C00422774,18582437C,,,CCM,Baccam for Iowa,,,,,,2813 Virginia Pl,,Des Moines,IA,503211536,G2024,,2024-10-17,3300.00,0.00,Conduit Contribution,,C00856021,,,Baccam,Lanon,,,,H,IA,03,,,,,,,,Earmarked by Andrew Gunther
SB23,C00422774,18582438C,,,CCM,Hertel for Michigan,,,,,,PO Box 16037,,Lansing,MI,489016037,G2024,,2024-10-17,3300.00,0.00,Conduit Contribution,,C00844480,,,Hertel,Curtis,,,Jr.,H,MI,07,,,,,,,,Earmarked by Andrew Gunther
SB23,C00422774,500750188,,,CCM,Rosen for Nevada,,,,,,PO Box 46110,,Las Vegas,NV,891146110,E2024,Recount,2024-11-08,5000.00,0.00,Federal Contribution,,C00606939,,,Rosen,Jacky,,,,S,NV,00,,,,,,,,
SB23,C00422774,500745759,,,CCM,Mike Levin for Congress,,,,,,PO Box 2112,,Capistrano Beach,CA,926240112,G2024,,2024-10-23,5000.00,0.00,Federal Contribution,,C00634253,,,Levin,Mike,,,,H,CA,49,,,,,,,,
