form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00171843,11871420,,,CCM,Troy Carter For Congress,,,,,,PO Box 50730,,New Orleans,LA,70150,G2024,,2024-06-03,1000.00,0.00,Contribution,011,C00763649,Troy Carter For Congress,,,,,,,H,LA,02,,,,,,,,Contribution
SB23,C00171843,11871421,,,CCM,Joe Neguse For Congress,,,,,,PO Box 7142,,Boulder,CO,80306,P2024,,2024-06-03,1500.00,0.00,Contribution,011,C00648253,Joe Neguse For Congress,H8CO02160,Neguse,Joe,,Rep.,,H,CO,02,,,,,,,,Contribution
SB23,C00171843,11871422,,,CCM,Nevadans For Steven Horsford,,,,,,PO Box 336664,,North Las Vegas,NV,89033,G2024,,2024-06-03,1000.00,0.00,Contribution,011,C00668228,Nevadans For Steven Horsford,H2NV04011,Horsford,Steven,,Rep.,,H,NV,04,,,,,,,,Contribution
SB23,C00171843,11871704,,,CCM,Nevadans For Steven Horsford,,,,,,PO Box 336664,,North Las Vegas,NV,89033,P2024,,2024-06-03,1500.00,0.00,Contribution,011,C00668228,Nevadans For Steven Horsford,H2NV04011,Horsford,Steven,,Rep.,,H,NV,04,,,,,,,,Contribution
SB23,C00171843,11871723,,,CCM,Terri Sewell For Congress,,,,,,PO Box 1964,,Birmingham,AL,35201,G2024,,2024-06-03,2500.00,0.00,Contribution,011,C00458976,Terri Sewell For Congress,H0AL07086,Sewell,Terri,,Rep.,,H,AL,07,,,,,,,,Contribution
SB23,C00171843,11871724,,,CCM,Friends For Gregory Meeks,,,,,,153-01 Jamaica Avenue,Suite 205,Jamaica,NY,11432,P2024,,2024-06-03,2500.00,0.00,Contribution,011,C00430991,Friends For Gregory Meeks,H8NY06048,Meeks,Gregory,W.,Rep.,,H,NY,05,,,,,,,,Contribution
SB23,C00171843,11871725,,,CCM,Moore For Congress,,,,,,PO Box 16646,,Milwaukee,WI,53216,G2024,,2024-06-03,2500.00,0.00,Contribution,011,C00397505,Moore For Congress,H4WI04183,Moore,Gwen,,Rep.,,H,WI,04,,,,,,,,Contribution
SB23,C00171843,11879503,,,PAC,Granite Values PAC,,,,,,105 N. State Street,,Concord,NH,03301,,,2024-06-25,5000.00,0.00,Contribution,011,C00629311,,,,,,,,,,,,,,,,,,Contribution
SB23,C00171843,11879505,,,COM,Team Hill,,,,,,824 S. Milledge Ave,Suite 101,Athens,GA,30605,,,2024-06-25,10000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB23,C00171843,11879506,,,PAC,Baker PAC,,,,,,3410 Alabama Avenue,,Alexandria,VA,22305,,,2024-06-25,1000.00,0.00,Contribution,011,C00770297,,,,,,,,,,,,,,,,,,Contribution
