form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00838912,500175660,,,ORG,"Democracy Engine, Inc PAC",,,,,,237 Florida Ave NW,,Washington,DC,200011801,,,2023-06-19,3950.30,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00838912,500175651,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2023-05-26,225.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00838912,500175661,,,ORG,Paragon Solutions,,,,,,2141 E Broadway Rd,Ste 202,Tempe,AZ,852821895,,,2023-05-16,924.18,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00838912,500175652,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2023-06-26,335.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00838912,500175662,,,ORG,Paragon Solutions,,,,,,2141 E Broadway Rd,Ste 202,Tempe,AZ,852821895,,,2023-06-30,28581.00,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00838912,1912033I,1912033,SA11AI,IND,,Simons,Nathaniel,,,,812 Mendocino Ave,,Berkeley,CA,947071923,,,2023-06-28,4460.00,0.00,Staff Time & Travel Costs,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00838912,500175653,,,ORG,"Democracy Engine, Inc PAC",,,,,,237 Florida Ave NW,,Washington,DC,200011801,,,2023-05-10,3500.00,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00838912,500175663,,,PTY,DNC Travel Escrow,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2023-05-10,25748.06,0.00,Travel,,C00773911,,,,,,,,,,,,,,,,,,
SB21B,C00838912,500175654,,,ORG,"Democracy Engine, Inc PAC",,,,,,237 Florida Ave NW,,Washington,DC,200011801,,,2023-05-17,5020.29,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00838912,500175664,,,PTY,DNC Travel Escrow,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2023-06-15,31603.00,0.00,Travel,,C00773911,,,,,,,,,,,,,,,,,,
