form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00208322,SB29.17183,,,CCM,Citizens for Gavarone,,,,,,"65 E State St., Suire 270",,Columbus,OH,43215,,,2024-05-28,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.17179,,,CCM,Citizens for McColley,,,,,,15 Lamans Dr.,,Napoleon,OH,43545,,,2024-05-28,1000.00,,,,,,,,,,,,S,OH,01,,,,,,,,
SB29,C00208322,SB29.17187,,,CAN,,Flores,Pete,,,,1 E greenway plaza STE 225,,Houston,TX,77046,,,2024-05-13,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.17196,,,CCM,Friends of Adam Mathews,,,,,,454 Calumet Farms Drive,,Lebanon,OH,45036,,,2024-05-28,350.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.17190,,,CCM,Friends of Bill Reineke,,,,,,4679 Winterset Dr,,Columbus,OH,43220,,,2024-05-28,1000.00,,,,,,,,,,,,S,OH,,,,,,,,,
SB29,C00208322,SB29.17192,,,CCM,Friends of Brian Stewart,,,,,,15075 Home Court,,Ashville,OH,43103,,,2024-05-28,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.17185,,,CCM,Friends of Jerry Cirino,,,,,,8075 N Orchard Dr,,Concord,OH,44077,,,2024-05-28,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.17181,,,PAC,Friends of Susan Manchester,,,,,,2168 Sutter Parkway,,Dublin,OH,43016,,,2024-05-28,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.17175,,,ORG,Friends of Tom Patton,,,,,,17157 Rabbit Run Road,,Strongville,OH,44136,,,2024-05-28,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00208322,SB29.17194,,,CCM,Hazar Ghanbari for Ohio,,,,,,26811 Dogwood Lane,,Perrysburg,OH,43551,,,2024-05-28,350.00,,,,,,,,,,,,,,,,,,,,,,
