form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00795708,SB29.4363,,,ORG,Blount County Republican Party,,,,,,PO Box 6015,,Maryville,TN,37802,O2024,Other,2024-08-07,600.00,,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00795708,SB29.4381,,,ORG,Cheatham County Republican Party,,,,,,PO Box 97,,Kingston Springs,TN,37082,,,2024-09-12,575.00,,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00795708,SB29.4382,,,ORG,Friends of Chad Bobo,,,,,,PO Box 922,,Hermitage,TN,37076,,,2024-09-16,5000.00,,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00795708,SB29.4365,,,ORG,Madison County Republican Party,,,,,,131 Pine Tree Dr,,Jackson,TN,38301,O2024,Other,2024-08-07,620.00,,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00795708,SB29.4380,,,ORG,Madison County Republican Party,,,,,,131 Pine Tree Dr,,Jackson,TN,38301,,,2024-09-12,620.00,,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00795708,SB29.4376,,,ORG,McNairy County Republican Women,,,,,,60 Twin View Cove,,Selmer,TN,38375,,,2024-09-09,320.00,,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00795708,SB29.4360,,,ORG,"Tennessee FFA Foundation, Inc.",,,,,,Box 5034,TTU,Cookeville,TN,38505,O2024,Other,2024-08-06,2000.00,,Donation,012,,,,,,,,,,,,,,,,,,,
SB29,C00795708,SB29.4366,,,ORG,Tennessee Republican Party,,,,,,95 White Bridge Rd,Ste. 414,Nashville,TN,37205,O2024,Other,2024-08-07,7880.20,,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00795708,SB29.4368,,,ORG,Tennessee Young Republicans,,,,,,1010 Lexington Dr,,Brentwood,TN,37027,O2024,Other,2024-08-07,2500.00,,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00795708,SB29.4362,,,ORG,Washington County Republican Party,,,,,,179 Hayfield Drive,,Johnson City,TN,37615,O2024,Other,2024-08-07,1500.00,,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00795708,SB29.4374,,,ORG,Williamson County Republican Women,,,,,,130 Seaboard Lane,Unit A-9,Franklin,TN,37067,,,2024-09-09,1000.00,,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,
