form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00081414,SB23.6814,,,CAN,,Babin,Brian,,,,PO Box 159,,Woodville,TX,75979,G2024,,2024-06-17,5000.00,,Campaign Contribution,,,,H6TX02079,,,,,,H,TX,36,,,,,,,,
SB23,C00081414,SB23.6794,,,CAN,,Bacon,Donald,J,,,PO Box 391368,,Omaha,NE,68139,G2024,,2024-06-17,3000.00,,Campaign Contribution,,,,H6NE02125,,,,,,H,NE,02,,,,,,,,
SB23,C00081414,SB23.6786,,,CAN,,Bice,Stephanie,,,,PO Box 21315,,Oklahoma City,OK,73156,G2024,,2024-06-17,3000.00,,Campaign Contribution,,,,H0OK05205,,,,,,H,OK,05,,,,,,,,
SB23,C00081414,SB23.6825,,,CAN,,Bishop,Sanford,D,,Jr.,PO BOX 909,,Columbus,GA,31902,G2024,,2024-06-17,5000.00,,Campaign Contribution,,,,H2GA02031,,,,,,H,GA,02,,,,,,,,
SB23,C00081414,SB23.6811,,,CAN,,Blunt Rochester (Sen),Lisa,,,,P.O. Box 9767,,Wilmington,DE,19809,G2024,,2024-06-17,5000.00,,Campaign Contribution,,,,S4DE00060,,,,,,S,DE,00,,,,,,,,
SB23,C00081414,SB23.6820,,,CAN,,Bonamici,Suzanne,,,,P.O. Box 1632,,Beaverton,OR,97075,G2024,,2024-06-17,5000.00,,Campaign Contribution,,,,H2OR01133,,,,,,H,OR,01,,,,,,,,
SB23,C00081414,SB23.6784,,,CAN,,Boozman (S),John,,,,PO Box 671,,Rogers,AR,72757,P2028,,2024-06-30,5000.00,,Campaign Contribution,,,,S0AR00150,,,,,,S,AR,00,,,,,,,,
SB23,C00081414,SB23.6797,,,CAN,,Boyle,Brendan,F,,,PO Box 11545,,Philadelphia,PA,19116,G2024,,2024-06-17,4000.00,,Campaign Contribution,,,,H4PA13199,,,,,,H,PA,13,,,,,,,,
SB23,C00081414,SB23.6835,,,CAN,,Cantwell,Maria,,,,PO Box 12740,,Seattle,WA,98111,P2024,,2024-06-17,4000.00,,Campaign Contribution,,,,S8WA00194,,,,,,S,WA,00,,,,,,,,
SB23,C00081414,SB23.6817,,,CAN,,Carter,Earl,Leroy,,,406 Purple Finch Dr,,Pooler,GA,31322,G2024,,2024-06-17,3000.00,,Campaign Contribution,,,,H4GA01039,,,,,,H,GA,01,,,,,,,,
