form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00431478,500319397,,,PAC,EQUALITY PAC,,,,,,PO Box 15337,,Washington,DC,200030337,P2024,,2023-06-30,2500.00,0.00,Contribution,,C00550970,EQUALITY PAC,,,,,,,,,,,,,,,,,
SB23,C00431478,500319393,,,CCM,Eric Sorensen For Illinois,,,,,,PO Box 1172,,Moline,IL,612661172,P2024,,2023-06-30,1000.00,0.00,Contribution,,C00793935,,,Sorensen,Eric,,,,H,IL,17,,,,,,,,
SB23,C00431478,500319976,,,ORG,Harvest Tide,,,,,,212 7Th St SE,,Washington,DC,200034311,P2024,,2023-03-22,614.30,0.00,In-Kind Contribution Made - Catering,,C00711317,,,SCHOLTEN,HILLARY,,,,H,MI,03,,,,,,,,In-Kind
SB23,C00431478,500319977,,,ORG,Harvest Tide,,,,,,212 7Th St SE,,Washington,DC,200034311,P2024,,2023-03-22,614.30,0.00,In-Kind Contribution Made - Catering,,C00802504,,,Magaziner,Seth,,,,H,RI,02,,,,,,,,In-Kind
SB23,C00431478,500315407,,,ORG,Harvest Tide,,,,,,212 7Th St SE,,Washington,DC,200034311,P2024,,2023-04-27,1417.84,0.00,In-Kind Contribution Made - Catering,,C00668228,,,HORSFORD,STEVEN ALEXZANDER,,,,H,NV,04,,,,,,,,In-Kind
SB23,C00431478,500315403,,,ORG,Harvest Tide,,,,,,212 7Th St SE,,Washington,DC,200034311,P2024,,2023-06-07,650.87,0.00,In-Kind Contribution Made - Catering,,C00657304,,,STANTON,GREG,,,,H,AZ,04,,,,,,,,In-Kind
SB23,C00431478,500319891,,,ORG,Harvest Tide,,,,,,212 7Th St SE,,Washington,DC,200034311,P2024,,2023-06-07,650.87,0.00,In-Kind Contribution Made - Catering,,C00812388,,,PELTOLA,MARY,,,,H,AK,00,,,,,,,,In-Kind
SB23,C00431478,500319396,,,CCM,Landsman For Congress,,,,,,PO Box 68033,,Cincinnati,OH,452068033,P2024,,2023-06-30,1000.00,0.00,Contribution,,C00800276,,,Landsman,Greg,,,,H,OH,01,,,,,,,,
SB23,C00431478,500319395,,,CCM,Pat Ryan For Congress,,,,,,PO Box 2113,,Kingston,NY,124022113,P2024,,2023-06-30,1000.00,0.00,Contribution,,C00815290,,,Ryan,Pat,,,,H,NY,18,,,,,,,,
SB23,C00431478,500319392,,,CCM,Spanberger For Congress,,,,,,PO Box 3112,,Fredericksburg,VA,224023112,P2024,,2023-06-30,1000.00,0.00,Contribution,,C00649913,,,Spanberger,Abigail,,,,H,VA,07,,,,,,,,
SB23,C00431478,500319394,,,CCM,Susan Wild For Congress,,,,,,1636 N Cedar Crest Blvd,# 183,Allentown,PA,181042318,P2024,,2023-06-30,1000.00,0.00,Contribution,,C00658567,,,WILD,SUSAN,,,,H,PA,07,,,,,,,,
