form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00076182,B-11254,,,CCM,ANDY HARRIS FOR CONGRESS,,,,,,PO Box 1527,,Annapolis,MD,21666,G2024,,2024-05-02,2500.00,2500.00,Contribution,011,C00435974,ANDY HARRIS FOR CONGRESS,H8MD01094,Harris,Andy,,Rep.,,H,MD,01,,,,,,,,
SB23,C00076182,B-11244,,,CCM,BRITT FOR ALABAMA INC,,,,,,PO BOX 3759,,MONTGOMERY,AL,36109,G2024,,2024-05-02,2500.00,2500.00,Contribution,011,,AL Senate Republican Nominee Fund 2022,S2AL00145,Britt,Katie,Boyd,,,S,AL,00,,,,,,,,
SB23,C00076182,B-11252,,,CCM,IOWANS FOR ZACH NUNN,,,,,,PO BOX 11,,BONDURANT,IA,50035,P2024,,2024-05-02,2000.00,2000.00,Contribution,011,C00784389,IOWANS FOR ZACH NUNN,H2IA03119,Nunn,Zach,,Rep.,,H,IA,03,,,,,,,,
SB23,C00076182,B-11246,,,CCM,LORI CHAVEZ-DEREMER FOR CONGRESS,,,,,,11805 SE EASTBOURNE LANE,,HAPPY VALLEY,OR,97086,P2024,,2024-05-02,1000.00,1000.00,Contribution,011,C00784520,LORI CHAVEZ-DEREMER FOR CONGRESS,H2OR05209,Chavez-DeRemer,Lori,,Rep.,,H,OR,05,,,,,,,,
SB23,C00076182,B-11248,,,CCM,Monica for Congress,,,,,,1317 West Frontage Road,Suite C,Alamo,TX,78516,G2024,,2024-05-02,1000.00,1000.00,Contribution,011,C00765719,Monica for Congress,H0TX15124,De La Cruz,Monica,,Rep.,,H,TX,15,,,,,,,,
SB23,C00076182,B-11250,,,CCM,VAN ORDEN FOR CONGRESS,,,,,,PO BOX 565,,PRAIRIE DU CHIEN,WI,53821,P2024,,2024-05-02,1000.00,1000.00,Contribution,011,C00742007,VAN ORDEN FOR CONGRESS,H0WI03175,Van Orden,Derrick,F.,Rep.,,H,WI,03,,,,,,,,
SB23,C00076182,B-11277,,,PAC,Follow the North Star Fund,,,,,,450 Brimhall Street,,Saint Paul,MN,55105,O2024,Other-2024,2024-06-13,5000.00,5000.00,2024 LPAC Contribution,011,C00431874,Follow the North Star Fund,,,,,,,,,,,,,,,,,
SB23,C00076182,B-11273,,,CCM,MILLER-MEEKS FOR CONGRESS,,,,,,PO BOX 33,,OTTUMWA,IA,52501,G2024,,2024-06-13,2500.00,2500.00,Contribution,011,C00558825,MILLER-MEEKS FOR CONGRESS,H8IA02043,Miller-Meeks,Mariannette,,Rep.,,H,IA,01,,,,,,,,
SB23,C00076182,B-11275,,,CCM,Sanford Bishop for Congress,,,,,,P O Box 909,,Columbus,GA,31902,G2024,,2024-06-13,2500.00,2500.00,Contribution,011,,Sanford Bishop for Congress,H2GA02031,Bishop,Sanford,D.,Rep.,Jr.,H,GA,02,,,,,,,,
SB23,C00076182,B-11271,,,CCM,TEXANS FOR JODEY ARRINGTON,,,,,,PO BOX 6687,,LUBBOCK,TX,794936687,G2024,,2024-06-13,2500.00,2500.00,Contribution,011,C00588657,TEXANS FOR JODEY ARRINGTON,H6TX19099,Arrington,Jodey,,Rep.,,H,TX,19,,,,,,,,
SB23,C00076182,B-11279,,,CCM,TEXANS FOR RONNY JACKSON,,,,,,PO BOX 53058,,AMARILLO,TX,79159,G2024,,2024-06-13,2500.00,2500.00,Contribution,011,C00730531,TEXANS FOR RONNY JACKSON,H0TX13228,Jackson,Ronny,,Rep.,,H,TX,13,,,,,,,,
SB23,C00076182,B-11267,,,CCM,FRIENDS OF JOHN THUNE,,,,,,PO BOX 841,,SIOUX FALLS,SD,57101,G2024,,2024-06-14,5000.00,5000.00,Contribution,011,C00409581,FRIENDS OF JOHN THUNE,S2SD00068,Thune,John,,Sen.,,S,SD,00,,,,,,,,
SB23,C00076182,B-11269,,,CCM,DAN NEWHOUSE FOR CONGRESS,,,,,,PO BOX 10949,,YAKIMA,WA,989091949,G2024,,2024-06-24,2500.00,5000.00,Contribution,011,C00559393,DAN NEWHOUSE FOR CONGRESS,H4WA04104,Newhouse,Dan,,Rep.,,H,WA,04,,,,,,,,
SB23,C00076182,B-11282,,,CCM,DAN NEWHOUSE FOR CONGRESS,,,,,,PO BOX 10949,,YAKIMA,WA,989091949,P2024,,2024-06-24,2500.00,5000.00,Contribution,011,C00559393,DAN NEWHOUSE FOR CONGRESS,H4WA04104,Newhouse,Dan,,Rep.,,H,WA,04,,,,,,,,
